"listing_id","price","nbhood_full"
808851,"95 dollars","Manhattan, East Harlem"
812467,"49 dollars","Brooklyn, Kensington"
812671,"190 dollars","Brooklyn, Park Slope"
813225,"68 dollars","Brooklyn, Fort Greene"
813554,"185 dollars","Brooklyn, Park Slope"
813793,"225 dollars","Manhattan, Lower East Side"
814327,"81 dollars","Manhattan, Upper East Side"
814616,"199 dollars","Manhattan, East Village"
814911,"55 dollars","Brooklyn, Bushwick"
815465,"135 dollars","Manhattan, Harlem"
816637,"85 dollars","Queens, Sunnyside"
817113,"109 dollars","Brooklyn, Crown Heights"
818084,"290 dollars","Manhattan, Greenwich Village"
818325,"148 dollars","Manhattan, Kips Bay"
818337,"57 dollars","Queens, Flushing"
818481,"60 dollars","Manhattan, Harlem"
818518,"60 dollars","Manhattan, Harlem"
819206,"45 dollars","Manhattan, East Harlem"
819228,"60 dollars","Manhattan, Harlem"
819419,"125 dollars","Brooklyn, Clinton Hill"
819893,"60 dollars","Manhattan, Harlem"
819956,"75 dollars","Brooklyn, Bedford-Stuyvesant"
820710,"89 dollars","Brooklyn, Clinton Hill"
820953,"99 dollars","Brooklyn, Greenpoint"
821135,"170 dollars","Brooklyn, Downtown Brooklyn"
822016,"90 dollars","Brooklyn, Crown Heights"
823520,"179 dollars","Manhattan, Chelsea"
823618,"80 dollars","Manhattan, Harlem"
823631,"65 dollars","Manhattan, Harlem"
823880,"69 dollars","Manhattan, Lower East Side"
825193,"155 dollars","Brooklyn, Park Slope"
825486,"135 dollars","Manhattan, Upper East Side"
825545,"120 dollars","Manhattan, Greenwich Village"
825550,"135 dollars","Brooklyn, Gowanus"
826388,"69 dollars","Manhattan, Harlem"
826685,"51 dollars","Brooklyn, Bedford-Stuyvesant"
826764,"65 dollars","Manhattan, Chelsea"
827719,"60 dollars","Brooklyn, Clinton Hill"
828553,"130 dollars","Manhattan, Gramercy"
828685,"70 dollars","Brooklyn, Bedford-Stuyvesant"
828796,"200 dollars","Brooklyn, Clinton Hill"
829935,"130 dollars","Manhattan, Washington Heights"
830949,"79 dollars","Manhattan, East Village"
832772,"175 dollars","Manhattan, Upper West Side"
833519,"40 dollars","Manhattan, Washington Heights"
834190,"99 dollars","Manhattan, Lower East Side"
836578,"240 dollars","Manhattan, Chelsea"
836720,"400 dollars","Queens, College Point"
837503,"96 dollars","Brooklyn, Bedford-Stuyvesant"
838586,"200 dollars","Brooklyn, Williamsburg"
840731,"495 dollars","Manhattan, East Village"
840794,"85 dollars","Brooklyn, Prospect Heights"
841292,"109 dollars","Manhattan, Chelsea"
841484,"175 dollars","Manhattan, Lower East Side"
842167,"150 dollars","Manhattan, Chinatown"
843003,"107 dollars","Queens, Astoria"
843036,"80 dollars","Manhattan, Washington Heights"
843491,"80 dollars","Queens, Flushing"
843524,"800 dollars","Brooklyn, Bushwick"
844319,"130 dollars","Brooklyn, Flatbush"
845417,"260 dollars","Manhattan, Lower East Side"
845517,"36 dollars","Brooklyn, Clinton Hill"
846190,"140 dollars","Brooklyn, Prospect-Lefferts Gardens"
846275,"145 dollars","Manhattan, Lower East Side"
846470,"75 dollars","Brooklyn, Williamsburg"
846854,"300 dollars","Manhattan, Upper West Side"
846871,"131 dollars","Manhattan, Upper West Side"
848087,"100 dollars","Brooklyn, Bedford-Stuyvesant"
848220,"160 dollars","Manhattan, Upper East Side"
848718,"75 dollars","Brooklyn, Prospect-Lefferts Gardens"
848722,"45 dollars","Queens, Flushing"
849409,"120 dollars","Brooklyn, Prospect Heights"
849603,"100 dollars","Brooklyn, Crown Heights"
850097,"235 dollars","Manhattan, West Village"
850148,"85 dollars","Brooklyn, Williamsburg"
850338,"145 dollars","Brooklyn, Williamsburg"
850517,"289 dollars","Brooklyn, Bushwick"
850712,"120 dollars","Manhattan, Greenwich Village"
850943,"149 dollars","Brooklyn, Williamsburg"
851784,"99 dollars","Manhattan, Washington Heights"
852118,"150 dollars","Brooklyn, Crown Heights"
852632,"44 dollars","Brooklyn, Gowanus"
852949,"195 dollars","Manhattan, Greenwich Village"
854033,"100 dollars","Manhattan, Civic Center"
854253,"60 dollars","Brooklyn, Flatbush"
854521,"62 dollars","Manhattan, Harlem"
855549,"88 dollars","Manhattan, Upper West Side"
855919,"125 dollars","Manhattan, Harlem"
856440,"176 dollars","Manhattan, Hell's Kitchen"
857696,"51 dollars","Manhattan, East Harlem"
858223,"200 dollars","Manhattan, Chelsea"
858695,"30 dollars","Bronx, Mount Eden"
859596,"100 dollars","Manhattan, East Harlem"
860163,"125 dollars","Manhattan, East Harlem"
860827,"170 dollars","Brooklyn, Clinton Hill"
862890,"150 dollars","Manhattan, Washington Heights"
864790,"125 dollars","Manhattan, Upper West Side"
864981,"68 dollars","Brooklyn, Sunset Park"
865355,"90 dollars","Manhattan, Harlem"
866890,"65 dollars","Manhattan, Harlem"
867721,"65 dollars","Brooklyn, Bedford-Stuyvesant"
867769,"65 dollars","Brooklyn, Bedford-Stuyvesant"
873465,"115 dollars","Brooklyn, Flatbush"
873701,"140 dollars","Brooklyn, Crown Heights"
874683,"62 dollars","Brooklyn, Bushwick"
874706,"95 dollars","Brooklyn, Kensington"
875111,"100 dollars","Brooklyn, Bedford-Stuyvesant"
875567,"113 dollars","Manhattan, West Village"
876355,"108 dollars","Manhattan, Morningside Heights"
876565,"62 dollars","Brooklyn, Bedford-Stuyvesant"
877135,"95 dollars","Brooklyn, Williamsburg"
880256,"165 dollars","Manhattan, Harlem"
880424,"60 dollars","Brooklyn, Prospect-Lefferts Gardens"
882209,"80 dollars","Brooklyn, Williamsburg"
882559,"110 dollars","Manhattan, Hell's Kitchen"
883306,"79 dollars","Brooklyn, Clinton Hill"
883423,"140 dollars","Brooklyn, Carroll Gardens"
883517,"339 dollars","Manhattan, Upper West Side"
886808,"55 dollars","Queens, Flushing"
886833,"81 dollars","Queens, Flushing"
887129,"191 dollars","Brooklyn, Williamsburg"
887292,"139 dollars","Brooklyn, Bushwick"
888583,"120 dollars","Brooklyn, Greenpoint"
888905,"60 dollars","Manhattan, East Harlem"
890839,"295 dollars","Brooklyn, Crown Heights"
891117,"49 dollars","Manhattan, Harlem"
892704,"120 dollars","Brooklyn, Bedford-Stuyvesant"
893413,"2500 dollars","Manhattan, East Village"
894015,"107 dollars","Brooklyn, Bedford-Stuyvesant"
894063,"98 dollars","Brooklyn, Williamsburg"
895386,"170 dollars","Manhattan, Harlem"
898669,"150 dollars","Manhattan, West Village"
898861,"63 dollars","Queens, Briarwood"
900383,"110 dollars","Brooklyn, Bedford-Stuyvesant"
903947,"49 dollars","Manhattan, Harlem"
903972,"49 dollars","Manhattan, Harlem"
905425,"160 dollars","Brooklyn, Greenpoint"
905947,"38 dollars","Brooklyn, Flatbush"
906038,"170 dollars","Manhattan, Upper West Side"
906058,"105 dollars","Manhattan, Morningside Heights"
907966,"50 dollars","Brooklyn, Greenpoint"
911092,"145 dollars","Manhattan, East Village"
912376,"51 dollars","Brooklyn, Bedford-Stuyvesant"
915020,"150 dollars","Brooklyn, South Slope"
917058,"225 dollars","Manhattan, Greenwich Village"
918049,"250 dollars","Manhattan, Chelsea"
918239,"56 dollars","Brooklyn, Williamsburg"
918426,"70 dollars","Brooklyn, Prospect Heights"
919491,"70 dollars","Brooklyn, Park Slope"
919830,"125 dollars","Manhattan, Chelsea"
919978,"399 dollars","Manhattan, Hell's Kitchen"
921441,"75 dollars","Manhattan, Washington Heights"
921585,"280 dollars","Brooklyn, Bedford-Stuyvesant"
921624,"220 dollars","Brooklyn, Williamsburg"
921862,"190 dollars","Manhattan, Upper West Side"
923566,"200 dollars","Manhattan, Upper West Side"
923979,"77 dollars","Queens, Briarwood"
924600,"35 dollars","Brooklyn, Bedford-Stuyvesant"
924658,"30 dollars","Brooklyn, Bedford-Stuyvesant"
925240,"295 dollars","Manhattan, East Village"
925730,"160 dollars","Manhattan, Chinatown"
927408,"98 dollars","Brooklyn, Clinton Hill"
927987,"230 dollars","Manhattan, Upper East Side"
929032,"60 dollars","Brooklyn, Vinegar Hill"
931642,"118 dollars","Manhattan, Murray Hill"
933129,"195 dollars","Brooklyn, Fort Greene"
933861,"85 dollars","Manhattan, Hell's Kitchen"
936218,"55 dollars","Manhattan, Harlem"
937678,"155 dollars","Brooklyn, Bushwick"
938022,"99 dollars","Brooklyn, Williamsburg"
939657,"140 dollars","Manhattan, Harlem"
939724,"85 dollars","Brooklyn, Bedford-Stuyvesant"
940115,"75 dollars","Brooklyn, Crown Heights"
940116,"53 dollars","Brooklyn, Sunset Park"
941179,"150 dollars","Brooklyn, Crown Heights"
941642,"179 dollars","Manhattan, Hell's Kitchen"
944040,"135 dollars","Brooklyn, Crown Heights"
944049,"200 dollars","Manhattan, West Village"
944755,"100 dollars","Brooklyn, Prospect-Lefferts Gardens"
944840,"134 dollars","Brooklyn, DUMBO"
945297,"100 dollars","Manhattan, East Village"
947810,"50 dollars","Manhattan, Upper East Side"
947963,"50 dollars","Brooklyn, Williamsburg"
949713,"400 dollars","Brooklyn, Gowanus"
951365,"115 dollars","Queens, Ridgewood"
951944,"235 dollars","Manhattan, SoHo"
953951,"250 dollars","Manhattan, West Village"
956412,"189 dollars","Brooklyn, DUMBO"
957002,"100 dollars","Manhattan, Upper West Side"
957642,"49 dollars","Brooklyn, Prospect-Lefferts Gardens"
959478,"87 dollars","Manhattan, Chinatown"
959871,"120 dollars","Brooklyn, Williamsburg"
962045,"62 dollars","Brooklyn, Bushwick"
964379,"130 dollars","Brooklyn, Bay Ridge"
968848,"64 dollars","Brooklyn, Prospect Heights"
971158,"100 dollars","Manhattan, Harlem"
971247,"190 dollars","Manhattan, Upper West Side"
973535,"99 dollars","Queens, East Elmhurst"
975229,"159 dollars","Manhattan, East Village"
975250,"70 dollars","Brooklyn, Bushwick"
975965,"91 dollars","Manhattan, East Village"
976242,"200 dollars","Manhattan, East Village"
977870,"169 dollars","Manhattan, Upper West Side"
978062,"249 dollars","Manhattan, West Village"
978386,"85 dollars","Queens, Astoria"
978615,"81 dollars","Queens, Astoria"
980098,"199 dollars","Manhattan, East Village"
983625,"135 dollars","Manhattan, Harlem"
986727,"165 dollars","Manhattan, East Harlem"
987329,"78 dollars","Queens, Astoria"
989976,"160 dollars","Queens, Flushing"
990367,"170 dollars","Manhattan, Harlem"
992508,"65 dollars","Manhattan, East Harlem"
992598,"420 dollars","Manhattan, East Village"
993040,"97 dollars","Manhattan, Harlem"
993514,"191 dollars","Manhattan, Upper West Side"
993575,"187 dollars","Manhattan, Upper West Side"
995169,"950 dollars","Manhattan, West Village"
995187,"275 dollars","Brooklyn, Fort Greene"
997404,"145 dollars","Brooklyn, Bedford-Stuyvesant"
998423,"75 dollars","Queens, Astoria"
998887,"130 dollars","Manhattan, SoHo"
999248,"575 dollars","Manhattan, Tribeca"
999984,"300 dollars","Manhattan, West Village"
1001147,"50 dollars","Brooklyn, Bushwick"
1001447,"56 dollars","Manhattan, East Harlem"
1002469,"191 dollars","Manhattan, Upper East Side"
1003754,"195 dollars","Brooklyn, South Slope"
1005416,"75 dollars","Manhattan, Harlem"
1009883,"350 dollars","Brooklyn, Carroll Gardens"
1010785,"130 dollars","Queens, Astoria"
1011449,"225 dollars","Brooklyn, Prospect-Lefferts Gardens"
1016004,"38 dollars","Queens, Astoria"
1018529,"249 dollars","Brooklyn, Greenpoint"
1021491,"85 dollars","Brooklyn, Crown Heights"
1023181,"50 dollars","Brooklyn, Prospect Heights"
1023529,"52 dollars","Manhattan, Harlem"
1025001,"75 dollars","Queens, Glendale"
1025786,"69 dollars","Queens, Long Island City"
1027808,"499 dollars","Manhattan, East Village"
1028263,"60 dollars","Manhattan, East Village"
1029482,"95 dollars","Manhattan, East Village"
1029808,"105 dollars","Brooklyn, Bedford-Stuyvesant"
1030254,"55 dollars","Brooklyn, Bushwick"
1030392,"289 dollars","Brooklyn, Williamsburg"
1032611,"125 dollars","Brooklyn, Prospect-Lefferts Gardens"
1034911,"150 dollars","Brooklyn, Bedford-Stuyvesant"
1036498,"46 dollars","Queens, Astoria"
1036734,"100 dollars","Manhattan, Upper East Side"
1039983,"1000 dollars","Manhattan, Tribeca"
1040156,"499 dollars","Manhattan, Chelsea"
1041996,"45 dollars","Manhattan, Harlem"
1042416,"70 dollars","Brooklyn, Bedford-Stuyvesant"
1042806,"59 dollars","Queens, Flushing"
1044502,"195 dollars","Manhattan, Harlem"
1044731,"96 dollars","Brooklyn, Flatbush"
1045491,"75 dollars","Brooklyn, Williamsburg"
1045897,"195 dollars","Brooklyn, Williamsburg"
1046443,"200 dollars","Queens, Ditmars Steinway"
1048190,"139 dollars","Brooklyn, Bedford-Stuyvesant"
1051575,"95 dollars","Manhattan, Harlem"
1054201,"120 dollars","Manhattan, East Harlem"
1055029,"42 dollars","Manhattan, Inwood"
1056119,"116 dollars","Brooklyn, Williamsburg"
1056185,"60 dollars","Brooklyn, East Flatbush"
1056256,"1395 dollars","Brooklyn, Carroll Gardens"
1056445,"425 dollars","Manhattan, Upper East Side"
1056804,"225 dollars","Brooklyn, Boerum Hill"
1059891,"150 dollars","Manhattan, Midtown"
1060019,"199 dollars","Manhattan, Upper East Side"
1063020,"110 dollars","Manhattan, East Harlem"
1063554,"60 dollars","Brooklyn, Bushwick"
1066769,"120 dollars","Manhattan, Lower East Side"
1068505,"60 dollars","Brooklyn, Crown Heights"
1069266,"145 dollars","Manhattan, Midtown"
1070458,"100 dollars","Manhattan, SoHo"
1072212,"50 dollars","Manhattan, Harlem"
1072481,"70 dollars","Manhattan, Chelsea"
1073635,"175 dollars","Brooklyn, Carroll Gardens"
1073780,"149 dollars","Brooklyn, Crown Heights"
1073832,"125 dollars","Brooklyn, Red Hook"
1074155,"58 dollars","Manhattan, East Harlem"
1077176,"131 dollars","Manhattan, Gramercy"
1077179,"250 dollars","Manhattan, Gramercy"
1077375,"70 dollars","Queens, Astoria"
1079675,"149 dollars","Manhattan, Nolita"
1080543,"109 dollars","Brooklyn, Sunset Park"
1080766,"185 dollars","Manhattan, Theater District"
1083888,"80 dollars","Brooklyn, Bedford-Stuyvesant"
1087215,"300 dollars","Manhattan, Chelsea"
1089240,"176 dollars","Manhattan, Chelsea"
1089542,"47 dollars","Brooklyn, East Flatbush"
1089619,"40 dollars","Manhattan, Washington Heights"
1091582,"89 dollars","Brooklyn, South Slope"
1091840,"75 dollars","Manhattan, East Harlem"
1092760,"110 dollars","Brooklyn, Bedford-Stuyvesant"
1095106,"72 dollars","Brooklyn, Greenpoint"
1096511,"85 dollars","Manhattan, Harlem"
1098863,"125 dollars","Brooklyn, Bushwick"
1100421,"195 dollars","Brooklyn, Cobble Hill"
1101035,"189 dollars","Brooklyn, Boerum Hill"
1101224,"182 dollars","Brooklyn, Bedford-Stuyvesant"
1102858,"105 dollars","Brooklyn, Crown Heights"
1102942,"240 dollars","Manhattan, Kips Bay"
1102963,"185 dollars","Brooklyn, Bushwick"
1105845,"160 dollars","Manhattan, Chelsea"
1106284,"250 dollars","Manhattan, Gramercy"
1107092,"650 dollars","Manhattan, Kips Bay"
1107976,"35 dollars","Queens, Sunnyside"
1110195,"80 dollars","Brooklyn, Bedford-Stuyvesant"
1110484,"175 dollars","Brooklyn, Williamsburg"
1112070,"95 dollars","Brooklyn, Crown Heights"
1112407,"158 dollars","Manhattan, Harlem"
1112484,"85 dollars","Manhattan, Chinatown"
1114409,"150 dollars","Brooklyn, Fort Greene"
1114493,"70 dollars","Brooklyn, Fort Greene"
1114788,"73 dollars","Queens, Ditmars Steinway"
1117516,"95 dollars","Brooklyn, Bedford-Stuyvesant"
1118031,"89 dollars","Manhattan, Nolita"
1121448,"50 dollars","Brooklyn, Greenpoint"
1121497,"75 dollars","Brooklyn, Williamsburg"
1121502,"60 dollars","Brooklyn, Bedford-Stuyvesant"
1123737,"45 dollars","Manhattan, Washington Heights"
1124012,"125 dollars","Manhattan, East Village"
1124329,"140 dollars","Manhattan, Lower East Side"
1127140,"47 dollars","Manhattan, Harlem"
1128681,"115 dollars","Manhattan, Lower East Side"
1129483,"199 dollars","Manhattan, East Village"
1130138,"110 dollars","Manhattan, Harlem"
1130680,"100 dollars","Brooklyn, Bushwick"
1130855,"90 dollars","Brooklyn, Prospect Heights"
1131422,"40 dollars","Brooklyn, Bedford-Stuyvesant"
1131804,"133 dollars","Manhattan, Harlem"
1133296,"175 dollars","Manhattan, Chelsea"
1134365,"200 dollars","Brooklyn, Red Hook"
1137093,"300 dollars","Brooklyn, Williamsburg"
1137587,"189 dollars","Brooklyn, Prospect Heights"
1139851,"90 dollars","Manhattan, Chelsea"
1141120,"140 dollars","Brooklyn, Williamsburg"
1142034,"115 dollars","Manhattan, Midtown"
1144861,"190 dollars","Brooklyn, Cobble Hill"
1145134,"99 dollars","Brooklyn, Greenpoint"
1145337,"109 dollars","Manhattan, East Village"
1146534,"64 dollars","Manhattan, West Village"
1148144,"47 dollars","Manhattan, East Harlem"
1148279,"60 dollars","Brooklyn, Bedford-Stuyvesant"
1148978,"48 dollars","Manhattan, Washington Heights"
1150382,"100 dollars","Manhattan, East Harlem"
1150398,"105 dollars","Brooklyn, Park Slope"
1150594,"129 dollars","Manhattan, East Village"
1151209,"139 dollars","Brooklyn, Greenpoint"
1151343,"94 dollars","Manhattan, Harlem"
1155475,"499 dollars","Brooklyn, Fort Greene"
1155885,"79 dollars","Brooklyn, Bedford-Stuyvesant"
1156440,"200 dollars","Manhattan, East Village"
1156499,"152 dollars","Brooklyn, Greenpoint"
1157522,"212 dollars","Brooklyn, Williamsburg"
1164111,"89 dollars","Manhattan, East Harlem"
1166616,"80 dollars","Manhattan, Washington Heights"
1167658,"55 dollars","Brooklyn, Greenpoint"
1171566,"100 dollars","Manhattan, Nolita"
1171674,"225 dollars","Manhattan, Greenwich Village"
1173994,"200 dollars","Brooklyn, Bedford-Stuyvesant"
1175400,"117 dollars","Brooklyn, Williamsburg"
1177971,"80 dollars","Manhattan, Midtown"
1178231,"99 dollars","Brooklyn, Canarsie"
1180296,"125 dollars","Manhattan, Harlem"
1180537,"130 dollars","Manhattan, Lower East Side"
1182187,"125 dollars","Manhattan, Chelsea"
1182844,"199 dollars","Manhattan, Hell's Kitchen"
1183667,"85 dollars","Manhattan, Upper West Side"
1185357,"85 dollars","Manhattan, Upper West Side"
1185525,"80 dollars","Brooklyn, Bay Ridge"
1186153,"79 dollars","Manhattan, East Harlem"
1186569,"55 dollars","Queens, Ridgewood"
1187643,"65 dollars","Bronx, Port Morris"
1189378,"285 dollars","Manhattan, Tribeca"
1190223,"119 dollars","Queens, Astoria"
1191606,"137 dollars","Brooklyn, Brighton Beach"
1194066,"190 dollars","Manhattan, Upper East Side"
1195198,"120 dollars","Brooklyn, Bedford-Stuyvesant"
1195260,"95 dollars","Brooklyn, East Flatbush"
1203812,"125 dollars","Manhattan, East Village"
1205103,"150 dollars","Brooklyn, Fort Greene"
1209492,"148 dollars","Manhattan, East Village"
1209887,"120 dollars","Manhattan, East Village"
1209921,"99 dollars","Brooklyn, Bedford-Stuyvesant"
1209955,"69 dollars","Queens, Ditmars Steinway"
1210916,"200 dollars","Manhattan, Midtown"
1213991,"240 dollars","Manhattan, Hell's Kitchen"
1215627,"150 dollars","Queens, Arverne"
1217046,"179 dollars","Brooklyn, Williamsburg"
1217318,"105 dollars","Brooklyn, Williamsburg"
1217670,"84 dollars","Brooklyn, Williamsburg"
1221332,"53 dollars","Manhattan, East Harlem"
1222563,"84 dollars","Queens, Queens Village"
1223230,"290 dollars","Manhattan, Tribeca"
1225060,"110 dollars","Queens, Ditmars Steinway"
1226176,"60 dollars","Brooklyn, Bedford-Stuyvesant"
1227528,"275 dollars","Brooklyn, Williamsburg"
1231273,"200 dollars","Manhattan, Hell's Kitchen"
1232212,"225 dollars","Brooklyn, Williamsburg"
1232433,"135 dollars","Manhattan, Upper East Side"
1239017,"350 dollars","Brooklyn, Crown Heights"
1241905,"60 dollars","Brooklyn, Bushwick"
1244117,"125 dollars","Brooklyn, Bedford-Stuyvesant"
1245479,"99 dollars","Brooklyn, Williamsburg"
1251681,"250 dollars","Brooklyn, Kensington"
1255828,"95 dollars","Manhattan, Upper West Side"
1256536,"125 dollars","Manhattan, Upper East Side"
1256768,"147 dollars","Brooklyn, Park Slope"
1258651,"300 dollars","Manhattan, Harlem"
1262053,"102 dollars","Brooklyn, Sunset Park"
1263964,"95 dollars","Manhattan, Harlem"
1264621,"65 dollars","Brooklyn, Bedford-Stuyvesant"
1264695,"595 dollars","Manhattan, Chelsea"
1266411,"181 dollars","Brooklyn, Bedford-Stuyvesant"
1267945,"65 dollars","Brooklyn, Bedford-Stuyvesant"
1267954,"155 dollars","Brooklyn, Clinton Hill"
1271361,"120 dollars","Brooklyn, Williamsburg"
1275942,"55 dollars","Brooklyn, Bedford-Stuyvesant"
1278784,"60 dollars","Bronx, Mott Haven"
1280188,"240 dollars","Brooklyn, Williamsburg"
1281023,"150 dollars","Manhattan, East Harlem"
1284776,"250 dollars","Brooklyn, Carroll Gardens"
1290336,"295 dollars","Brooklyn, Williamsburg"
1291020,"160 dollars","Brooklyn, South Slope"
1291261,"150 dollars","Manhattan, Greenwich Village"
1291490,"60 dollars","Brooklyn, Bedford-Stuyvesant"
1292428,"119 dollars","Manhattan, Chelsea"
1294973,"140 dollars","Manhattan, Upper West Side"
1300216,"100 dollars","Queens, Astoria"
1300950,"115 dollars","Brooklyn, Fort Greene"
1304459,"131 dollars","Brooklyn, Williamsburg"
1304952,"175 dollars","Brooklyn, Fort Greene"
1306749,"145 dollars","Manhattan, Harlem"
1307723,"150 dollars","Manhattan, Upper West Side"
1308308,"399 dollars","Manhattan, Hell's Kitchen"
1313340,"75 dollars","Brooklyn, Crown Heights"
1313593,"465 dollars","Manhattan, East Village"
1313711,"151 dollars","Brooklyn, Prospect-Lefferts Gardens"
1316480,"45 dollars","Brooklyn, Bedford-Stuyvesant"
1316961,"160 dollars","Brooklyn, Clinton Hill"
1317612,"36 dollars","Brooklyn, Flatbush"
1320550,"235 dollars","Manhattan, Upper East Side"
1323349,"300 dollars","Manhattan, East Village"
1324087,"80 dollars","Queens, Astoria"
1325432,"79 dollars","Queens, Woodside"
1325759,"147 dollars","Brooklyn, Williamsburg"
1325911,"145 dollars","Manhattan, Kips Bay"
1326566,"78 dollars","Brooklyn, South Slope"
1329559,"95 dollars","Manhattan, Lower East Side"
1330056,"90 dollars","Brooklyn, Williamsburg"
1330775,"100 dollars","Brooklyn, Williamsburg"
1331231,"350 dollars","Manhattan, Midtown"
1331960,"188 dollars","Brooklyn, Bedford-Stuyvesant"
1332473,"80 dollars","Queens, Queens Village"
1335036,"250 dollars","Manhattan, Little Italy"
1335550,"55 dollars","Brooklyn, Bedford-Stuyvesant"
1336223,"93 dollars","Manhattan, Chelsea"
1336230,"93 dollars","Manhattan, Chelsea"
1336390,"199 dollars","Manhattan, Chelsea"
1340982,"169 dollars","Manhattan, Upper East Side"
1342507,"150 dollars","Brooklyn, Williamsburg"
1342515,"61 dollars","Manhattan, Harlem"
1343532,"40 dollars","Brooklyn, Crown Heights"
1346003,"150 dollars","Brooklyn, Williamsburg"
1347126,"65 dollars","Brooklyn, Fort Greene"
1347204,"190 dollars","Manhattan, Harlem"
1347478,"79 dollars","Brooklyn, Williamsburg"
1347847,"225 dollars","Brooklyn, Bedford-Stuyvesant"
1348118,"185 dollars","Manhattan, Harlem"
1349237,"85 dollars","Manhattan, Harlem"
1349658,"75 dollars","Manhattan, Morningside Heights"
1350055,"85 dollars","Brooklyn, Williamsburg"
1351217,"98 dollars","Brooklyn, Bedford-Stuyvesant"
1352657,"280 dollars","Manhattan, Upper East Side"
1354042,"210 dollars","Manhattan, East Village"
1354415,"100 dollars","Brooklyn, Bedford-Stuyvesant"
1354973,"59 dollars","Brooklyn, Bedford-Stuyvesant"
1356710,"199 dollars","Manhattan, East Village"
1357021,"219 dollars","Manhattan, Midtown"
1358963,"100 dollars","Brooklyn, Prospect Heights"
1359438,"175 dollars","Brooklyn, Park Slope"
1360791,"40 dollars","Brooklyn, Cypress Hills"
1361017,"140 dollars","Brooklyn, Park Slope"
1361428,"105 dollars","Manhattan, Nolita"
1363957,"110 dollars","Brooklyn, Williamsburg"
1365000,"131 dollars","Brooklyn, Clinton Hill"
1365028,"265 dollars","Manhattan, SoHo"
1370405,"53 dollars","Brooklyn, East Flatbush"
1377134,"120 dollars","Manhattan, East Village"
1378165,"67 dollars","Brooklyn, Bedford-Stuyvesant"
1380326,"111 dollars","Manhattan, Upper East Side"
1382158,"90 dollars","Manhattan, SoHo"
1386742,"89 dollars","Manhattan, Upper West Side"
1390532,"129 dollars","Brooklyn, Greenpoint"
1391024,"69 dollars","Brooklyn, Bushwick"
1392144,"250 dollars","Brooklyn, Crown Heights"
1392330,"120 dollars","Brooklyn, Bedford-Stuyvesant"
1396458,"199 dollars","Brooklyn, Prospect Heights"
1397705,"450 dollars","Brooklyn, Fort Greene"
1399352,"70 dollars","Brooklyn, Bedford-Stuyvesant"
1399448,"260 dollars","Manhattan, East Village"
1402084,"125 dollars","Brooklyn, Red Hook"
1403129,"195 dollars","Brooklyn, Sunset Park"
1403466,"58 dollars","Brooklyn, Bushwick"
1403870,"200 dollars","Manhattan, SoHo"
1404355,"75 dollars","Brooklyn, Bedford-Stuyvesant"
1404510,"95 dollars","Brooklyn, Bedford-Stuyvesant"
1407364,"275 dollars","Brooklyn, Bedford-Stuyvesant"
1408406,"162 dollars","Brooklyn, Downtown Brooklyn"
1410197,"120 dollars","Manhattan, East Harlem"
1411583,"120 dollars","Manhattan, Washington Heights"
1411811,"210 dollars","Manhattan, West Village"
1423112,"45 dollars","Brooklyn, Prospect-Lefferts Gardens"
1426004,"72 dollars","Brooklyn, Bedford-Stuyvesant"
1426529,"95 dollars","Manhattan, East Village"
1427084,"75 dollars","Brooklyn, Bedford-Stuyvesant"
1428359,"175 dollars","Brooklyn, South Slope"
1428844,"175 dollars","Brooklyn, Williamsburg"
1430650,"99 dollars","Manhattan, Hell's Kitchen"
1434010,"171 dollars","Brooklyn, Flatbush"
1436810,"99 dollars","Manhattan, Upper West Side"
1438369,"160 dollars","Manhattan, Lower East Side"
1438870,"65 dollars","Manhattan, Harlem"
1439162,"99 dollars","Brooklyn, Bedford-Stuyvesant"
1440363,"125 dollars","Manhattan, Harlem"
1442495,"300 dollars","Brooklyn, Crown Heights"
1444400,"112 dollars","Manhattan, Hell's Kitchen"
1444924,"100 dollars","Brooklyn, Carroll Gardens"
1445250,"60 dollars","Brooklyn, Bushwick"
1446483,"140 dollars","Manhattan, East Village"
1453049,"95 dollars","Brooklyn, Bushwick"
1456142,"220 dollars","Manhattan, West Village"
1458987,"35 dollars","Queens, Rego Park"
1461721,"55 dollars","Manhattan, East Harlem"
1461814,"69 dollars","Brooklyn, Flatbush"
1461873,"68 dollars","Brooklyn, Prospect Heights"
1461965,"69 dollars","Brooklyn, Crown Heights"
1465446,"175 dollars","Manhattan, Harlem"
1466081,"59 dollars","Queens, St. Albans"
1466552,"169 dollars","Manhattan, Theater District"
1467106,"155 dollars","Brooklyn, Bedford-Stuyvesant"
1467392,"60 dollars","Manhattan, Harlem"
1467618,"190 dollars","Brooklyn, Williamsburg"
1469955,"150 dollars","Manhattan, Upper West Side"
1470069,"120 dollars","Brooklyn, Bedford-Stuyvesant"
1472002,"99 dollars","Manhattan, Theater District"
1474752,"110 dollars","Brooklyn, Williamsburg"
1474980,"73 dollars","Manhattan, East Village"
1475084,"179 dollars","Manhattan, Chinatown"
1475631,"62 dollars","Brooklyn, Bushwick"
1478946,"98 dollars","Manhattan, Chelsea"
1479113,"49 dollars","Manhattan, Lower East Side"
1479283,"96 dollars","Manhattan, Chelsea"
1479731,"89 dollars","Brooklyn, Crown Heights"
