id,expected_recovery_amount,actual_recovery_amount,recovery_strategy,age,sex
1699,1361,1856.082886,Level 1 Recovery,38,Female
1239,1362,1811.405116,Level 1 Recovery,42,Male
1102,1363,1695.640651,Level 1 Recovery,43,Female
1111,1363,1290.589231,Level 1 Recovery,39,Female
582,1369,1220.492185,Level 1 Recovery,20,Female
1626,1370,1261.204987,Level 1 Recovery,35,Female
86,1373,1212.121908,Level 1 Recovery,35,Male
798,1374,2119.583219,Level 1 Recovery,27,Female
1519,1378,1104.669122,Level 1 Recovery,35,Male
762,1380,784.5059284,Level 1 Recovery,24,Male
1920,1380,932.1284449,Level 1 Recovery,32,Male
1982,1385,1124.043772,Level 1 Recovery,25,Male
802,1386,1603.162435,Level 1 Recovery,31,Male
887,1386,1214.884823,Level 1 Recovery,29,Male
1075,1386,1522.946867,Level 1 Recovery,38,Male
1208,1386,1003.365286,Level 1 Recovery,35,Male
1651,1386,1723.644624,Level 1 Recovery,48,Male
779,1393,1177.391422,Level 1 Recovery,43,Female
1883,1393,1295.321567,Level 1 Recovery,33,Female
232,1400,921.9166015,Level 1 Recovery,22,Male
1563,1401,953.2696212,Level 1 Recovery,21,Female
1087,1404,1254.485329,Level 1 Recovery,30,Female
1332,1407,1171.459266,Level 1 Recovery,21,Female
677,1408,1763.186955,Level 1 Recovery,29,Female
825,1408,1223.401403,Level 1 Recovery,36,Female
1010,1409,1324.92227,Level 1 Recovery,39,Female
337,1412,944.5833672,Level 1 Recovery,31,Male
1483,1413,1582.973608,Level 1 Recovery,24,Male
1991,1414,1334.746905,Level 1 Recovery,39,Female
1973,1415,1153.52381,Level 1 Recovery,30,Male
14,1416,1148.242783,Level 1 Recovery,33,Female
975,1416,2025.375857,Level 1 Recovery,47,Female
1999,1416,1811.184382,Level 1 Recovery,23,Female
1614,1419,956.7491255,Level 1 Recovery,28,Male
1985,1419,1266.757063,Level 1 Recovery,23,Female
364,1421,1928.022842,Level 1 Recovery,22,Female
1489,1425,1198.202461,Level 1 Recovery,28,Female
1543,1425,1208.300896,Level 1 Recovery,36,Male
1808,1426,1013.756986,Level 1 Recovery,19,Male
169,1428,1147.902585,Level 1 Recovery,28,Female
698,1429,1261.506377,Level 1 Recovery,21,Female
1734,1429,1066.885645,Level 1 Recovery,31,Female
1093,1434,1039.793091,Level 1 Recovery,18,Male
1655,1434,1190.085536,Level 1 Recovery,41,Male
357,1436,1150.011798,Level 1 Recovery,29,Female
1610,1437,1378.536789,Level 1 Recovery,39,Male
1505,1438,1600.301377,Level 1 Recovery,30,Female
481,1439,1078.27469,Level 1 Recovery,45,Male
122,1440,1242.754519,Level 1 Recovery,19,Male
299,1441,722.4840015,Level 1 Recovery,29,Male
1611,1441,1171.246086,Level 1 Recovery,22,Female
950,1443,1307.53409,Level 1 Recovery,25,Female
989,1444,1496.31006,Level 1 Recovery,28,Male
1451,1444,2180.807521,Level 1 Recovery,32,Male
1771,1445,1137.116763,Level 1 Recovery,29,Female
220,1458,1280.586164,Level 1 Recovery,40,Male
2003,1458,976.2631771,Level 1 Recovery,28,Female
1510,1467,1376.214967,Level 1 Recovery,28,Female
1276,1468,1180.51233,Level 1 Recovery,35,Female
1307,1468,1220.074733,Level 1 Recovery,32,Female
1801,1468,1129.113969,Level 1 Recovery,30,Female
179,1470,1126.502294,Level 1 Recovery,28,Male
1964,1471,1164.334135,Level 1 Recovery,29,Female
159,1473,656.029336,Level 1 Recovery,34,Female
853,1473,1871.546755,Level 1 Recovery,20,Female
464,1475,1013.704233,Level 1 Recovery,29,Female
894,1476,826.2473362,Level 1 Recovery,29,Male
1044,1476,2283.955853,Level 1 Recovery,37,Male
727,1478,2092.595319,Level 1 Recovery,24,Female
359,1481,1230.649431,Level 1 Recovery,32,Female
1285,1481,1449.713653,Level 1 Recovery,24,Female
1553,1481,1229.614336,Level 1 Recovery,40,Female
1876,1481,1432.155328,Level 1 Recovery,23,Female
964,1482,1570.194465,Level 1 Recovery,32,Male
523,1487,1071.993712,Level 1 Recovery,33,Male
1236,1487,705.4593813,Level 1 Recovery,25,Female
819,1490,1519.863498,Level 1 Recovery,22,Female
489,1491,1021.051762,Level 1 Recovery,27,Female
892,1491,1223.493153,Level 1 Recovery,32,Female
1384,1491,1027.370522,Level 1 Recovery,36,Female
1450,1492,2417.504985,Level 1 Recovery,41,Female
180,1494,698.2502952,Level 1 Recovery,24,Male
1905,1494,1139.464754,Level 1 Recovery,41,Female
1347,1497,1137.186652,Level 1 Recovery,22,Female
1704,1499,1998.85006,Level 1 Recovery,18,Male
148,1500,783.4688167,Level 1 Recovery,27,Male
1045,1500,1220.62661,Level 1 Recovery,24,Male
203,1505,1298.544636,Level 1 Recovery,32,Male
1177,1508,1643.605456,Level 1 Recovery,24,Female
775,1509,1218.913766,Level 1 Recovery,27,Female
1195,1509,1352.075851,Level 1 Recovery,18,Male
654,1510,2567.265621,Level 1 Recovery,26,Female
1855,1512,1360.803302,Level 1 Recovery,34,Male
850,1515,1209.640247,Level 1 Recovery,37,Female
657,1516,2318.105449,Level 1 Recovery,24,Female
1832,1516,780.1929546,Level 1 Recovery,28,Female
287,1521,990.9491064,Level 1 Recovery,26,Male
766,1522,1039.162449,Level 1 Recovery,23,Female
1524,1522,1546.054175,Level 1 Recovery,30,Male
1665,1522,2110.876294,Level 1 Recovery,28,Male
733,1525,1785.238307,Level 1 Recovery,33,Male
1293,1525,1217.709622,Level 1 Recovery,19,Male
2010,1525,1595.550013,Level 1 Recovery,27,Male
1551,1527,1022.399304,Level 1 Recovery,31,Male
13,1528,1862.672904,Level 1 Recovery,45,Female
570,1528,1611.217743,Level 1 Recovery,48,Male
231,1529,941.0062658,Level 1 Recovery,25,Female
826,1529,1872.769222,Level 1 Recovery,35,Female
1739,1529,975.1500787,Level 1 Recovery,32,Male
1212,1533,1234.277493,Level 1 Recovery,48,Male
1877,1534,2875.723834,Level 1 Recovery,27,Male
95,1537,1434.019592,Level 1 Recovery,35,Female
961,1537,1400.290559,Level 1 Recovery,24,Male
1416,1538,1188.803454,Level 1 Recovery,20,Female
774,1541,1553.066998,Level 1 Recovery,35,Male
1160,1545,1837.23014,Level 1 Recovery,20,Female
888,1549,1128.011428,Level 1 Recovery,30,Male
1387,1550,1288.352616,Level 1 Recovery,19,Female
1316,1557,1334.951724,Level 1 Recovery,41,Male
1464,1558,1776.243244,Level 1 Recovery,43,Female
608,1562,689.9967613,Level 1 Recovery,33,Male
692,1563,937.0190588,Level 1 Recovery,34,Male
1914,1564,772.8418085,Level 1 Recovery,31,Female
59,1565,1188.584332,Level 1 Recovery,26,Female
764,1567,1083.02413,Level 1 Recovery,19,Female
1277,1568,1205.996487,Level 1 Recovery,21,Male
1592,1568,1795.962122,Level 1 Recovery,34,Male
866,1569,1788.92096,Level 1 Recovery,28,Male
1014,1570,1031.198653,Level 1 Recovery,28,Female
1492,1571,1677.334795,Level 1 Recovery,30,Male
830,1572,1142.273975,Level 1 Recovery,42,Male
1608,1572,1309.93883,Level 1 Recovery,29,Male
1984,1574,1801.253739,Level 1 Recovery,35,Female
46,1577,1459.191947,Level 1 Recovery,28,Female
121,1581,2150.555214,Level 1 Recovery,33,Female
948,1582,1528.987767,Level 1 Recovery,36,Female
1167,1582,1628.545997,Level 1 Recovery,34,Female
561,1583,865.4346189,Level 1 Recovery,32,Male
1441,1583,1178.440174,Level 1 Recovery,32,Female
1434,1584,2508.839371,Level 1 Recovery,52,Male
1639,1585,1774.558529,Level 1 Recovery,44,Male
1500,1586,1518.362108,Level 1 Recovery,29,Male
1735,1587,884.812734,Level 1 Recovery,25,Male
2014,1587,1769.383295,Level 1 Recovery,20,Female
695,1589,1119.463699,Level 1 Recovery,27,Male
1796,1594,1082.731078,Level 1 Recovery,19,Female
168,1595,739.1475396,Level 1 Recovery,34,Male
505,1600,1571.12258,Level 1 Recovery,37,Female
1404,1601,2474.534732,Level 1 Recovery,18,Female
243,1602,766.183135,Level 1 Recovery,26,Female
1530,1602,1269.878913,Level 1 Recovery,34,Female
720,1605,1327.729902,Level 1 Recovery,39,Male
136,1606,1360.381348,Level 1 Recovery,29,Female
747,1610,1071.002655,Level 1 Recovery,21,Female
1880,1610,1528.575907,Level 1 Recovery,32,Male
1493,1614,1319.619313,Level 1 Recovery,33,Male
1548,1614,990.5231645,Level 1 Recovery,21,Female
871,1615,1348.85756,Level 1 Recovery,22,Male
1576,1615,1360.153666,Level 1 Recovery,41,Female
1427,1616,1182.775533,Level 1 Recovery,40,Female
734,1620,727.1146096,Level 1 Recovery,31,Male
876,1620,1258.444021,Level 1 Recovery,30,Male
977,1620,1573.044517,Level 1 Recovery,33,Male
1185,1621,1968.925733,Level 1 Recovery,35,Male
435,1625,2606.177665,Level 1 Recovery,20,Female
114,1626,1414.068948,Level 1 Recovery,19,Male
1174,1626,2335.911899,Level 1 Recovery,42,Male
777,1628,1411.792353,Level 1 Recovery,42,Female
1902,1628,1116.278165,Level 1 Recovery,43,Male
918,1631,1515.60449,Level 1 Recovery,22,Female
245,1634,1022.350669,Level 1 Recovery,39,Female
595,1634,1409.037692,Level 1 Recovery,56,Male
736,1634,1463.345168,Level 1 Recovery,30,Female
822,1634,1631.570471,Level 1 Recovery,18,Female
1096,1638,1523.9505,Level 1 Recovery,41,Male
1545,1638,1206.907385,Level 1 Recovery,24,Female
1939,1640,1730.820615,Level 1 Recovery,38,Female
1761,1642,2221.772348,Level 1 Recovery,32,Female
1455,1646,1506.19879,Level 1 Recovery,37,Female
1100,1650,1959.405372,Level 1 Recovery,35,Female
259,1656,3266.266131,Level 1 Recovery,41,Female
667,1658,1402.18412,Level 1 Recovery,33,Female
1568,1658,2001.352062,Level 1 Recovery,35,Male
1840,1659,1085.760216,Level 1 Recovery,20,Female
1021,1660,1508.838442,Level 1 Recovery,26,Female
1269,1660,1607.340516,Level 1 Recovery,33,Male
351,1662,926.0379144,Level 1 Recovery,26,Female
953,1663,1677.512084,Level 1 Recovery,44,Female
1042,1663,1132.935539,Level 1 Recovery,24,Female
1308,1663,1763.756606,Level 1 Recovery,23,Male
282,1665,1149.894763,Level 1 Recovery,35,Female
865,1666,2033.235854,Level 1 Recovery,41,Female
483,1668,927.4788922,Level 1 Recovery,30,Male
1602,1668,1765.350112,Level 1 Recovery,20,Female
1918,1669,1773.964067,Level 1 Recovery,30,Male
1702,1670,3042.789062,Level 1 Recovery,21,Male
490,1681,1041.784016,Level 1 Recovery,28,Female
1919,1682,1737.495599,Level 1 Recovery,28,Male
593,1684,2278.627677,Level 1 Recovery,45,Male
630,1686,1903.710409,Level 1 Recovery,27,Female
450,1687,2777.804308,Level 1 Recovery,32,Male
728,1688,2023.762683,Level 1 Recovery,32,Female
1929,1689,1591.479965,Level 1 Recovery,52,Male
151,1690,1205.135001,Level 1 Recovery,29,Male
457,1691,685.5827034,Level 1 Recovery,23,Female
16,1694,1829.859615,Level 1 Recovery,22,Female
704,1697,1442.234316,Level 1 Recovery,21,Male
1979,1698,1938.903991,Level 1 Recovery,23,Male
791,1699,1977.199262,Level 1 Recovery,20,Female
1924,1699,1303.729414,Level 1 Recovery,33,Male
643,1700,1416.214868,Level 1 Recovery,27,Female
1517,1702,1487.802633,Level 1 Recovery,45,Male
1353,1704,1384.198203,Level 1 Recovery,18,Male
382,1705,1200.714668,Level 1 Recovery,20,Female
544,1705,1307.50291,Level 1 Recovery,26,Male
814,1706,1616.176301,Level 1 Recovery,38,Female
36,1709,2224.098663,Level 1 Recovery,24,Male
580,1710,1350.842239,Level 1 Recovery,33,Male
1888,1710,1256.072288,Level 1 Recovery,31,Male
535,1711,2752.075985,Level 1 Recovery,19,Female
1292,1712,1097.302526,Level 1 Recovery,23,Male
246,1716,1324.911259,Level 1 Recovery,36,Male
665,1716,1519.692974,Level 1 Recovery,26,Female
897,1719,1101.779229,Level 1 Recovery,43,Female
1429,1720,1042.227843,Level 1 Recovery,32,Male
1767,1720,1648.1652,Level 1 Recovery,29,Female
111,1721,1127.705685,Level 1 Recovery,30,Female
1692,1721,1547.691331,Level 1 Recovery,28,Female
789,1723,1265.287355,Level 1 Recovery,30,Male
1458,1723,1561.125691,Level 1 Recovery,39,Male
1016,1726,1609.663632,Level 1 Recovery,24,Male
443,1728,1312.203604,Level 1 Recovery,19,Male
1529,1728,1477.702855,Level 1 Recovery,35,Male
469,1731,1205.222802,Level 1 Recovery,33,Male
1599,1731,1102.561316,Level 1 Recovery,25,Male
1534,1735,1065.101513,Level 1 Recovery,36,Male
609,1738,992.4478714,Level 1 Recovery,26,Female
498,1739,1348.560546,Level 1 Recovery,34,Male
518,1739,1544.478814,Level 1 Recovery,36,Male
1745,1740,1740.566398,Level 1 Recovery,33,Female
341,1741,1112.732962,Level 1 Recovery,28,Male
1944,1741,1051.410042,Level 1 Recovery,31,Male
809,1743,2381.911411,Level 1 Recovery,23,Female
2048,1746,1752.954284,Level 1 Recovery,25,Male
1326,1751,1144.295105,Level 1 Recovery,33,Male
1609,1752,2128.639009,Level 1 Recovery,27,Female
1942,1752,1229.316034,Level 1 Recovery,26,Male
1792,1754,1666.322316,Level 1 Recovery,35,Female
115,1756,1120.688873,Level 1 Recovery,20,Female
820,1757,1301.962942,Level 1 Recovery,33,Male
1659,1762,1406.502304,Level 1 Recovery,26,Male
1154,1768,1467.746075,Level 1 Recovery,38,Male
519,1771,1738.530775,Level 1 Recovery,20,Female
1325,1772,2249.029502,Level 1 Recovery,20,Female
38,1773,2741.342187,Level 1 Recovery,28,Female
1345,1773,1165.185881,Level 1 Recovery,31,Male
1688,1774,1801.173354,Level 1 Recovery,28,Female
295,1775,1473.311989,Level 1 Recovery,40,Female
170,1776,1029.323825,Level 1 Recovery,34,Female
479,1777,1560.464827,Level 1 Recovery,34,Male
1729,1777,1715.247882,Level 1 Recovery,49,Female
970,1780,1462.90395,Level 1 Recovery,38,Female
352,1782,1047.995939,Level 1 Recovery,29,Female
1079,1783,2229.611839,Level 1 Recovery,39,Female
688,1786,1249.814582,Level 1 Recovery,32,Female
145,1787,1093.30501,Level 1 Recovery,24,Female
827,1787,2449.435444,Level 1 Recovery,42,Male
1937,1789,1557.779826,Level 1 Recovery,41,Male
514,1793,1178.835216,Level 1 Recovery,18,Female
1256,1796,2047.20145,Level 1 Recovery,32,Male
1442,1796,1748.330403,Level 1 Recovery,40,Female
1598,1797,1437.731148,Level 1 Recovery,30,Female
166,1798,1663.53663,Level 1 Recovery,20,Male
504,1798,1338.677688,Level 1 Recovery,33,Male
173,1801,1154.976176,Level 1 Recovery,39,Female
1334,1804,1158.210451,Level 1 Recovery,31,Female
682,1806,1242.868427,Level 1 Recovery,31,Male
1402,1806,1501.185678,Level 1 Recovery,23,Male
446,1808,1579.36875,Level 1 Recovery,22,Female
844,1809,1507.072597,Level 1 Recovery,34,Male
402,1810,1659.453669,Level 1 Recovery,24,Female
1778,1810,1572.353215,Level 1 Recovery,33,Male
569,1814,1023.712597,Level 1 Recovery,37,Male
813,1815,2014.783216,Level 1 Recovery,20,Female
1077,1818,1679.527395,Level 1 Recovery,21,Female
1591,1820,2117.751733,Level 1 Recovery,25,Male
969,1824,1505.542946,Level 1 Recovery,35,Male
174,1826,907.5564779,Level 1 Recovery,35,Female
965,1826,1696.968008,Level 1 Recovery,36,Female
2054,1829,2216.847848,Level 1 Recovery,31,Male
614,1831,1761.473904,Level 1 Recovery,43,Male
1737,1837,1623.192811,Level 1 Recovery,35,Female
239,1838,806.023877,Level 1 Recovery,27,Male
973,1839,1820.196831,Level 1 Recovery,25,Female
1348,1841,1609.0622,Level 1 Recovery,38,Female
1681,1843,2070.971439,Level 1 Recovery,32,Male
478,1847,950.986833,Level 1 Recovery,35,Male
389,1852,1458.778207,Level 1 Recovery,42,Female
2017,1852,1071.247598,Level 1 Recovery,29,Male
653,1855,1931.723761,Level 1 Recovery,37,Female
767,1858,1366.537292,Level 1 Recovery,31,Male
1674,1868,1188.923047,Level 1 Recovery,30,Female
799,1869,1089.848594,Level 1 Recovery,31,Male
129,1870,951.5318641,Level 1 Recovery,36,Female
1392,1870,893.0947671,Level 1 Recovery,29,Female
2056,1871,1000.248119,Level 1 Recovery,31,Female
837,1872,1563.704901,Level 1 Recovery,32,Male
1063,1873,1984.34583,Level 1 Recovery,34,Male
1219,1873,1331.815456,Level 1 Recovery,41,Male
1228,1878,1421.642905,Level 1 Recovery,34,Male
1507,1879,1571.505756,Level 1 Recovery,47,Male
228,1884,1511.60469,Level 1 Recovery,21,Female
703,1884,1095.624391,Level 1 Recovery,25,Female
346,1886,1313.801525,Level 1 Recovery,28,Female
546,1890,1617.32587,Level 1 Recovery,30,Female
671,1890,2515.197012,Level 1 Recovery,29,Male
852,1890,1758.292029,Level 1 Recovery,23,Female
1765,1893,2275.270555,Level 1 Recovery,38,Male
77,1898,1649.817043,Level 1 Recovery,25,Male
1191,1901,1955.899874,Level 1 Recovery,31,Male
398,1905,2038.020341,Level 1 Recovery,45,Male
1125,1906,1366.274838,Level 1 Recovery,32,Female
1189,1909,1673.228346,Level 1 Recovery,41,Male
765,1911,2900.715251,Level 1 Recovery,33,Male
139,1913,1244.629382,Level 1 Recovery,37,Male
1539,1918,2041.489372,Level 1 Recovery,33,Female
1263,1921,1388.405865,Level 1 Recovery,32,Female
1886,1921,1677.798159,Level 1 Recovery,21,Male
824,1925,2329.960419,Level 1 Recovery,27,Female
1205,1931,1544.760013,Level 1 Recovery,23,Male
815,1937,2094.966709,Level 1 Recovery,29,Female
713,1938,1982.123544,Level 1 Recovery,25,Female
1713,1939,1410.065369,Level 1 Recovery,32,Female
1787,1943,1501.202793,Level 1 Recovery,29,Male
629,1947,1997.171511,Level 1 Recovery,18,Male
1960,1949,1589.936858,Level 1 Recovery,33,Female
619,1950,3181.187202,Level 1 Recovery,44,Male
1686,1950,1828.27477,Level 1 Recovery,26,Female
660,1951,1419.948279,Level 1 Recovery,39,Female
841,1952,876.3332326,Level 1 Recovery,33,Female
966,1952,1752.634192,Level 1 Recovery,26,Male
1061,1956,1524.492376,Level 1 Recovery,30,Female
1601,1956,1576.813663,Level 1 Recovery,32,Male
205,1957,5018.282398,Level 1 Recovery,41,Male
1252,1957,1737.148223,Level 1 Recovery,31,Female
1169,1958,2336.677174,Level 1 Recovery,25,Male
740,1959,1415.65261,Level 1 Recovery,29,Female
881,1960,1837.996298,Level 1 Recovery,33,Female
803,1966,2714.36239,Level 1 Recovery,19,Female
587,1969,1818.357719,Level 1 Recovery,40,Male
1770,1970,1104.771992,Level 1 Recovery,35,Male
1968,1970,1243.107392,Level 1 Recovery,24,Female
222,1971,1486.164201,Level 1 Recovery,36,Male
1422,1977,2078.48635,Level 1 Recovery,33,Female
979,1978,1676.531136,Level 1 Recovery,35,Male
1631,1982,2214.908302,Level 1 Recovery,23,Male
674,1983,1258.65023,Level 1 Recovery,31,Male
534,1984,2512.543451,Level 1 Recovery,38,Male
1168,1985,1458.064208,Level 1 Recovery,27,Female
715,1986,2389.374966,Level 1 Recovery,40,Male
805,1988,2218.180411,Level 1 Recovery,36,Female
1282,1988,1475.957452,Level 1 Recovery,28,Female
1879,1988,2508.799693,Level 1 Recovery,34,Female
922,1990,2072.97117,Level 1 Recovery,40,Male
1025,1992,1364.51573,Level 1 Recovery,23,Male
213,1997,2694.4988,Level 1 Recovery,33,Male
392,2001,2028.40659,Level 2 Recovery,22,Female
663,2003,2886.219918,Level 2 Recovery,30,Male
26,2004,1880.277801,Level 2 Recovery,36,Male
1261,2004,2443.574075,Level 2 Recovery,25,Male
1728,2005,1918.785347,Level 2 Recovery,28,Male
536,2006,3208.70173,Level 2 Recovery,42,Male
812,2010,3187.386425,Level 2 Recovery,40,Male
1331,2012,2382.857405,Level 2 Recovery,37,Male
549,2015,4557.993739,Level 2 Recovery,33,Female
2031,2031,2420.865851,Level 2 Recovery,44,Male
1295,2032,3127.760254,Level 2 Recovery,29,Male
754,2033,2145.276991,Level 2 Recovery,48,Female
411,2036,2175.205409,Level 2 Recovery,50,Male
591,2041,1382.577822,Level 2 Recovery,41,Male
1089,2042,3208.279562,Level 2 Recovery,57,Male
996,2045,3671.366816,Level 2 Recovery,18,Female
116,2047,1973.817872,Level 2 Recovery,32,Female
1310,2050,1764.758008,Level 2 Recovery,34,Female
470,2051,2027.643797,Level 2 Recovery,30,Male
1691,2052,2942.504158,Level 2 Recovery,51,Female
1940,2054,1450.708592,Level 2 Recovery,43,Male
19,2061,1986.920946,Level 2 Recovery,18,Female
409,2061,2050.914349,Level 2 Recovery,27,Female
971,2061,2802.929366,Level 2 Recovery,27,Female
415,2063,2242.029309,Level 2 Recovery,28,Female
931,2064,2642.509789,Level 2 Recovery,36,Male
1748,2064,3716.271352,Level 2 Recovery,19,Female
185,2067,1989.330538,Level 2 Recovery,28,Male
634,2071,3025.268694,Level 2 Recovery,38,Male
726,2071,2672.351183,Level 2 Recovery,24,Male
11,2072,1925.993008,Level 2 Recovery,26,Male
706,2074,1543.24897,Level 2 Recovery,41,Male
738,2074,2137.942801,Level 2 Recovery,39,Male
1827,2076,1634.203657,Level 2 Recovery,30,Male
360,2077,2567.629301,Level 2 Recovery,45,Male
1627,2080,4222.508136,Level 2 Recovery,25,Male
91,2084,2145.988699,Level 2 Recovery,58,Male
1882,2084,2034.726416,Level 2 Recovery,27,Female
920,2085,1513.2332,Level 2 Recovery,37,Female
1440,2085,2732.251685,Level 2 Recovery,27,Female
1971,2085,2966.709866,Level 2 Recovery,48,Male
1594,2086,4973.876681,Level 2 Recovery,19,Male
126,2089,1832.421006,Level 2 Recovery,35,Male
730,2089,2884.136703,Level 2 Recovery,27,Male
1544,2093,2116.884226,Level 2 Recovery,21,Female
1887,2097,2486.597606,Level 2 Recovery,39,Female
1432,2098,2955.061975,Level 2 Recovery,43,Female
146,2103,1824.050337,Level 2 Recovery,33,Female
252,2108,1562.305201,Level 2 Recovery,36,Male
783,2112,2302.072406,Level 2 Recovery,25,Female
1707,2114,2245.59971,Level 2 Recovery,40,Female
1318,2124,3000.473889,Level 2 Recovery,21,Female
790,2129,4206.590002,Level 2 Recovery,25,Male
102,2132,2203.498368,Level 2 Recovery,26,Male
1003,2133,2311.090894,Level 2 Recovery,22,Male
1669,2134,3128.95914,Level 2 Recovery,19,Female
835,2137,2448.235736,Level 2 Recovery,45,Female
1996,2140,1637.337729,Level 2 Recovery,40,Male
335,2143,2074.051832,Level 2 Recovery,20,Male
1095,2143,2029.569792,Level 2 Recovery,28,Male
387,2144,2469.371374,Level 2 Recovery,30,Male
681,2148,2404.100277,Level 2 Recovery,22,Male
687,2150,2353.735482,Level 2 Recovery,32,Male
1221,2153,2061.243035,Level 2 Recovery,23,Female
1961,2153,2764.849163,Level 2 Recovery,30,Male
2011,2157,2482.342414,Level 2 Recovery,31,Female
1130,2167,2320.072672,Level 2 Recovery,26,Female
816,2168,2235.182872,Level 2 Recovery,29,Male
1906,2170,2923.858955,Level 2 Recovery,34,Female
1098,2173,2177.831483,Level 2 Recovery,29,Female
750,2176,2062.245622,Level 2 Recovery,35,Female
1232,2176,2571.553218,Level 2 Recovery,35,Female
1194,2187,2577.731183,Level 2 Recovery,47,Female
1011,2189,2077.679214,Level 2 Recovery,41,Male
224,2193,3101.638022,Level 2 Recovery,21,Female
288,2197,1848.842071,Level 2 Recovery,44,Male
1395,2197,2821.171539,Level 2 Recovery,27,Female
257,2198,1619.817027,Level 2 Recovery,33,Male
1469,2203,2955.10407,Level 2 Recovery,42,Male
1738,2203,2640.313107,Level 2 Recovery,26,Female
1687,2207,2024.615988,Level 2 Recovery,37,Male
20,2209,2353.110412,Level 2 Recovery,33,Female
412,2211,1683.31681,Level 2 Recovery,36,Female
1275,2211,2698.342441,Level 2 Recovery,53,Male
976,2212,2323.772083,Level 2 Recovery,29,Female
1864,2213,1789.781074,Level 2 Recovery,41,Male
625,2214,2911.525427,Level 2 Recovery,47,Female
1373,2214,2970.65631,Level 2 Recovery,19,Female
1112,2218,2676.546674,Level 2 Recovery,24,Male
821,2221,2305.943712,Level 2 Recovery,22,Male
1362,2221,2924.397353,Level 2 Recovery,26,Female
1682,2223,3294.037838,Level 2 Recovery,56,Female
307,2224,3567.99316,Level 2 Recovery,28,Female
1923,2224,2329.141892,Level 2 Recovery,40,Female
56,2225,2966.972207,Level 2 Recovery,31,Male
1251,2227,2328.380214,Level 2 Recovery,26,Female
658,2234,2994.990869,Level 2 Recovery,39,Male
1567,2234,3257.486712,Level 2 Recovery,29,Female
1153,2237,2405.639466,Level 2 Recovery,41,Female
1034,2239,4170.040036,Level 2 Recovery,52,Female
1218,2239,2337.449149,Level 2 Recovery,39,Female
1927,2244,2525.722979,Level 2 Recovery,52,Male
374,2248,1731.704848,Level 2 Recovery,32,Female
1585,2248,4554.125549,Level 2 Recovery,35,Female
1376,2249,3088.061261,Level 2 Recovery,23,Female
1028,2253,2871.750943,Level 2 Recovery,25,Female
668,2254,2650.456722,Level 2 Recovery,33,Male
1975,2254,1699.961673,Level 2 Recovery,29,Female
362,2259,2967.16689,Level 2 Recovery,38,Female
586,2260,1881.091423,Level 2 Recovery,33,Male
1683,2270,3752.55653,Level 2 Recovery,44,Male
1711,2270,2726.165264,Level 2 Recovery,31,Female
1909,2272,1869.913573,Level 2 Recovery,44,Male
1642,2276,2893.64775,Level 2 Recovery,29,Male
125,2277,1565.968493,Level 2 Recovery,24,Female
162,2290,2346.437789,Level 2 Recovery,29,Female
78,2291,2187.878205,Level 2 Recovery,33,Female
1030,2293,3275.118951,Level 2 Recovery,34,Male
1107,2299,2242.05616,Level 2 Recovery,36,Male
1467,2299,2169.367125,Level 2 Recovery,41,Female
615,2304,2643.917627,Level 2 Recovery,40,Male
574,2306,2326.746669,Level 2 Recovery,24,Male
128,2309,2141.132202,Level 2 Recovery,39,Female
943,2311,3179.625192,Level 2 Recovery,20,Male
782,2313,2330.891939,Level 2 Recovery,38,Female
271,2315,1431.904334,Level 2 Recovery,37,Male
793,2315,3776.006776,Level 2 Recovery,39,Female
383,2324,1766.606107,Level 2 Recovery,22,Female
388,2326,1789.958958,Level 2 Recovery,39,Male
1523,2326,2408.6876,Level 2 Recovery,31,Male
666,2327,3020.870691,Level 2 Recovery,33,Male
1360,2328,2035.062796,Level 2 Recovery,33,Female
1577,2333,4590.658881,Level 2 Recovery,23,Male
1814,2334,3104.674131,Level 2 Recovery,24,Female
1245,2336,2724.87938,Level 2 Recovery,41,Female
729,2337,3070.641379,Level 2 Recovery,39,Male
1953,2341,2114.008519,Level 2 Recovery,34,Female
24,2345,3084.824114,Level 2 Recovery,30,Female
1421,2346,2986.494451,Level 2 Recovery,39,Male
694,2347,2052.488423,Level 2 Recovery,59,Male
1732,2351,2234.406571,Level 2 Recovery,48,Female
329,2353,4294.435417,Level 2 Recovery,49,Male
552,2353,5262.626235,Level 2 Recovery,50,Female
912,2365,2885.013988,Level 2 Recovery,45,Female
672,2372,4230.034568,Level 2 Recovery,35,Male
880,2374,3420.910596,Level 2 Recovery,33,Male
130,2376,3320.644691,Level 2 Recovery,49,Male
1121,2377,2751.911408,Level 2 Recovery,29,Male
885,2381,1747.837722,Level 2 Recovery,39,Male
1573,2382,2396.038311,Level 2 Recovery,30,Female
1710,2382,2991.650827,Level 2 Recovery,29,Female
301,2383,2358.396034,Level 2 Recovery,32,Male
1708,2391,3716.241483,Level 2 Recovery,48,Female
1482,2393,3785.712653,Level 2 Recovery,37,Male
108,2397,2171.352938,Level 2 Recovery,33,Male
1206,2397,2629.40041,Level 2 Recovery,49,Female
127,2402,2472.22569,Level 2 Recovery,34,Male
1135,2406,4061.770156,Level 2 Recovery,24,Female
540,2412,3952.692683,Level 2 Recovery,61,Female
1163,2413,2871.29519,Level 2 Recovery,32,Female
527,2420,2191.112534,Level 2 Recovery,42,Female
