track_id,bit_rate,comments,composer,date_created,date_recorded,duration,favorites,genre_top,genres,genres_all,information,interest,language_code,license,listens,lyricist,number,publisher,tags,title
27367,192000,0,,2010-03-16 20:38:13,,240,3,Rock,"[25, 89]","[89, 25, 12]",,1238,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1057,,1,,[],In the City
27409,192000,0,,2010-03-17 15:36:38,,154,3,Rock,"[25, 89]","[89, 25, 12]",,1262,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1030,,1,,[],Test
27410,192000,0,,2010-03-17 15:36:38,,144,1,Rock,"[25, 89]","[89, 25, 12]",,494,,Attribution-Noncommercial-No Derivative Works 3.0 United States,348,,2,,[],Birdcall
27419,192000,0,,2010-03-17 17:11:52,,252,1,Rock,"[12, 25, 66]","[25, 66, 12]",,286,,Attribution-Noncommercial-No Derivative Works 3.0 United States,164,,12,,[],My Disdain
27420,192000,0,,2010-03-17 17:11:52,,167,2,Rock,"[12, 25, 66]","[25, 66, 12]",,660,,Attribution-Noncommercial-No Derivative Works 3.0 United States,526,,1,,[],Venice Sun
27421,192000,0,,2010-03-17 17:11:53,,230,2,Rock,"[12, 25, 66]","[25, 66, 12]",,406,,Attribution-Noncommercial-No Derivative Works 3.0 United States,279,,2,,[],Frolicked Walk through Autumnal BLiss
27422,192000,0,,2010-03-17 17:11:54,,167,1,Rock,"[12, 25, 66]","[25, 66, 12]",,232,,Attribution-Noncommercial-No Derivative Works 3.0 United States,132,,3,,[],First Deification of the Rest of Your Life
27423,192000,0,,2010-03-17 17:11:54,,242,2,Rock,"[12, 25, 66]","[25, 66, 12]",,293,,Attribution-Noncommercial-No Derivative Works 3.0 United States,190,,4,,[],Grandeur of Delusion
27424,192000,0,,2010-03-17 17:11:55,,270,3,Rock,"[12, 25, 66]","[25, 66, 12]",,278,,Attribution-Noncommercial-No Derivative Works 3.0 United States,180,,5,,[],Bloody Nights at the Hotel Bar
27425,192000,0,,2010-03-17 17:11:55,,375,2,Rock,"[12, 25, 66]","[25, 66, 12]",,239,,Attribution-Noncommercial-No Derivative Works 3.0 United States,108,,6,,[],Obliging Macon Midle
27426,192000,0,,2010-03-17 17:11:56,,149,2,Rock,"[12, 25, 66]","[25, 66, 12]",,527,,Attribution-Noncommercial-No Derivative Works 3.0 United States,395,,7,,[],The New Slap & Tickle
27427,192000,0,,2010-03-17 17:11:57,,280,1,Rock,"[12, 25, 66]","[25, 66, 12]",,315,,Attribution-Noncommercial-No Derivative Works 3.0 United States,213,,8,,[],Startling Revelations of
27428,192000,0,,2010-03-17 17:11:57,,253,2,Rock,"[12, 25, 66]","[25, 66, 12]",,252,,Attribution-Noncommercial-No Derivative Works 3.0 United States,150,,9,,[],Fer Du Lance
27429,192000,0,,2010-03-17 17:11:57,,179,1,Rock,"[12, 25, 66]","[25, 66, 12]",,266,,Attribution-Noncommercial-No Derivative Works 3.0 United States,173,,10,,[],Pulling a Lonely
27430,192000,0,,2010-03-17 17:11:58,,209,3,Rock,"[12, 25, 66]","[25, 66, 12]",,532,,Attribution-Noncommercial-No Derivative Works 3.0 United States,428,,11,,[],The Ballad of Solaf Sar
27604,256000,0,,2010-03-27 05:00:01,,414,5,Rock,"[12, 45, 98]","[98, 12, 45]",,1208,,Attribution-NonCommercial-NoDerivatives 2.0 Germany,863,,5,,[],Radio Friendly Fire (radio edit)
27605,256000,0,,2010-03-27 05:00:02,,361,2,Rock,"[12, 45, 98]","[98, 12, 45]",,1733,,Attribution-NonCommercial-NoDerivatives 2.0 Germany,1429,,1,,[],Enjoy The View (radio edit)
27606,256000,0,,2010-03-27 05:00:02,,256,1,Rock,"[12, 45, 98]","[98, 12, 45]",,1301,,Attribution-NonCommercial-NoDerivatives 2.0 Germany,1020,,2,,[],The Inner Galactic Experience Of Emily Dickinson And Sylvia Plath (radio edit)
27607,256000,0,,2010-03-27 05:00:04,,163,5,Rock,"[12, 45, 98]","[98, 12, 45]",,1697,,Attribution-NonCommercial-NoDerivatives 2.0 Germany,1266,,3,,[],Visit Sri Lanka
27608,256000,0,,2010-03-27 05:00:05,,356,0,Rock,"[12, 45, 98]","[98, 12, 45]",,1474,,Attribution-NonCommercial-NoDerivatives 2.0 Germany,1162,,4,,[],Wikipedia Surfer (radio edit)
27676,256000,0,,2010-03-30 12:44:33,,219,4,Rock,[25],"[25, 12]",,495,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,357,,1,,[],Momento Ácido Contemporáneo
27677,256000,0,,2010-03-30 12:44:35,,94,0,Rock,[25],"[25, 12]",,374,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,303,,2,,[],Circo TX
27678,256000,0,,2010-03-30 12:44:35,,109,0,Rock,[25],"[25, 12]",,204,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,130,,3,,[],Neptunia
27679,256000,0,,2010-03-30 12:44:36,,110,0,Rock,[25],"[25, 12]",,122,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,60,,4,,[],Sobrenada (Live at KDVS)
27787,256000,0,,2010-04-01 08:38:56,,446,5,Rock,"[26, 109]","[25, 26, 12, 109]",,1877,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1431,,2,,[],Dream Smotherer / False Jesii Pt 2
27788,256000,0,,2010-04-01 08:38:56,,606,7,Rock,"[26, 109]","[25, 26, 12, 109]",,2620,,Attribution-Noncommercial-No Derivative Works 3.0 United States,2128,,3,,[],L Word / Boring Girls
27789,256000,0,,2010-04-01 08:46:35,,625,7,Rock,"[26, 109]","[25, 26, 12, 109]",,4673,,Attribution-Noncommercial-No Derivative Works 3.0 United States,4015,,1,,[],She Is Science Fiction / Half Idiot / Human Upskirt / Pleasure Race
27846,192000,0,,2010-04-02 12:15:21,,356,0,Rock,[12],[12],,370,,Attribution-Noncommercial-No Derivative Works 3.0 United States,280,,3,,[],Clover
27853,160000,0,,2010-04-02 12:27:44,,314,1,Rock,[12],[12],,370,,Attribution-Noncommercial-No Derivative Works 3.0 United States,265,,2,,[],Fresh Air Traverse
27857,128000,0,,2010-04-02 12:46:41,,153,1,Rock,[66],"[66, 12]",,447,,Attribution-Noncommercial-No Derivative Works 3.0 United States,350,,6,,[],W.H. Harrison
27858,128000,0,,2010-04-02 12:55:34,,145,3,Rock,[66],"[66, 12]",,1107,,Attribution-Noncommercial-No Derivative Works 3.0 United States,974,,5,,[],Is Alright
27864,160000,0,,2010-04-02 13:34:32,,191,7,Rock,[66],"[66, 12]",,1084,,Attribution-Noncommercial-No Derivative Works 3.0 United States,841,,7,,[],Ok Apartment
27865,160000,0,,2010-04-02 13:42:12,,185,5,Rock,"[66, 89]","[89, 66, 12, 25]",,998,,Attribution-Noncommercial-No Derivative Works 3.0 United States,673,,5,,[],Ride the Nuclear Wave
28017,192000,0,,2010-04-07 10:09:16,,321,4,Rock,"[70, 314]","[314, 12, 70]",,1055,,Attribution-Noncommercial-No Derivative Works 3.0 United States,791,,0,,[],The Hollow
28018,236647,0,,2010-04-07 10:09:16,,284,0,Rock,"[70, 314]","[314, 12, 70]",,747,,Attribution-Noncommercial-No Derivative Works 3.0 United States,530,,0,,[],Choke
28019,160000,0,,2010-04-07 10:09:17,,278,2,Rock,"[70, 314]","[314, 12, 70]",,862,,Attribution-Noncommercial-No Derivative Works 3.0 United States,635,,0,,[],Otherworld
28022,256000,0,,2010-04-07 11:59:30,,373,0,Rock,"[36, 58, 98]","[58, 36, 12, 98]",,1428,,Attribution-Noncommercial-Share Alike 3.0 United States,463,,1,,[],Dynamic Alloy
28023,256000,0,,2010-04-07 11:59:50,,293,1,Rock,"[36, 58, 98]","[58, 36, 12, 98]",,1468,,Attribution-Noncommercial-Share Alike 3.0 United States,424,,3,,[],Mr. Motion
28024,256000,0,,2010-04-07 11:59:57,,290,0,Rock,"[36, 58, 98]","[58, 36, 12, 98]",,1089,,Attribution-Noncommercial-Share Alike 3.0 United States,323,,5,,[],Her Five Sisters
28030,256000,0,,2010-04-07 12:29:11,,414,0,Rock,"[36, 58, 98]","[58, 36, 12, 98]",,852,,Attribution-Noncommercial-Share Alike 3.0 United States,331,,1,,[],LGPURI2K
28031,256000,0,,2010-04-07 12:29:30,,307,2,Rock,"[36, 58, 98]","[58, 36, 12, 98]",,2482,,Attribution-Noncommercial-Share Alike 3.0 United States,544,,3,,[],That's Entropy
28032,256000,0,,2010-04-07 12:34:20,,364,1,Rock,"[36, 58, 98]","[58, 36, 12, 98]",,828,,Attribution-Noncommercial-Share Alike 3.0 United States,337,,1,,[],Accidental Anachronisms
28034,256000,0,,2010-04-07 12:34:32,,428,0,Rock,"[36, 58, 98]","[58, 36, 12, 98]",,881,,Attribution-Noncommercial-Share Alike 3.0 United States,301,,7,,[],Just A Guy Song
28035,256000,0,,2010-04-07 12:34:39,,413,3,Rock,"[36, 58, 98]","[58, 36, 12, 98]",,931,,Attribution-Noncommercial-Share Alike 3.0 United States,291,,2,,[],Little Tape Machine
28036,256000,0,,2010-04-07 12:34:44,,368,0,Rock,"[36, 58, 98]","[58, 36, 12, 98]",,1008,,Attribution-Noncommercial-Share Alike 3.0 United States,445,,6,,[],The One-Handed Persuader
28057,160000,0,,2010-04-08 06:53:06,,154,0,Rock,[25],"[25, 12]",,923,,Attribution-Noncommercial-Share Alike 3.0 Germany,235,,1,,[],Moscato
28058,160000,0,,2010-04-08 06:53:06,,128,0,Rock,[25],"[25, 12]",,460,,Attribution-Noncommercial-Share Alike 3.0 Germany,82,,2,,[],P.F.G.N.
28059,160000,0,,2010-04-08 06:53:07,,153,1,Rock,[25],"[25, 12]",,697,,Attribution-Noncommercial-Share Alike 3.0 Germany,112,,3,,[],Tanz
28060,160000,0,,2010-04-08 06:53:08,,153,0,Rock,[25],"[25, 12]",,467,,Attribution-Noncommercial-Share Alike 3.0 Germany,79,,4,,[],Amokdrang
28061,160000,0,,2010-04-08 06:53:08,,128,0,Rock,[25],"[25, 12]",,872,,Attribution-Noncommercial-Share Alike 3.0 Germany,244,,5,,[],Stress
28062,160000,0,,2010-04-08 06:53:09,,184,1,Rock,[25],"[25, 12]",,446,,Attribution-Noncommercial-Share Alike 3.0 Germany,155,,6,,[],Verpasst
28063,160000,0,,2010-04-08 06:53:09,,176,2,Rock,[25],"[25, 12]",,495,,Attribution-Noncommercial-Share Alike 3.0 Germany,145,,7,,[],Stay Rude
28064,192000,0,,2010-04-08 06:53:10,,167,0,Rock,[25],"[25, 12]",,342,,Attribution-Noncommercial-Share Alike 3.0 Germany,85,,8,,[],Moscato (Live)
28065,256000,0,,2010-04-08 07:43:12,,116,4,Rock,"[85, 111]","[25, 12, 85, 111]",,2248,,Attribution-Noncommercial-No Derivative Works 3.0 United States,1765,,8,,[],Dancing on a Dime
28066,256000,0,,2010-04-08 07:43:13,,156,2,Rock,"[85, 111]","[25, 12, 85, 111]",,996,,Attribution-Noncommercial-No Derivative Works 3.0 United States,754,,7,,[],Young Love
28067,256000,0,,2010-04-08 07:43:13,,100,1,Rock,"[85, 111]","[25, 12, 85, 111]",,1009,,Attribution-Noncommercial-No Derivative Works 3.0 United States,778,,6,,[],Peculiar Julia
28068,256000,0,,2010-04-08 07:43:14,,187,2,Rock,"[85, 111]","[25, 12, 85, 111]",,1237,,Attribution-Noncommercial-No Derivative Works 3.0 United States,949,,5,,[],Seeking Love
28069,256000,0,,2010-04-08 07:43:14,,98,3,Rock,"[85, 111]","[25, 12, 85, 111]",,1155,,Attribution-Noncommercial-No Derivative Works 3.0 United States,913,,4,,[],Artificial Clouds
28070,256000,0,,2010-04-08 07:43:15,,140,6,Rock,"[85, 111]","[25, 12, 85, 111]",,8598,,Attribution-Noncommercial-No Derivative Works 3.0 United States,7498,,3,,[],Romantic Girl
28071,256000,0,,2010-04-08 07:43:16,,132,7,Rock,"[85, 111]","[25, 12, 85, 111]",,2404,,Attribution-Noncommercial-No Derivative Works 3.0 United States,2006,,2,,[],Family Heat
28072,256000,0,,2010-04-08 07:43:16,,107,5,Rock,"[85, 111]","[25, 12, 85, 111]",,3199,,Attribution-Noncommercial-No Derivative Works 3.0 United States,2784,,1,,[],Nice to Know You
28194,256000,0,,2010-04-12 13:20:24,,64,1,Rock,[58],"[58, 12]",,670,,Attribution-Noncommercial-Share Alike 3.0 New Zealand,273,,1,,['new zealand'],Silent Rejoinder
28195,256000,0,,2010-04-12 13:21:30,,196,1,Rock,[58],"[58, 12]",,716,,Attribution-Noncommercial-Share Alike 3.0 New Zealand,229,,2,,['new zealand'],White Pearl
28196,256000,0,,2010-04-12 13:22:58,,117,1,Rock,[58],"[58, 12]",,715,,Attribution-Noncommercial-Share Alike 3.0 New Zealand,177,,3,,['new zealand'],Wolfram #2
28197,256000,0,,2010-04-12 13:24:08,,221,1,Rock,[58],"[58, 12]",,572,,Attribution-Noncommercial-Share Alike 3.0 New Zealand,197,,4,,['new zealand'],"Red, Green and Blue"
28198,256000,0,,2010-04-12 13:25:41,,118,1,Rock,[58],"[58, 12]",,444,,Attribution-Noncommercial-Share Alike 3.0 New Zealand,169,,5,,['new zealand'],Lancashire
28199,256000,0,,2010-04-12 13:26:39,,75,1,Rock,[58],"[58, 12]",,1013,,Attribution-Noncommercial-Share Alike 3.0 New Zealand,546,,6,,['new zealand'],More of What You Like
28200,256000,0,,2010-04-12 13:28:26,,178,3,Rock,[58],"[58, 12]",,1405,,Attribution-Noncommercial-Share Alike 3.0 New Zealand,211,,8,,['new zealand'],A Mote in the Middle Distance
28201,256000,0,,2010-04-12 13:30:24,,147,1,Rock,[58],"[58, 12]",,927,,Attribution-Noncommercial-Share Alike 3.0 New Zealand,521,,9,,['new zealand'],At The Schloss
28202,256000,0,,2010-04-12 13:32:14,,119,1,Rock,[58],"[58, 12]",,562,,Attribution-Noncommercial-Share Alike 3.0 New Zealand,286,,10,,['new zealand'],Burn That Cheque
28259,320000,0,,2010-04-13 17:27:43,,112,5,Rock,"[27, 66, 359]","[66, 27, 12, 359]",,1062,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,839,,2,,[],Chalk Circles
28260,320000,0,,2010-04-13 17:27:43,,162,9,Rock,"[27, 66]","[66, 27, 12]",,3669,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,2942,,3,,[],Leave You Forever
28261,320000,0,,2010-04-13 17:27:44,,154,3,Rock,"[27, 66]","[66, 27, 12]",,997,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,808,,4,,[],Oh Golden Dawn
28262,320000,0,,2010-04-13 17:27:45,,196,6,Rock,"[12, 27, 58]","[58, 27, 12]",,530,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,389,,5,,[],Melting
28264,320000,0,,2010-04-13 17:27:46,,98,2,Rock,"[27, 66]","[66, 27, 12]",,674,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,416,,7,,[],Red Hot
28265,320000,0,,2010-04-13 17:27:46,,183,2,Rock,"[27, 66]","[66, 27, 12]",,1065,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,821,,8,,[],Snow Song (Live on WNYU)
28266,320000,0,,2010-04-13 17:27:47,,290,8,Rock,"[12, 36, 66]","[66, 12, 36]",,3991,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,2116,,9,,[],Working Song
28274,320000,0,,2010-04-13 17:27:51,,407,7,Rock,"[27, 66, 359]","[66, 27, 12, 359]",,3072,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,2376,,17,,[],There Goes My Girl
28581,256000,0,,2010-04-20 09:06:45,,1826,5,Rock,[58],"[58, 12]",,704,,Attribution-Noncommercial-No Derivative Works 3.0 United States,411,,0,,[],WFMU / aQuarius records 2010 sxsw throwdown
28688,320000,0,,2010-04-25 07:38:35,,203,1,Rock,"[25, 71]","[25, 12, 71]",,528,,Attribution-Noncommercial-No Derivative Works 2.5 Italy,404,,0,,[],Against the Day
28689,320000,0,,2010-04-25 07:41:30,,141,1,Rock,"[25, 71]","[25, 12, 71]",,333,,Attribution-Noncommercial-No Derivative Works 2.5 Italy,230,,0,,[],The Last Time
28690,320000,0,,2010-04-25 07:43:56,,98,1,Rock,"[25, 71]","[25, 12, 71]",,236,,Attribution-Noncommercial-No Derivative Works 2.5 Italy,144,,0,,[],The Blanket Escape
28691,128000,0,,2010-04-25 08:17:27,,104,4,Rock,"[64, 71, 88]","[64, 71, 12, 88, 25]",,2353,,Attribution-Noncommercial-No Derivative Works 2.5 Italy,1921,,0,,[],I Don't Like You
28692,128000,0,,2010-04-25 08:18:30,,186,12,Rock,"[64, 71, 88]","[64, 71, 12, 88, 25]",,2770,,Attribution-Noncommercial-No Derivative Works 2.5 Italy,2299,,0,,[],You A Grave
28745,320000,0,,2010-04-27 11:21:54,,203,0,Rock,[25],"[25, 12]",,158,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,88,,6,,[],"Momento ácido contemporáneo (live at WFMU showcase, SXSW 2009)"
28746,256000,0,,2010-04-27 11:21:54,,65,0,Rock,[25],"[25, 12]",,233,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,151,,1,,[],Anel and her problem
28747,256000,0,,2010-04-27 11:21:54,,140,0,Rock,[25],"[25, 12]",,229,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,138,,2,,[],Nunca nunca
28748,256000,0,,2010-04-27 11:21:55,,56,1,Rock,[25],"[25, 12]",,436,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,266,,3,,[],Pan de muerto
28749,256000,0,,2010-04-27 11:21:56,,292,0,Rock,[25],"[25, 12]",,210,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,131,,4,,[],Microvibraciones
28750,256000,0,,2010-04-27 11:21:57,,368,1,Rock,[25],"[25, 12]",,151,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,81,,5,,[],Microvibraciones (Radio edit by Penetración Cósmica)
28751,160000,0,,2010-04-27 11:55:21,,134,0,Rock,"[25, 71]","[25, 12, 71]",,346,,Attribution-NoDerivatives 3.0 International,235,,13,,[],They sound like trains
28752,160000,0,,2010-04-27 11:55:21,,231,0,Rock,"[25, 71]","[25, 12, 71]",,402,,Attribution-NoDerivatives 3.0 International,250,,1,,[],The girl just faded
28753,160000,0,,2010-04-27 11:55:23,,255,0,Rock,"[25, 71]","[25, 12, 71]",,252,,Attribution-NoDerivatives 3.0 International,134,,2,,[],Crossing
28754,160000,0,,2010-04-27 11:55:23,,318,0,Rock,"[25, 71]","[25, 12, 71]",,278,,Attribution-NoDerivatives 3.0 International,152,,3,,[],It's a dream
28755,160000,0,,2010-04-27 11:55:23,,245,0,Rock,"[25, 71]","[25, 12, 71]",,400,,Attribution-NoDerivatives 3.0 International,270,,4,,[],Take a train
28756,160000,0,,2010-04-27 11:55:24,,126,0,Rock,"[25, 71]","[25, 12, 71]",,280,,Attribution-NoDerivatives 3.0 International,153,,5,,[],Snakefirewalking
28757,160000,0,,2010-04-27 11:55:24,,220,1,Rock,"[25, 71]","[25, 12, 71]",,226,,Attribution-NoDerivatives 3.0 International,109,,6,,[],Second stranger
28758,160000,0,,2010-04-27 11:55:26,,92,0,Rock,"[25, 71]","[25, 12, 71]",,201,,Attribution-NoDerivatives 3.0 International,112,,7,,[],On the air
28759,160000,0,,2010-04-27 11:55:26,,226,0,Rock,"[25, 71]","[25, 12, 71]",,409,,Attribution-NoDerivatives 3.0 International,273,,8,,[],The dance
28760,160000,0,,2010-04-27 11:55:27,,213,0,Rock,"[25, 71]","[25, 12, 71]",,195,,Attribution-NoDerivatives 3.0 International,87,,9,,[],The after
28761,160000,0,,2010-04-27 11:55:27,,129,0,Rock,"[25, 71]","[25, 12, 71]",,282,,Attribution-NoDerivatives 3.0 International,171,,10,,[],The secret six
28762,160000,0,,2010-04-27 11:55:29,,104,0,Rock,"[25, 71]","[25, 12, 71]",,220,,Attribution-NoDerivatives 3.0 International,118,,11,,[],MNPO hit
28763,160000,0,,2010-04-27 11:55:29,,98,0,Rock,"[25, 71]","[25, 12, 71]",,433,,Attribution-NoDerivatives 3.0 International,338,,12,,[],I'm gonna try to reach
28764,160000,0,,2010-04-27 12:07:30,,288,0,Rock,"[25, 71]","[25, 12, 71]",,431,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,290,,19,,[],Be in my dreams
28765,160000,0,,2010-04-27 12:07:32,,176,0,Rock,"[25, 71]","[25, 12, 71]",,513,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,408,,1,,[],Japon 4
28766,160000,0,,2010-04-27 12:07:32,,133,0,Rock,"[25, 71]","[25, 12, 71]",,480,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,373,,2,,[],A car killed my rat
28767,160000,0,,2010-04-27 12:07:32,,158,0,Rock,"[25, 71]","[25, 12, 71]",,414,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,297,,3,,[],Rayas de tigre
28769,160000,0,,2010-04-27 12:07:34,,110,0,Rock,"[25, 71]","[25, 12, 71]",,438,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,325,,5,,[],Que mas da
28770,160000,0,,2010-04-27 12:07:35,,320,1,Rock,"[25, 71]","[25, 12, 71]",,336,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,231,,6,,[],Try
28771,160000,0,,2010-04-27 12:07:35,,294,0,Rock,"[25, 71]","[25, 12, 71]",,346,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,242,,7,,[],Naranja
28772,160000,0,,2010-04-27 12:07:35,,107,0,Rock,"[25, 71]","[25, 12, 71]",,451,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,287,,8,,[],Adelantado Mental
28773,160000,0,,2010-04-27 12:07:36,,197,0,Rock,"[25, 71]","[25, 12, 71]",,351,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,250,,9,,[],Up all night
28774,160000,0,,2010-04-27 12:07:37,,245,0,Rock,"[25, 71]","[25, 12, 71]",,617,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,446,,10,,[],Nunca atacas con la ropa puesta
28775,160000,0,,2010-04-27 12:07:37,,247,0,Rock,"[25, 71]","[25, 12, 71]",,314,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,217,,11,,[],Everything is Allright
28776,160000,0,,2010-04-27 12:07:38,,172,0,Rock,"[25, 71]","[25, 12, 71]",,414,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,273,,12,,[],El gato
28777,160000,0,,2010-04-27 12:07:38,,146,0,Rock,"[25, 71]","[25, 12, 71]",,344,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,242,,13,,[],Mentes Programadas
28778,160000,0,,2010-04-27 12:07:39,,309,1,Rock,"[25, 71]","[25, 12, 71]",,490,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,378,,14,,[],RBMK100
28779,160000,0,,2010-04-27 12:07:41,,240,0,Rock,"[25, 71]","[25, 12, 71]",,270,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,184,,15,,[],I can see them
28780,160000,0,,2010-04-27 12:07:41,,90,1,Rock,"[25, 71]","[25, 12, 71]",,409,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,298,,16,,[],Mamá anticuada
28781,160000,0,,2010-04-27 12:07:42,,180,0,Rock,"[25, 71]","[25, 12, 71]",,533,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,395,,17,,[],Astrobilly copy
28782,160000,0,,2010-04-27 12:07:42,,229,0,Rock,"[25, 71]","[25, 12, 71]",,356,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,254,,18,,[],Hotel Roosevelt
28783,160000,0,,2010-04-27 12:15:39,,236,0,Rock,"[25, 71]","[25, 12, 71]",,690,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,526,,4,,[],Her Boobs
28803,320000,0,,2010-04-27 22:28:51,,196,2,Rock,[89],"[89, 12, 25]",,502,,Attribution-Noncommercial-NoDerivatives 2.0 France,362,,0,,[],Love In the 25th Century
28810,320000,0,,2010-04-28 14:14:36,,354,0,Rock,"[12, 58]","[58, 12]",,238,,Attribution-Noncommercial-No Derivative Works 3.0 United States,164,,1,,[],Vastare
28811,320000,0,,2010-04-28 14:14:36,,237,0,Rock,[12],[12],,143,,Attribution-Noncommercial-No Derivative Works 3.0 United States,93,,2,,[],Kidz and Gulls
28832,320000,0,,2010-04-28 19:13:33,,251,0,Rock,[12],[12],,98,,Attribution-Noncommercial-No Derivative Works 3.0 United States,47,,1,,[],The Grand Encampment
28833,320000,0,,2010-04-28 19:13:35,,309,0,Rock,[12],[12],,94,,Attribution-Noncommercial-No Derivative Works 3.0 United States,43,,2,,[],Listen if You Linger
28834,320000,0,,2010-04-28 19:13:35,,187,0,Rock,[12],[12],,111,,Attribution-Noncommercial-No Derivative Works 3.0 United States,60,,3,,[],The Price is Wrong
28835,320000,0,,2010-04-28 19:13:35,,388,1,Rock,[12],[12],,181,,Attribution-Noncommercial-No Derivative Works 3.0 United States,104,,4,,[],Set Design for a Suicide Bomber
28878,320000,0,,2010-04-29 14:06:58,,54,3,Rock,[58],"[58, 12]",,847,,Attribution-NonCommercial-ShareAlike 3.0 International,440,,5,,[],Artie & Ben - That Just Made Me Swallow Mustache Hair
28916,128000,0,,2010-04-30 05:53:33,,202,2,Rock,"[89, 167, 314]","[167, 12, 89, 314, 25, 31]",,1286,,Attribution-Noncommercial-No Derivative Works 2.5 Italy,962,,0,,[],Call
28917,128000,0,,2010-04-30 05:56:32,,134,6,Rock,"[89, 167, 314]","[167, 12, 89, 314, 25, 31]",,2515,,Attribution-Noncommercial-No Derivative Works 2.5 Italy,2070,,0,,[],Opening The Portal
28918,128000,0,,2010-04-30 05:58:16,,195,5,Rock,"[89, 167, 314]","[167, 12, 89, 314, 25, 31]",,1911,,Attribution-Noncommercial-No Derivative Works 2.5 Italy,1515,,0,,[],Faerie Punk
29264,320000,0,,2010-05-01 10:46:28,,243,2,Rock,[12],[12],,460,,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,304,,8,,[],United We Stand
29275,256000,0,,2010-05-02 03:01:53,,85,0,Rock,"[27, 53, 85]","[12, 45, 85, 53, 27]",,548,,Attribution-Noncommercial-Share Alike 3.0 United States,171,,1,,[],1 minute
29276,128000,0,,2010-05-02 03:01:57,,39,1,Rock,"[27, 53, 85]","[12, 45, 85, 53, 27]",,6323,,Attribution-Noncommercial-Share Alike 3.0 United States,3184,,2,,[],supermario
29277,256000,0,,2010-05-02 03:02:06,,381,0,Rock,"[27, 53, 85]","[12, 45, 85, 53, 27]",,298,,Attribution-Noncommercial-Share Alike 3.0 United States,91,,3,,[],amours legionelle
29278,256000,0,,2010-05-02 03:02:12,,189,0,Rock,"[27, 53, 85]","[12, 45, 85, 53, 27]",,232,,Attribution-Noncommercial-Share Alike 3.0 United States,40,,4,,[],hein
29279,256000,0,,2010-05-02 03:02:18,,144,1,Rock,"[27, 53, 85]","[12, 45, 85, 53, 27]",,301,,Attribution-Noncommercial-Share Alike 3.0 United States,48,,5,,[],i can see you
29280,256000,0,,2010-05-02 03:02:24,,22,0,Rock,"[27, 53, 85]","[12, 45, 85, 53, 27]",,629,,Attribution-Noncommercial-Share Alike 3.0 United States,283,,6,,[],vous étes viré
