year,month,day,hour,location,gender,Res1,Res2
2016,2,13,2,Ames PD,M,0.06899999999999999,0.06899999999999999
2016,2,7,0,ISU PD,M,0.17200000000000001,0.17200000000000001
2016,2,6,2,ISU PD,M,0.165,0.164
2016,2,5,2,ISU PD,M,0.10500000000000001,0.10300000000000001
2016,2,1,2,ISU PD,M,0.08700000000000001,0.08700000000000001
2016,1,30,3,Ames PD,M,0.15300000000000002,0.15200000000000002
2016,1,28,4,ISU PD,M,0.10200000000000001,0.10200000000000001
2016,1,24,3,Ames PD,M,0.14400000000000002,0.14400000000000002
2016,1,23,2,ISU PD,M,0.062,0.062
2016,1,22,2,ISU PD,M,0.20600000000000002,0.20600000000000002
2016,1,19,4,Ames PD,M,0.064,0.064
2016,1,17,5,ISU PD,M,0.085,0.084
2016,1,17,2,ISU PD,F,0.15700000000000003,0.15700000000000003
2016,1,16,0,Ames PD,M,0.06,0.06
2016,1,15,3,ISU PD,F,0.08700000000000001,0.085
2016,1,15,2,ISU PD,M,0.094,0.095
2016,1,14,2,ISU PD,F,0.14400000000000002,0.14300000000000002
2016,1,11,1,Ames PD,M,0.233,0.232
2016,1,10,2,Ames PD,M,0.116,0.116
2016,1,9,1,ISU PD,M,0.131,0.13
2016,1,8,2,Ames PD,F,0.16,0.15900000000000003
2016,1,7,2,ISU PD,F,0,0
2016,1,7,1,Ames PD,M,0.139,0.138
2016,1,5,17,Ames PD,M,0.15300000000000002,0.15300000000000002
2016,1,1,1,ISU PD,F,0.047,0.047
2015,12,31,1,Ames PD,M,0.114,0.115
2015,12,30,10,Ames PD,F,0.309,0.308
2015,12,30,3,Ames PD,M,0.20400000000000001,0.203
2015,12,29,23,Ames PD,M,0.15800000000000003,0.15800000000000003
2015,12,22,19,Ames PD,M,0.15000000000000002,0.15000000000000002
2015,12,21,18,Ames PD,M,0.15400000000000003,0.15400000000000003
2015,12,21,2,Ames PD,M,0.166,0.165
2015,12,17,1,ISU PD,M,0.115,0.114
2015,12,13,2,Ames PD,M,0.14300000000000002,0.14400000000000002
2015,12,9,3,Ames PD,M,0.199,0.199
2015,12,7,6,Ames PD,M,0.111,0.11
2015,12,6,4,ISU PD,M,0.135,0.136
2015,12,5,19,Ames PD,M,0.20600000000000002,0.20600000000000002
2015,12,5,12,Ames PD,M,0.24600000000000002,0.24600000000000002
2015,12,1,8,ISU PD,M,0.10600000000000001,0.10600000000000001
2015,11,30,0,Ames PD,M,0.226,0.225
2015,11,29,2,Ames PD,M,0.16,0.16
2015,11,26,2,Ames PD,F,0.15200000000000002,0.15100000000000002
2015,11,25,2,Ames PD,M,0,0
2015,11,22,2,ISU PD,M,0,0
2015,11,22,0,ISU PD,M,0.10500000000000001,0.10500000000000001
2015,11,21,3,ISU PD,M,0.115,0.116
2015,11,21,1,Ames PD,F,0.132,0.132
2015,11,20,3,ISU PD,M,0.064,0.064
2015,11,20,3,ISU PD,M,0.165,0.165
2015,11,15,22,Ames PD,M,0.17800000000000002,0.17800000000000002
2015,11,15,2,ISU PD,M,0.116,0.116
2015,11,15,2,ISU PD,M,0.112,0.111
2015,11,14,2,Ames PD,F,0.129,0.129
2015,11,13,3,ISU PD,M,0.201,0.201
2015,11,13,2,ISU PD,M,0.093,0.093
2015,11,8,4,Ames PD,M,0.14700000000000002,0.14700000000000002
2015,11,8,2,ISU PD,M,0.004,0.005
2015,11,8,0,Ames PD,M,0.169,0.169
2015,11,1,2,Ames PD,M,0.08600000000000001,0.08700000000000001
2015,11,1,2,ISU PD,M,0.12400000000000001,0.12300000000000001
2015,11,1,1,ISU PD,M,0.125,0.125
2015,11,1,1,ISU PD,M,0.079,0.079
2015,10,30,3,ISU PD,M,0.127,0.127
2015,10,30,0,Ames PD,M,0.14200000000000002,0.14200000000000002
2015,10,29,1,Ames PD,M,0.039,0.04
2015,10,25,4,ISU PD,F,0.14500000000000002,0.14400000000000002
2015,10,22,2,ISU PD,M,0,0
2015,10,21,17,Ames PD,F,0,0
2015,10,18,5,Ames PD,M,0.095,0.095
2015,10,18,4,Ames PD,F,0.14700000000000002,0.14700000000000002
2015,10,18,2,Ames PD,M,0.167,0.167
2015,10,17,2,Ames PD,M,0.10500000000000001,0.10500000000000001
2015,10,16,3,ISU PD,M,0.14400000000000002,0.14400000000000002
2015,10,9,18,Ames PD,M,0.095,0.095
2015,10,9,3,ISU PD,M,0.12400000000000001,0.125
2015,10,9,2,ISU PD,M,0.10700000000000001,0.10700000000000001
2015,10,7,3,ISU PD,F,0.19,0.19
2015,10,4,2,ISU PD,M,0.07200000000000001,0.07200000000000001
2015,10,4,1,Ames PD,M,0.10400000000000001,0.10300000000000001
2015,10,3,16,Ames PD,M,0.139,0.139
2015,10,3,2,Ames PD,M,0.109,0.109
2015,10,2,3,Ames PD,M,0.166,0.165
2015,9,28,1,Ames PD,M,0.12400000000000001,0.12400000000000001
2015,9,28,0,Ames PD,F,0.222,0.221
2015,9,26,22,Ames PD,M,0.051000000000000004,0.051000000000000004
2015,9,26,4,Ames PD,M,0.113,0.113
2015,9,26,3,Ames PD,F,0.068,0.067
2015,9,26,2,ISU PD,M,0.027,0.026000000000000002
2015,9,25,23,Ames PD,M,0.14,0.139
2015,9,24,13,Ames PD,M,0,0
2015,9,24,5,Ames PD,M,0.15400000000000003,0.15200000000000002
2015,9,24,3,Ames PD,M,0.17600000000000002,0.17600000000000002
2015,9,24,0,Ames PD,M,0,0
2015,9,22,19,Ames PD,M,0.126,0.125
2015,9,21,2,ISU PD,M,0.256,0.255
2015,9,20,3,Ames PD,M,0.15400000000000003,0.15400000000000003
2015,9,19,5,Ames PD,NA,0,0
2015,9,19,1,Ames PD,M,0.14800000000000002,0.14800000000000002
2015,9,18,3,ISU PD,M,0.24400000000000002,0.24300000000000002
2015,9,17,1,Ames PD,M,0.18,0.18
2015,9,16,13,Ames PD,M,0,0
2015,9,16,13,Ames PD,M,0,0
2015,9,12,22,Ames PD,F,0.136,0.135
2015,9,12,22,Ames PD,M,0.161,0.161
2015,9,12,5,ISU PD,M,0.05,0.049
2015,9,12,3,ISU PD,F,0.21600000000000003,0.21600000000000003
2015,9,10,2,Ames PD,F,0.14200000000000002,0.14100000000000001
2015,9,10,0,Ames PD,F,0.138,0.138
2015,9,9,2,Ames PD,F,0.111,0.111
2015,9,9,1,Ames PD,F,0.119,0.118
2015,9,6,3,ISU PD,M,0.251,0.25
2015,9,6,2,ISU PD,M,0.067,0.067
2015,8,26,2,ISU PD,F,0.15700000000000003,0.15600000000000003
2015,8,23,4,Ames PD,M,0.079,0.079
2015,8,23,3,ISU PD,M,0.15600000000000003,0.15600000000000003
2015,8,23,3,ISU PD,M,0.07200000000000001,0.07200000000000001
2015,8,23,2,ISU PD,M,0.129,0.128
2015,8,23,0,ISU PD,F,0.046,0.045
2015,8,22,2,ISU PD,M,0.07500000000000001,0.07600000000000001
2015,8,22,0,Ames PD,M,0,0
2015,8,21,16,Ames PD,F,0,0
2015,8,21,0,Ames PD,M,0,0
2015,8,20,1,ISU PD,M,0.167,0.167
2015,8,17,3,ISU PD,M,0,0
2015,8,16,2,ISU PD,M,0.088,0.08700000000000001
2015,8,16,2,Ames PD,M,0.184,0.183
2015,8,16,1,Ames PD,F,0.138,0.138
2015,8,16,1,Ames PD,M,0.17200000000000001,0.17200000000000001
2015,8,16,0,Ames PD,M,0,0
2015,8,15,2,ISU PD,M,0.08,0.079
2015,8,14,23,Ames PD,F,0.10500000000000001,0.10400000000000001
2015,8,14,2,ISU PD,M,0.183,0.182
2015,8,14,1,Ames PD,F,0.138,0.138
2015,8,13,22,Ames PD,M,0.137,0.136
2015,8,13,0,ISU PD,M,0.234,0.233
2015,8,6,21,Ames PD,M,0.17500000000000002,0.17400000000000002
2015,8,2,3,ISU PD,F,0.136,0.135
2015,8,2,1,ISU PD,F,0.15400000000000003,0.15300000000000002
2015,8,1,5,Ames PD,M,0,0
2015,7,30,3,ISU PD,F,0.185,0.185
2015,7,25,17,Ames PD,F,0.182,0.182
2015,7,25,3,ISU PD,M,0.131,0.13
2015,7,25,2,Ames PD,M,0.091,0.092
2015,7,24,1,ISU PD,M,0.043000000000000003,0.043000000000000003
2015,7,21,2,Ames PD,M,0.133,0.132
2015,7,19,3,Ames PD,M,0.132,0.132
2015,7,16,2,ISU PD,M,0.101,0.1
2015,7,15,3,Ames PD,M,0.109,0.109
2015,7,12,4,ISU PD,M,0.12400000000000001,0.12300000000000001
2015,7,12,3,ISU PD,M,0.129,0.129
2015,7,11,3,ISU PD,F,0.10400000000000001,0.10300000000000001
2015,7,10,21,Ames PD,M,0.14300000000000002,0.14300000000000002
2015,7,10,1,ISU PD,M,0,0
2015,7,9,1,ISU PD,M,0,0
2015,7,5,2,ISU PD,M,0.14900000000000002,0.14900000000000002
2015,7,4,23,ISU PD,M,0.15200000000000002,0.15300000000000002
2015,7,4,23,ISU PD,M,0.227,0.225
2015,7,2,4,Ames PD,M,0.15400000000000003,0.15400000000000003
2015,6,29,0,Ames PD,M,0,0
2015,6,28,3,ISU PD,M,0.17,0.169
2015,6,28,1,Ames PD,M,0.112,0.112
2015,6,27,1,Ames PD,M,0.089,0.088
2015,6,24,9,Ames PD,M,0,0
2015,6,23,15,Ames PD,M,0,0
2015,6,22,1,Ames PD,F,0,0
2015,6,19,2,Ames PD,F,0.112,0.112
2015,6,15,2,Ames PD,M,0,0
2015,6,6,2,ISU PD,M,0.081,0.08
2015,6,6,2,Ames PD,M,0.166,0.166
2015,6,6,1,Ames PD,M,0,0
2015,6,5,3,ISU PD,M,0,0
2015,6,5,2,Ames PD,M,0.098,0.098
2015,6,3,16,Ames PD,M,0,0
2015,6,3,16,Ames PD,M,0,0
2015,6,3,0,Ames PD,M,0,0
2015,5,31,4,ISU PD,M,0.11,0.109
2015,5,30,8,Ames PD,M,0.04,0.04
2015,5,30,4,Ames PD,NA,0.1,0.09899999999999999
2015,5,30,2,ISU PD,F,0.10500000000000001,0.10500000000000001
2015,5,25,20,ISU PD,M,0.14700000000000002,0.14600000000000002
2015,5,23,11,ISU PD,NA,0,0
2015,5,23,10,ISU PD,NA,0,0
2015,5,23,3,Ames PD,M,0.11,0.109
2015,5,22,4,ISU PD,M,0.034999999999999996,0.034
2015,5,21,3,ISU PD,F,0.182,0.181
2015,5,20,3,ISU PD,M,0,0
2015,5,19,0,Ames PD,M,0.14,0.139
2015,5,17,3,ISU PD,M,0.10200000000000001,0.10200000000000001
2015,5,16,2,ISU PD,M,0.12200000000000001,0.12000000000000001
2015,5,15,2,Ames PD,F,0.084,0.083
2015,5,14,1,Ames PD,M,0.1,0.1
2015,5,12,17,Ames PD,F,0.011,0.011
2015,5,12,3,Ames PD,M,0.15700000000000003,0.15600000000000003
2015,5,10,20,Ames PD,M,0.21700000000000003,0.21600000000000003
2015,5,9,11,Ames PD,M,0.183,0.183
2015,5,9,10,Ames PD,M,0.114,0.113
2015,5,8,0,Ames PD,F,0,0
2015,5,7,0,Ames PD,F,0,0
2015,5,6,5,ISU PD,M,0.168,0.167
2015,5,6,3,Ames PD,F,0.20400000000000001,0.20400000000000001
2015,5,5,12,Ames PD,NA,0,0
2015,5,5,10,ISU PD,NA,0,0
2015,5,3,3,ISU PD,M,0.17500000000000002,0.17400000000000002
2015,5,3,1,Ames PD,F,0.259,0.259
2015,5,1,3,Ames PD,M,0,0
2015,5,1,2,ISU PD,M,0,0
2015,4,30,2,ISU PD,M,0.037,0.037
2015,4,30,2,Ames PD,M,0.21500000000000002,0.21500000000000002
2015,4,26,4,Ames PD,M,0.126,0.126
2015,4,26,4,ISU PD,M,0.192,0.192
2015,4,26,3,Ames PD,M,0.24100000000000002,0.24000000000000002
2015,4,26,2,ISU PD,F,0.10500000000000001,0.10400000000000001
2015,4,26,1,Ames PD,M,0,0
2015,4,25,3,ISU PD,F,0.20700000000000002,0.20700000000000002
2015,4,24,3,Ames PD,M,0.169,0.169
2015,4,24,3,ISU PD,F,0.10300000000000001,0.10300000000000001
2015,4,24,2,Ames PD,M,0.12200000000000001,0.12200000000000001
2015,4,24,1,ISU PD,F,0.08600000000000001,0.085
2015,4,21,2,ISU PD,M,0,0
2015,4,19,4,Ames PD,F,0.14900000000000002,0.14800000000000002
2015,4,18,22,Ames PD,NA,0.126,0.126
2015,4,18,3,ISU PD,M,0.137,0.137
2015,4,18,2,ISU PD,M,0.196,0.196
2015,4,18,1,ISU PD,M,0.096,0.095
2015,4,17,2,Ames PD,M,0.14900000000000002,0.14900000000000002
2015,4,16,3,ISU PD,M,0.118,0.118
2015,4,16,1,ISU PD,M,0.07300000000000001,0.07300000000000001
2015,4,12,3,ISU PD,M,0.14400000000000002,0.14400000000000002
2015,4,11,3,ISU PD,F,0.14100000000000001,0.14
2015,4,11,0,ISU PD,M,0.116,0.116
2015,4,10,2,ISU PD,M,0.1,0.09899999999999999
2015,4,9,3,ISU PD,M,0.117,0.117
2015,4,9,2,Ames PD,M,0.21200000000000002,0.21100000000000002
2015,4,8,2,ISU PD,M,0.20500000000000002,0.20400000000000001
2015,4,3,1,ISU PD,M,0.14200000000000002,0.14100000000000001
2015,4,3,0,Ames PD,F,0.138,0.138
2015,3,30,2,Ames PD,M,0.254,0.253
2015,3,27,2,Ames PD,M,0.14,0.14
2015,3,27,2,Ames PD,M,0.139,0.137
2015,3,26,5,Ames PD,M,0.17,0.169
2015,3,26,1,Ames PD,M,0.17300000000000001,0.17200000000000001
2015,3,25,1,Ames PD,F,0.112,0.112
2015,3,24,23,ISU PD,M,0.098,0.097
2015,3,21,18,Ames PD,M,0.14900000000000002,0.14900000000000002
2015,3,18,2,ISU PD,M,0.138,0.137
2015,3,15,1,Ames PD,M,0.08600000000000001,0.08600000000000001
2015,3,14,20,Ames PD,M,0.013000000000000001,0.011
2015,3,14,3,Ames PD,F,0.161,0.16
2015,3,14,2,ISU PD,F,0.16,0.15900000000000003
2015,3,13,22,Ames PD,M,0.226,0.224
2015,3,13,2,Ames PD,M,0.187,0.186
2015,3,12,18,Ames PD,M,0,0
2015,3,11,2,Ames PD,M,0.013000000000000001,0.013000000000000001
2015,3,8,3,ISU PD,F,0.112,0.112
2015,3,8,3,Ames PD,M,0.15300000000000002,0.15200000000000002
2015,3,8,1,Ames PD,M,0.093,0.093
2015,3,7,3,ISU PD,M,0.098,0.097
2015,3,6,3,Ames PD,M,0.2,0.199
2015,3,6,2,ISU PD,F,0.17800000000000002,0.17700000000000002
2015,3,1,1,Ames PD,F,0.126,0.127
2015,3,1,1,ISU PD,M,0.08700000000000001,0.08700000000000001
2015,2,28,5,Ames PD,M,0.10400000000000001,0.10200000000000001
2015,2,28,4,ISU PD,F,0.11,0.109
2015,2,28,4,ISU PD,M,0.09,0.09
2015,2,28,2,ISU PD,M,0.12000000000000001,0.119
2015,2,27,20,Ames PD,M,0.17600000000000002,0.17500000000000002
2015,2,22,2,Ames PD,F,0.112,0.112
2015,2,21,4,ISU PD,M,0.18,0.17800000000000002
2015,2,19,4,ISU PD,M,0.11,0.109
2015,2,19,0,ISU PD,F,0.038,0.038
2015,2,18,1,Ames PD,F,0.201,0.201
2015,2,15,10,Ames PD,M,0.233,0.232
2015,2,14,3,Ames PD,M,0.13,0.129
2015,2,13,23,Ames PD,M,0.185,0.184
2015,2,11,2,Ames PD,M,0.12300000000000001,0.12300000000000001
2015,2,11,1,Ames PD,M,0,0
2015,2,10,3,ISU PD,M,0.132,0.131
2015,2,6,23,ISU PD,M,0.083,0.081
2015,1,31,3,ISU PD,M,0.15000000000000002,0.14900000000000002
2015,1,31,2,ISU PD,M,0,0
2015,1,30,3,ISU PD,M,0.047,0.046
2015,1,30,2,ISU PD,M,0.07200000000000001,0.07200000000000001
2015,1,28,23,Ames PD,M,0.12000000000000001,0.119
2015,1,25,3,ISU PD,M,0.132,0.131
2015,1,25,1,Ames PD,M,0.15300000000000002,0.15300000000000002
2015,1,24,0,Ames PD,F,0.053000000000000005,0.054000000000000006
2015,1,23,3,ISU PD,F,0.20500000000000002,0.203
2015,1,23,1,ISU PD,M,0.07200000000000001,0.07100000000000001
2015,1,22,2,Ames PD,M,0.10300000000000001,0.10200000000000001
2015,1,19,3,ISU PD,F,0.044,0.044
2015,1,19,1,Ames PD,M,0.14700000000000002,0.14700000000000002
2015,1,19,1,Ames PD,M,0.129,0.127
2015,1,17,4,ISU PD,F,0.182,0.181
2015,1,17,3,ISU PD,M,0.184,0.183
2015,1,16,3,ISU PD,M,0.12200000000000001,0.12200000000000001
2015,1,13,1,ISU PD,M,0,0
2015,1,12,17,ISU PD,M,0,0
2015,1,11,4,ISU PD,M,0.094,0.092
2015,1,11,3,Ames PD,M,0.10800000000000001,0.10800000000000001
2015,1,11,3,Ames PD,M,0.15500000000000003,0.15500000000000003
2015,1,10,16,Ames PD,F,0,0
2015,1,10,3,Ames PD,F,0.195,0.195
2015,1,9,2,ISU PD,M,0.127,0.126
2015,1,7,3,Ames PD,M,0.088,0.089
2015,1,5,20,Ames PD,M,0.313,0.312
2015,1,1,4,ISU PD,M,0.117,0.116
2015,1,1,3,ISU PD,M,0.12300000000000001,0.12200000000000001
2015,1,1,2,ISU PD,M,0.091,0.09
2015,1,1,1,ISU PD,M,0.07300000000000001,0.07300000000000001
2015,1,1,1,Ames PD,M,0.15000000000000002,0.15000000000000002
2014,12,28,3,ISU PD,M,0.037,0.037
2014,12,28,3,ISU PD,M,0.10500000000000001,0.10400000000000001
2014,12,28,2,Ames PD,F,0.161,0.161
2014,12,27,3,Ames PD,M,0.166,0.166
2014,12,27,1,ISU PD,M,0.017,0.016
2014,12,21,5,Ames PD,M,0.15500000000000003,0.15500000000000003
2014,12,20,3,ISU PD,F,0.114,0.113
2014,12,19,15,Ames PD,F,0.272,0.272
2014,12,18,1,Ames PD,M,0.277,0.276
2014,12,17,17,Ames PD,F,0,0
2014,12,17,3,Ames PD,F,0,0
2014,12,14,5,ISU PD,F,0.084,0.084
2014,12,14,3,ISU PD,F,0.047,0.047
2014,12,13,23,Ames PD,M,0.15700000000000003,0.15600000000000003
2014,12,13,17,Ames PD,F,0,0
2014,12,13,2,ISU PD,M,0.083,0.083
2014,12,13,1,Ames PD,M,0.111,0.111
2014,12,9,0,ISU PD,M,0,0
2014,12,7,3,ISU PD,M,0.07800000000000001,0.07700000000000001
2014,12,7,2,ISU PD,M,0.16,0.15900000000000003
2014,12,6,1,ISU PD,F,0.052000000000000005,0.052000000000000005
2014,12,6,1,ISU PD,M,0.14400000000000002,0.14300000000000002
2014,12,6,0,Ames PD,F,0.165,0.165
2014,12,5,2,Ames PD,M,0.16,0.15900000000000003
2014,12,5,0,Ames PD,F,0.15600000000000003,0.15500000000000003
2014,11,30,2,ISU PD,F,0.045,0.045
2014,11,29,1,Ames PD,F,0.14300000000000002,0.14200000000000002
2014,11,27,3,Ames PD,M,0.136,0.135
2014,11,26,3,ISU PD,M,0.14400000000000002,0.14300000000000002
2014,11,23,2,Ames PD,M,0.256,0.256
2014,11,22,19,Ames PD,M,0.08700000000000001,0.08600000000000001
2014,11,22,2,Ames PD,F,0.07500000000000001,0.07500000000000001
2014,11,21,1,ISU PD,F,0.101,0.1
2014,11,20,3,ISU PD,M,0,0
2014,11,20,2,Ames PD,M,0,0
2014,11,19,3,Ames PD,M,0.09,0.091
2014,11,14,2,ISU PD,F,0.118,0.116
2014,11,13,19,Ames PD,F,0.352,0.351
2014,11,13,15,Ames PD,F,0,0
2014,11,8,2,ISU PD,M,0.15600000000000003,0.15600000000000003
2014,11,7,20,Ames PD,M,0.221,0.21900000000000003
2014,11,2,18,Ames PD,M,0.192,0.191
2014,11,2,4,Ames PD,M,0.15700000000000003,0.15600000000000003
2014,11,1,2,Ames PD,M,0.17600000000000002,0.17400000000000002
2014,10,29,1,Ames PD,M,0.112,0.112
2014,10,27,23,ISU PD,M,0,0
2014,10,24,2,ISU PD,F,0.036,0.034999999999999996
2014,10,23,0,Ames PD,M,0.111,0.11
2014,10,22,1,ISU PD,M,0.113,0.112
2014,10,21,18,Ames PD,F,0.325,0.324
2014,10,21,2,ISU PD,M,0,0
2014,10,21,2,Ames PD,F,0,0
2014,10,19,3,Ames PD,M,0.07700000000000001,0.07700000000000001
2014,10,19,2,Ames PD,M,0.233,0.232
2014,10,18,4,Ames PD,M,0.07700000000000001,0.07700000000000001
2014,10,18,0,Ames PD,F,0.034,0.033
2014,10,17,12,Ames PD,M,0,0
2014,10,17,0,Ames PD,M,0.23900000000000002,0.23900000000000002
2014,10,16,2,Ames PD,M,0,0
2014,10,15,0,Ames PD,M,0,0
2014,10,14,2,ISU PD,M,0,0
2014,10,12,5,Ames PD,M,0,0
2014,10,12,1,Ames PD,M,0.10700000000000001,0.10600000000000001
2014,10,12,0,ISU PD,M,0.23600000000000002,0.23500000000000001
2014,10,11,2,ISU PD,M,0.15500000000000003,0.15500000000000003
2014,10,10,2,Ames PD,F,0.192,0.19
2014,10,8,17,Ames PD,F,0,0
2014,10,8,3,Ames PD,F,0,0
2014,10,6,1,Ames PD,M,0,0
2014,10,4,3,Ames PD,F,0.202,0.201
2014,10,3,3,ISU PD,F,0.125,0.125
2014,10,3,1,ISU PD,M,0.052000000000000005,0.052000000000000005
2014,10,2,3,Ames PD,M,0,0
2014,9,28,21,Ames PD,M,0.17400000000000002,0.17300000000000001
2014,9,27,2,ISU PD,F,0.188,0.187
2014,9,26,2,ISU PD,M,0.14500000000000002,0.14500000000000002
2014,9,26,2,Ames PD,M,0.131,0.13
2014,9,23,1,Ames PD,M,0.15200000000000002,0.15100000000000002
2014,9,21,22,Ames PD,F,0.004,0.004
2014,9,21,0,ISU PD,M,0.081,0.08
2014,9,20,2,Ames PD,M,0.116,0.116
2014,9,19,0,Ames PD,F,0.14100000000000001,0.14
2014,9,13,3,Ames PD,M,0.112,0.112
2014,9,13,2,ISU PD,M,0.12300000000000001,0.12300000000000001
2014,9,7,2,ISU PD,M,0.12300000000000001,0.12300000000000001
2014,9,6,17,Ames PD,M,0.201,0.199
2014,9,5,4,ISU PD,M,0.136,0.135
2014,9,4,2,Ames PD,M,0.134,0.134
2014,8,30,5,ISU PD,M,0.137,0.137
2014,8,30,3,ISU PD,M,0.10600000000000001,0.10500000000000001
2014,8,30,0,Ames PD,M,0.098,0.09899999999999999
2014,8,29,4,Ames PD,M,0.17900000000000002,0.17800000000000002
2014,8,29,3,Ames PD,F,0.129,0.129
2014,8,29,3,ISU PD,M,0.162,0.161
2014,8,28,2,ISU PD,F,0.14500000000000002,0.14500000000000002
2014,8,28,1,ISU PD,F,0,0
2014,8,25,11,Ames PD,M,0.126,0.125
2014,8,25,3,Ames PD,M,0.15300000000000002,0.15200000000000002
2014,8,24,3,Ames PD,M,0.125,0.125
2014,8,24,1,ISU PD,M,0.12100000000000001,0.12000000000000001
2014,8,24,1,ISU PD,M,0.094,0.094
2014,8,24,0,Ames PD,F,0,0
2014,8,23,1,ISU PD,F,0.164,0.163
2014,8,18,3,ISU PD,M,0.068,0.068
2014,8,18,3,ISU PD,M,0.082,0.082
2014,8,16,3,ISU PD,F,0.065,0.065
2014,8,16,2,Ames PD,F,0.132,0.131
2014,8,16,1,Ames PD,M,0.185,0.184
2014,8,15,1,ISU PD,M,0,0
2014,8,12,0,Ames PD,M,0.224,0.224
2014,8,10,3,ISU PD,F,0.08,0.08
2014,8,10,2,ISU PD,M,0.113,0.112
2014,8,10,1,Ames PD,M,0.15600000000000003,0.15400000000000003
2014,8,9,2,ISU PD,M,0.066,0.066
2014,8,8,3,Ames PD,M,0.15600000000000003,0.15500000000000003
2014,8,7,0,Ames PD,M,0.07700000000000001,0.07600000000000001
2014,8,3,1,Ames PD,M,0.131,0.13
2014,8,1,18,Ames PD,M,0,0
2014,8,1,4,ISU PD,F,0.119,0.119
2014,8,1,1,ISU PD,M,0.17200000000000001,0.17200000000000001
2014,7,27,4,Ames PD,M,0.1,0.09899999999999999
2014,7,27,3,ISU PD,M,0.17,0.169
2014,7,26,22,Ames PD,F,0.20600000000000002,0.20600000000000002
2014,7,25,2,ISU PD,M,0.15800000000000003,0.15700000000000003
2014,7,25,2,ISU PD,M,0.05,0.05
2014,7,21,3,Ames PD,M,0.07300000000000001,0.07300000000000001
2014,7,19,2,Ames PD,M,0.118,0.117
2014,7,18,3,ISU PD,M,0.165,0.164
2014,7,17,3,ISU PD,M,0.195,0.194
2014,7,15,5,Ames PD,M,0.276,0.276
2014,7,13,2,ISU PD,M,0.031,0.031
2014,7,10,2,Ames PD,F,0.111,0.111
2014,7,8,1,Ames PD,F,0,0
2014,7,6,1,Ames PD,F,0.15700000000000003,0.15600000000000003
2014,7,5,1,ISU PD,F,0.068,0.067
2014,7,3,3,ISU PD,M,0.18,0.17900000000000002
2014,6,28,7,ISU PD,M,0.17500000000000002,0.17500000000000002
2014,6,28,2,Ames PD,F,0.234,0.233
2014,6,26,3,Ames PD,M,0.17600000000000002,0.17500000000000002
2014,6,23,22,Ames PD,M,0,0
2014,6,22,3,Ames PD,F,0.10200000000000001,0.10200000000000001
2014,6,22,2,Ames PD,M,0.162,0.161
2014,6,21,5,ISU PD,M,0.113,0.114
2014,6,21,3,Ames PD,M,0.20900000000000002,0.20900000000000002
2014,6,21,2,ISU PD,M,0.163,0.162
2014,6,20,23,ISU PD,M,0.15500000000000003,0.15500000000000003
2014,6,20,3,ISU PD,M,0.167,0.166
2014,6,20,2,ISU PD,F,0.08600000000000001,0.08600000000000001
2014,6,19,23,ISU PD,F,0.21400000000000002,0.21300000000000002
2014,6,19,21,Ames PD,M,0.10800000000000001,0.10700000000000001
2014,6,18,3,ISU PD,M,0.17600000000000002,0.17500000000000002
2014,6,15,2,ISU PD,M,0.15300000000000002,0.15200000000000002
2014,6,14,1,Ames PD,M,0.12100000000000001,0.12000000000000001
2014,6,13,3,ISU PD,F,0.127,0.127
2014,6,12,2,ISU PD,M,0.188,0.187
2014,6,11,2,ISU PD,F,0.161,0.161
2014,6,9,4,Ames PD,M,0.228,0.227
2014,6,7,2,Ames PD,M,0.21500000000000002,0.21500000000000002
2014,6,6,3,ISU PD,F,0.10500000000000001,0.10400000000000001
2014,6,3,23,Ames PD,F,0.168,0.167
2014,6,2,1,Ames PD,F,0.169,0.168
2014,6,1,2,ISU PD,F,0.11,0.109
2014,5,31,3,ISU PD,M,0.163,0.162
2014,5,29,22,Ames PD,M,0.28900000000000003,0.28800000000000003
2014,5,28,4,Ames PD,M,0.17200000000000001,0.17200000000000001
2014,5,27,13,Ames PD,F,0.11,0.11
2014,5,27,2,ISU PD,M,0.07300000000000001,0.07200000000000001
2014,5,26,3,Ames PD,M,0.21800000000000003,0.21700000000000003
2014,5,25,3,ISU PD,M,0.133,0.133
2014,5,24,1,ISU PD,F,0,0
2014,5,21,22,Ames PD,M,0.129,0.128
2014,5,17,21,Ames PD,M,0.166,0.165
2014,5,14,12,Ames PD,NA,0,0
2014,5,14,10,ISU PD,NA,0,0
2014,5,13,22,Ames PD,F,0.10300000000000001,0.10300000000000001
2014,5,11,3,ISU PD,F,0.126,0.127
2014,5,10,4,Ames PD,M,0.182,0.181
2014,5,10,3,ISU PD,M,0.162,0.15900000000000003
2014,5,8,2,Ames PD,M,0.15800000000000003,0.15600000000000003
2014,5,6,21,ISU PD,M,0.17900000000000002,0.17800000000000002
2014,5,6,2,ISU PD,M,0.113,0.113
2014,5,5,10,Ames PD,M,0.111,0.11
2014,5,4,5,ISU PD,M,0.14900000000000002,0.14800000000000002
2014,5,3,2,ISU PD,F,0.15700000000000003,0.15700000000000003
2014,5,2,4,ISU PD,M,0.17200000000000001,0.17200000000000001
2014,5,2,1,ISU PD,M,0.192,0.192
2014,5,2,1,ISU PD,F,0.126,0.125
2014,5,1,2,ISU PD,M,0.186,0.185
2014,5,1,1,Ames PD,M,0.187,0.187
