Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive
Moisturizer,KORRES,Wild Rose Vitamin C Active Brightening Oil,54,4.4,"Isoamyl Laurate, Caprylic/Capric Triglyceride, Prunus Armeniaca (Apricot) Kernel Oil, Ascorbyl Tetraisopalmitate, Squalane, Helianthus Annuus (Sunflower) Seed Oil, Dimethyl Isosorbide, Rosa Canina Fruit Oil, Rosa Gallica Flower Powder, Alcohol Denat., Water, Bisabolol, Citronellol, Geraniol, Glyceryl Caprylate, Physalis Angulata Extract, Rosa Damascena Flower Oil, Rosmarinus Officinalis (Rosemary) Extract, Tocopherol, Tocopheryl Acetate, Zingiber Officinale (Ginger) Root Extract.",1,1,1,1,1
Moisturizer,CLINIQUE,Limited Edition Dramatically Different™ Moisturizing Gel,39,5.0,"Water, Dimethicone, Isododecane, Butylene Glycol, Bis-Peg-18 Methyl Ether Dimethyl Silane, Glycerin, Laminaria Saccharina Extract, Polygonum Cuspidatum Root Extract, Saccharomyces Lysate Extract, Cucumis Sativus (Cucumber) Fruit Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Helianthus Annuus (Sunflower) Seedcake, Caffeine, Trehalose, Sodium Hyaluronate, Tocopheryl Acetate, Chamomilla Recutita (Matricaria), Polysilicone-11, Silica, Propylene Glycol Dicaprate, Oleth-10, Lactobacillus Ferment, Laureth-23, Laureth-4, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Carbomer, Caprylyl Glycol, Hexylene Glycol, Tromethamine, Disodium Edta, Phenoxyethanol, Potassium Sorbate, Yellow 5 (Ci 19140), Red 4 (Ci 14700), Yellow 6 (Ci 15985).",1,0,0,1,0
Moisturizer,SATURDAY SKIN,Waterfall Glacier Water Cream,39,4.6,"Water, Glycerin, Propanediol, 1,2-Hexanediol, Betaine, Pentylene Glycol, Polymehtylsilsequioxane, Sodium Acrylate/Sodium Acryloyldimethyl Taureate Copolymer, Cyclohexasiloxane, Isohexadecane, Hydroxyethyl Acrylate/Soduium Acryloyldimethyl Taurate Copolymer, Cyclopentasiloxane, Isohexadecane, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Polysorbate 80, Ethylhexylglycerin, Sorbitan Oleate, Disodium EDTA, Glyceryl Acrylate/Acrylic Acid Copolymer, Caprylyl Glycol, Hydrogenated Lecithin, Cetraria Islandica Extract, Ferment Extract, Xanthan Gum, Phenoxyethanol, Alanine, Proline, Serine, Sodium Phosphate, Sodium Hydroxide, sh-Oligopeptide-1, sh-Polypeptide-1, sh-Oligopeptide-2, sh-Polypeptide-22, sh-Polypeptide-45, sh-Polypeptide-8, sh-Polypeptide-9.",1,1,1,1,1
Moisturizer,SHISEIDO,Bio-Performance Glow Revival Cream,105,4.8,"Water, Dipropylene Glycol, Dimethicone, Glycerin, Sd Alcohol 40-B (Alcohol Denat.), Triethylhexanoin, Diphenylsiloxy Phenyl Trimethicone, Hydrogenated Polydecene, Phytosteryl Macadamiate, Dimethicone Crosspolymer, Microcrystalline Wax(Cera Microcristallina/Cire Microcristalline), Behenyl Alcohol, Glyceryl Stearate Se, Talc, Trehalose, Peg/Ppg-14/7 Dimethyl Ether, Hydrogenated Polyisobutene, Methyl Methacrylate Crosspolymer, Stearyl Alcohol, Dimethylacrylamide/Sodium Acryloyldimethyltaurate Crosspolymer, Polysorbate 60, Peg-40 Stearate, Phenoxyethanol, Mica, Titanium Dioxide (Ci 77891), Sorbitan Tristearate, Disodium Edta, Tocopheryl Acetate, Caffeine, Sodium Citrate, Fragrance (Parfum), 2-O-Ethyl Ascorbic Acid, Silica, Butylene Glycol, Sodium Metaphosphate, Limonene, Citric Acid, Xylitol, Oryzanol, Magnesium Ascorbyl Phosphate, Alcohol, Hexyl Cinnamal, Benzyl Benzoate, Butylphenyl Methylpropional, Linalool, Sodium Metabisulfite, Sodium Acetylated Hyaluronate, Iron Oxides (Ci 77491), Alpha-Isomethyl Ionone, Saccharomyces Ferment Lysate Filtrate, Crataegus Monogyna Flower Extract, Citronellol, Geraniol, Dipotassium Glycyrrhizate, Tocopherol, Paeonia Suffruticosa Root Extract, Rehmannia Chinensis Root Extract, Cinnamomum Cassia Bark Extract, Bupleurum Falcatum Root Extract, Camellia Sinensis Leaf Extract.",0,0,0,0,0
Moisturizer,SEPHORA COLLECTION,Sleeping Mask,4,4.2,"Water, Butylene Glycol, Glycerin, Betaine, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tremella Fuciformis (Mushroom) Extract, Ethylhexylglycerin, Sodium Hydroxide, Barosma Betulina Leaf Extract, Peg-40 Hydrogenated Castor Oil, Sodium Hyaluronate, Fragrance, Camellia Sinensis Leaf Extract, Citric Acid, Linalool, Potassium Sorbate, Sodium Benzoate, CI 19140 (Yellow 5), CI 42090 (Blue 1).",0,0,0,0,0
Moisturizer,BELIF,Hungarian Water Essence,42,4.3,"Water, Dipropylene Glycol, Glycerin, 1,2-Hexanediol, Rosmarinus Officinalis (Rosemary) Extract, Centella Asiatica Extract, Lavandula Angustifolia (Lavender) Extract, Salvia Officinalis(Sage) Leaf Extract, Melissa Officinalis Leaf Extract, Achillea Millefolium Extract, Peucedanum Graveolens (Dill) Extract, Alchemilla Vulgaris Extract, Rose Extract, Poncirus Trifoliata Fruit Extract, Portulaca Oleracea Extract, *Avena Sativa (Oat) Kernel Extract, *Calendula Officinalis Flower Extract, *Nepeta Cataria Extract, *Rubus Idaeus (Raspberry) Leaf Extract, *Baptisia Tinctoria Root Extract, *Stellaria Media (Chickweed) Extract, +Alchemilla Vulgaris Leaf Extract, **Equisetum Arvense Leaf Extract, **Urtica Dioica (Nettle) Leaf Extract, **Plantago Lanceolata Leaf Extract, Sodium Hyaluronate, Cyclopentasiloxane, Triethylhexanoin, Tromethamine, Sclerotium Gum, Ammonium Acryloyldimethltaurate/Vp Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Trisodium EDTA, ***Fragrance, Citronnellol, Limonene. *Napiers Original Formula. **Napiers Aqua Formula. ***Fragrances of Natural Origin.",0,0,0,0,0
Moisturizer,JOSIE MARAN,100 percent Pure Argan Oil Light,48,4.4,Argan Oil Isostearyl Esters**. **Natural.,1,1,0,1,1
Moisturizer,MILK MAKEUP,Cooling Water,24,3.8,"Water, Butylene Glycol, Bis-PEG-18 Methyl Ether Dimethyl Silane, Sodium Stearate, Pentylene Glycol, Isosteareth-2, Glycerin, Sea Water, Manganese Gluconate, Nylon-12, Caffeine, Phenoxyethanol, Chlorphesin, Blue 1.",1,1,1,1,1
Moisturizer,ESTÉE LAUDER,"Resilience Lift Firming/Sculpting Face and Neck Creme Broad Spectrum SPF 15, Normal/Combination Skin",108,4.1,"Res Lift Firm/Sclp Face Nc Spf15 Division: El (Estee Lauder)Active Ingredients: Avobenzone 3.00% , Octisalate 5.00% , Octocrylene 2.70%Ingredients: Water , Neopentyl Glycol Diheptanoate , Cetyl Alcohol , Pentaerythrityl Tetraethylhexanoate , Glycerin , Polyethylene , Butyloctyl Salicylate , Di-C12-15 Alkyl Fumarate , Petrolatum , Hydrogenated Lecithin , Butylene Glycol , Propanediol , Hydrogenated Polyisobutene , Octyldodecyl Myristate , Hexyldecyl Stearate , Dimethicone , Glyceryl Stearate , Laminaria Digitata Extract , Behenyl Alcohol , Algae Extract , Persea Gratissima (Avocado) Oil , Coleus Barbatus Extract , Cucumis Melo (Melon) Fruit Extract , Potato Starch Modified , Mimosa Tenuiflora Bark Extract , Yeast Extract/Faex/Extrait De Levure , Plankton Extract , Aminopropyl Ascorbyl Phosphate , Thermus Thermophillus Ferment , Saccharomyces Ferment Lysate Filtrate , Artemia Extract , C12-16 Alcohols , Acetyl Glucosamine , Linoleic Acid , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Peg-100 Stearate , Tocopheryl Acetate , Caffeine , Ergothioneine , Glycine Soja (Soybean) Sterols , Decarboxy Carnosine Hcl , Palmitic Acid , Creatine , Ethylhexylglycerin , Polymethyl Methacrylate , Trehalose , Glucose , Sodium Hyaluronate , Sorbitol , Zinc Pca , Cholesterol , Malachite , Acetyl Hexapeptide-8 , Maltodextrin , Lecithin , Acrylamide/Sodium Acryloyldimethyltaurate Copolymer , Isohexadecane , Sodium Hydroxide , Polysorbate 80 , Lactoperoxidase , Hexylene Glycol , Hydrogenated Starch Hydrolysate , Potassium Sulfate , Glucose Oxidase , Polysilicone-11 , Propylene Glycol Dicaprylate , Xanthan Gum , Caprylyl Glycol , Citric Acid , Fragrance , Bht , Disodium Edta , Phenoxyethanol , Potassium Sorbate , Mica , Titanium Dioxide (Ci 77891) , Red 4 (Ci 14700) , Yellow 5 (Ci 19140)",0,0,0,0,0
Moisturizer,ESTÉE LAUDER,Resilience Lift Night Lifting/Firming Face and Neck Creme,92,4.2,Visit the Estée Lauder boutique,1,1,1,1,0
Moisturizer,OLEHENRIKSEN,Truth Revealed™ Brightening Broad Spectrum SPF 15 Moisturizer,55,4.2,"Water, Cocoglycerides, Ethylhexyl Salicylate, Ethylhexyl Methoxycinnamate, Glycerin, Cetearyl Alcohol, Butyl Methoxydibenzoylmethane, Glyceryl Stearate, Ceteareth-20, PEG-100 Stearate, Dimethicone, Phenoxyethanol, Parfum/Fragrance, Tetrahexyldecyl Ascorbate, Polyacrylate-13, Aminomethyl Propanol, Pullulan, Plukenetia Volubilis Seed Oil, Carbomer, Vaccinium Myrtillus (Bilberry) Fruit Extract, Tocopheryl Acetate, Polyisobutene, Allantoin, Saccharum Officinarum (Sugar Cane) Extract, Ethylhexylglycerin, Potassium Sorbate, Bisabolol, Nannochloropsis Oculata Extract, Tetrasodium Glutamate Diacetate, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Polysorbate 20, Aroma/Flavor, Sorbitan Isostearate, Acer Saccharum (Sugar Maple) Extract, Aloe Barbadensis Leaf Juice, Avena Sativa (Oat) Kernel Extract, Chamomilla Recutita (Matricaria) Flower Extract, Corylus Americana (Hazel) Seed Extract, Daucus Carota Sativa (Carrot) Root Extract, Palmitoyl Tripeptide-5, Chondrus Crispus (Carrageenan) Extract, Sodium Benzoate, BHT, Schinus Terebinthifolius Seed Extract, Sodium Hydroxide, Citric Acid, Calcium Ascorbate, Sodium Hyaluronate, Tocopherol, Benzyl Benzoate, Citral, Limonene, Linalool, Benzyl Alcohol.",1,1,1,1,1
Moisturizer,DIOR,Capture Totale Multi-Perfection Creme,165,4.4,Visit the Dior boutique,0,0,0,0,0
Moisturizer,CLINIQUE,Moisture Surge Hydrating Supercharged Concentrate,39,4.0,"Water , Glycerin , Butylene Glycol , Phenyl Trimethicone , Propanediol , Sucrose , Hydroxyethyl Urea , Alteromonas Ferment Extract , Hydrolyzed Rice Extract , Acetyl Glucosamine , Trehalose , Algae Extract , Caffeine , Cholesterol , Aloe Barbadensis Leaf Water , Sodium Hyaluronate , Pentaerythrityl Tetraethylhexanoate , Dextrin Palmitate , Acrylates/C10-30 Alkyl Acrylate Crosspolymer , Sorbitol , Sodium Polyaspartate , Tocopheryl Acetate , Carbomer , Dehydroxanthan Gum , Citric Acid , Tetrahexyldecyl Ascorbate , Benzophenone-4 , Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate , Sodium Hydroxide , Sodium Citrate , Disodium Edta , Bht , Chlorphenesin , Phenoxyethanol , Red 4 (Ci 14700) , Yellow 5 (Ci 19140)",1,1,1,1,1
Moisturizer,PHILOSOPHY,Miraculous Anti-wrinkle Miracle Worker,60,4.3,Visit the philosophy boutique,1,1,1,1,1
Moisturizer,KIEHL'S SINCE 1851,Ultra Facial Overnight Hydrating Mask,35,4.4,"Water Glycerin, Propylene Glycol, Squalane, Shea Butter, Triethanolamine, Carbomer, Urea, Dimethicone, Hydroxyethylpiperazine Ethane Sulfonic Acid, Phenoxyethanol, Caprylyl Glycol, Imperata Cylindrica Root Extract, Ophiopogon Japonicus Root Extract, Sodium Citrate, Citric Acid, Aluminum Starch Octenylsuccinate, Chlorphenesin, Pseudoalteromonas Ferment Extract, Disodium Edta, Acrylates/C10-30 Alkyl Acrylate Crosspolymer.",1,1,1,1,1
Moisturizer,SK-II,Cellumination Cream EX,160,4.3,"Water, Galactomyces Ferment Filtrate (Pitera), Glycerin, Niacinamide, Butylene Glycol, Pentylene Glycol, Diphenylsiloxy Phenyl Trimethicone, Glycereth-25 PCA Isostearate, Dipotassium Glycyrrhizate, Ascorbyl Glucoside, Centella Asiatica Extract, Nylon-12, Sodium Hyaluronate, Saccharomyces Cerevisiae Extract, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Aminomethyl Propanol, Disodium EDTA, Xanthan Gum, Benzyl Alcohol, Sodium Benzoate, Phenoxyethanol, Methylparaben, Fragrance.",1,1,1,1,1
Moisturizer,LANCÔME,BIENFAIT MULTI-VITAL - SPF 30 CREAM - High Potency Vitamin Enriched Daily Moisturizing Cream,49,4.3,"Water, Dimethicone, Glycerin, Alcohol Denat., Vp/Eicosene Copolymer, Hydrogenated Polyisobutene, Aluminum Starch Octenylsuccinate, Sucrose Stearate, Silica, Poly C10-30 Alkyl Acrylate, Ribes Nigrum (Black Currant) Seed Oil, Tocopheryl Acetate, Ascorbyl Glucoside, Sodium Polyacrylate, Sodium Hydroxide, Hydroxycitronellal, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Phenoxyethanol, Stearic Acid, Thermus Thermophillus Ferment, Eugenol, Ethylparaben, Triethanolamine, Palmitic Acid, Helianthus Annuus (Sunflower) Seed Oil, Dimethiconol, Panthenol, Xanthan Gum, Benzyl Salicylate, Benzyl Alcohol, Linalool, Oxothiazolidinecarboxylic Acid, Caprylyl Glycol, Alpha-Isomethyl Ionone, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Geraniol, Moringa Pterygosperma Seed Extract, Disodium Edta, Castanea Sativa (Chestnut) Seed Extract, Rosa Canina Fruit Oil, Methylparaben, Citronellol, Hexyldecanol, Hexyldecyl Laurate, Hexyl Cinnamal. Fragrance.",0,0,0,0,0
Moisturizer,CAUDALIE,Vine[activ] Overnight Detox Oil,50,4.5,"Caprylic/Capric Triglyceride, Vitis Vinifera (Grape) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil*, Rosa Canina Fruit Oil*, Citrus Aurantium Amara (Bitter Orange) Leaf/Twig Oil*, Daucus Carota Sativa (Carrot) Seed Oil, Santalum Album (Sandalwood) Oil, Helianthus Annuus (Sunflower) Seed Oil, Citrus Aurantium Amara (Bitter Orange) Flower Oil*, Lavandula Angustifolia (Lavender) Oil*, Rosmarinus Officinalis (Rosemary) Leaf Extract, Citral, Limonene, Geraniol, Linalool, Farnesol (07-49-05) *.",1,1,1,1,1
Moisturizer,CLARINS,Extra-Firming Neck Anti-Wrinkle Rejuvenating Cream,90,4.1,"Water, Dimethicone, Cetearyl Isononanoate, Glycerin, Alcohol, Cetearyl Alcohol, Cetearyl Ethylhexanoate, C14-22 Alcohols, Cetearyl Glucoside, Phenoxyethanol, Fragrance, C12-20 Alkyl Glucoside, Hdi/Trimethylol Hexyllactone Crosspolymer, Carbomer, Tromethamine, Tocopheryl Acetate, Ethylhexylglycerin, Avena Sativa (Oat) Kernel Extract, Disodium Edta, Hydrolyzed Ulva Lactuca Extract, Potassium Cetyl Phosphate, Musa Sapientum (Banana) Fruit Extract, Bht, Helianthus Annuus (Sunflower) Extract, Silica, Thymus Citriodorus Flower/Leaf Extract, Sodium Benzoate, Steareth-20, Potassium Sorbate, Ci 15985/Yellow 6.",1,1,1,1,1
Moisturizer,AMOREPACIFIC,MOISTURE BOUND Rejuvenating Crème,150,4.1,"Phyllostachis Bambusoides Juice, Butylene Glycol, Water, Alcohol, Glycerin, Butylene Glycol Dicaprylate/Dicaprate, Dimethicone, Pentaerythrityl Tetraethylhexanoate, Squalane, Caprylic/Capric Triglyceride, Camellia Sinensis Leaf Extract, Cetearyl Alcohol, C14-22 Alcohols, Opuntia Coccinellifera Fruit Extract, Glycine Soja (Soybean) Seed Extract, Nelumbo Nucifera Flower Extract, Hydrolyzed Phyllostachis Bambusoides, Hydrolyzed Camellia Sinensis Leaf, Sodium Hyaluronate, Beta-Glucan, Hydroxypropyl Bispalmitamide Mea, Theanine, Camellia Sinensis Flower Extract, Kaempferol, Epigallocatechin Gallate, Xylitylglucoside, Anhydroxylitol, Xylitol, Stearyl Behenate, Cyclopentasiloxane, Cetearyl Olivate, Stearic Acid, Sorbitan Olivate, Dimethiconol, Limnanthes Alba (Meadowfoam) Seed Oil, Propanediol, Glyceryl Stearate, Peg-100 Stearate, Polyacrylate-13, C12-20 Alkyl Glucoside, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polyglyceryl-3 Methylglucose Distearate, Polyisobutene, Tocopherol, Polysorbate 20, Ethylhexylglycerin, Peg-15 Pentaerythrityl Tetra(Laureth-6 Carboxylate), Phytantriol, Poloxamer 407, Inulin Lauryl Carbamate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Caffeine, Disodium Edta, Phenoxyethanol, Fragrance.",1,1,1,0,1
Moisturizer,FRESH,Crème Ancienne® Soft Cream,145,4.2,"-Meadowfoam Seed Oil: A unique fatty acid, which is easily absorbed by the skin to provide supreme nourishment. -Echinacea Extract: Helps to improve the skin’s resilience to environmental aggressors and promote a radiant glow. -Vitamin E: Offers antioxidant protection against wrinkle-causing free radicals. -Chamomile Wax: Helps to decrease dry spots, soften the skin, and create a light, moisture-preserving veil.",0,0,0,0,0
Moisturizer,ERBORIAN,BB Crème au Ginseng,39,4.4,"Water, Cyclomethicone, Glycerin, Peg-10 Dimethicone, Dipropylene Glycol, Di-Methicone, Talc, Isoeicosane, Hexyl Laurate, Disteardimonium Hectorite, Betaine, Panax Ginseng Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Portulaca Oleracea Extract, Dioscorea Villosa (Wild Yam) Root Extract, Mequisetum Giganteum Extract, Kigelia Africana Fruit Extract, Hydrogenated Starch Hydrolysate, Ethylhexylglycerin, Tocopheryl Acetate, Magne, Sium Sulfate, Silica, Glycosyl Trehalose, Aluminum Hydroxide, Palmitic Acid, Stearic Acid, Phenoxyethanol , Butylene Glycol, Acrylates/Dimethicone Co -Polymer, Dimethicone /Vinyl Di-Methicone Crosspolymer, Methicone, Vinyl Dimethicone /Methicone Silsesquioxane Crosspolymer, Fragrance, Alpha-Isomethyl Ionone, Hexyl Cinnamal, Linalool, Citronellol, Geraniol , Eugenol, Limonene, Ci 77492/Iron Oxides , Ci 77499/Iron Oxides, Ci 77491/Iron Oxide.",1,1,1,1,1
Moisturizer,DR. JART+,Black Label Detox BB Beauty Balm,36,4.1,"Water, Cyclopentasiloxane, Dimethicone, Butylene Glycol, Cyclohexasiloxane, Butylene Glycol Dicaprylate/Dicaprate, Cetyl PEG/PPG-10/1 Dimethicone, Glycerin, Sodium Chloride, Silica, Arbutin, Iron Oxides, Disteardimonium Hectorite, Calcium Stearate, Dimethicone/Vinyl Dimethicone, Crosspolymer, Talc, Sorbitan Olivate, Caprylyl Glycol, Polyglyceryl-4 Isostearate, Hexyl Laurate, Propylene Carbonate, Triethoxycaprylylsilane, Phenoxyethanol, Ethlhexylglycerin, Tocopheryl Acetate, Hydrogren Dimethicone, Aluminum Hydroxide, Sorbitan Isostearate, Ozokerite, Diisostearyl Malate Beeswax, 1,2-Hexanediol, Disodium EDTA, Ubiquinone, Anthemis Nobilis Flower Extract, Camellia Sinensis Leaf Extract, Caviar Extract, Propylene Glycol, Portulaca Oleracea Extract, Alcohol, Ginkgo Biloba Leaf Extract, Aloe Barbadensis Leaf Juice, Glyceryl Caprylate, Potassium Sorbate, Hydrolyzed Collagen, Sodium Benzoate.",1,0,1,0,1
Moisturizer,ALGENIST,SUBLIME DEFENSE Ultra Lightweight UV Defense Fluid SPF 50,28,4.4,"Cyclopentasiloxane, Water, Alcohol Denat., Glycerin, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Methyl Methacrylate Crosspolymer, PEG/PPG-18/18 Dimethicone, Algae Exopolysaccharides, Echinacea Purpurea Extract, Tocopheryl Acetate, Camellia Oleifera Leaf Extract, Arctostaphylos Uva Ursi Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, PEG-9 Polydimethylsiloxyethyl Dimethicone, Stearic Acid, Triethoxysilylethyl Polydimethylsiloxyethyl Hexyl Dimethicone, Ethylhexylglycerin, Caprylyl Glycol, Aluminum Hydroxide, Phenoxyethanol, Hexylene Glycol, Fragrance.",0,0,0,0,0
Moisturizer,PHILOSOPHY,Renewed Hope in A Jar Overnight Recharging & Refining Moisturizer,49,4.4,"Water, Isononyl Isononanoate, Propanediol, Glycolic Acid, Cetyl Alcohol, Glycerin, Neopentyl Glycol Diheptanoate, Caprylic/Capric Triglyceride, Ascorbyl Glucoside, Arachidyl Alcohol, Sodium Hydroxide, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Peg-12 Glyceryl Dimyristate, Squalane, Behenyl Alcohol, Glyceryl Stearate, Peg-100 Stearate, Allantoin, Gluconolactone, Butylene Glycol, Sodium Pca, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Arginine, Betaglucan, Sodium Metabisulfite, Lecithin, Adenosine, Sodium Benzoate, Polysorbate 60, Magnesium Aluminum Silicate, Dipotassium Glycyrrhizate, Arachidyl Glucoside, Sodium Sulfite, Bisabolol, Calcium Gluconate, Parfum/Fragrance, Chlorphenesin, Disodium Edta, Xanthan Gum, Farnesol, Linalool, Phenoxyethanol.",1,1,1,1,1
Moisturizer,JOSIE MARAN,Argan Cleansing Oil,32,4.1,"Helianthus Annuus (Sunflower) Seed Oil**, Polysorbate-80**, Polysorbate-20**, Carthamus Tinctorius (Safflower) Seed Oil**, Argania Spinosa (Argan) Kernel Oil*, Citrus Grandis (Pomelo Grapefruit) Seed Oil**, Vitis Vinifera (Grape) Seed Oil**, Olea Europaea (Olive) Fruit Oil**, Tocopherol, Sucralose**.",1,1,1,1,1
Moisturizer,MURAD,Anti-Aging Moisturizer SPF 30 PA+++,48,4.3,"Water, Cetyl Alcohol, Glycerin, Polyester-8, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Phospholipids, Tocopheryl Acetate, Ascorbyl Palmitate, Ethylhexyl Palmitate, Silica Dimethyl Silylate, Butylene Glycol, Sodium Hyaluronate, Caprylic/Capric Triglyceride, Laminaria Ochroleuca Extract, Saccharomyces/Xylinum/Black Tea Ferment, Hydroxyethylcellulose, Cetearyl Olivate, Sorbitan Olivate, Dimethicone, Zinc Gluconate, Macrocystis Pyrifera Extract, Hydrolyzed Wheat Protein, PVP, Hydrolyzed Ceratonia Siliqua Seed Extract, Argania Spinosa Kernel Extract, Serenoa Serrulata Fruit Extract, Sesamum Indicum (Sesame) Seed Extract, Cimicifuga Racemosa Root Extract, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Laminaria Saccharina Extract, Diethylhexyl Syringylidenemalonate, Ascorbic Acid, Chitosan, Propyl Gallate, PEG-100 Stearate, Glyceryl Stearate, Xanthan Gum, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Disodium EDTA, Aminomethyl Propanol, Silica, Phenoxyethanol, Caprylyl Glycol, Chlorphenesin, Citronellol, Geraniol, Limonene, Linalool, Fragrance.",0,0,0,0,0
Moisturizer,CLINIQUE,Moisture Surge Overnight Mask,35,4.5,"Water , Glycerin , Cetyl Alcohol , Dimethicone , Glyceryl Polymethacrylate , Butyrospermum Parkii (Shea Butter) , Cetyl Ethylhexanoate , Peg-8 , Glycereth-26 , Sucrose , Sorbitan Stearate , Peg-100 Stearate , Trehalose , Mangifera Indica (Mango) Seed Butter , Hypnea Musciformis (Algae) Extract , Gellidiela Acerosa (Algae) Extract , Olea Europaea (Olive) Fruit Extract , Triticum Vulgare (Wheat Bran) Extract , Cladosiphon Okamuranus Extract , Astrocaryum Murumuru Seed Butter , Cetearyl Alcohol , Aloe Barbadensis Leaf Water , Peg-75 , Caffeine , Pantethine , Sorbitol , Butylene Glycol , Oryzanol , Bisabolol , Panthenol , Phytosterols , Tocopheryl Acetate , Caprylyl Glycol , Sodium Hyaluronate , Hexylene Glycol , Carbomer , Potassium Hydroxide , Dextrin , Disodium Edta , Phenoxyethanol , Red 4 (Ci 14700) , Yellow 5 (Ci 19140)",0,0,0,0,0
Moisturizer,KIEHL'S SINCE 1851,Ultra Facial Moisturizer,29,3.9,"Water Squalane, Glycerin, Peg-100 Stearate, Glyceryl Stearate, Butylene Glycol, Triethanolamine, Phenoxyethanol, Sorbitan Oleate, Carbomer, Methylparaben, Propylparaben, Stearic Acid, Beeswax, Myristyl Alcohol, Sweet Almond Oil, Apricot Kernel Oil, Tocopherol, Avocado Oil.",1,1,1,1,1
Moisturizer,FARMACY,Honey Savior All-in-One Skin Repair Salve with Echinacea GreenEnvy™ Honey,34,4.5,"Ricinus Communis (Castor) Seed Oil, Hydroxystearic/Linolenic/Linoleic Polyglycerides, Helianthus Annuus (Sunflower) Seed Oil, Honey Extract, Canola Oil, Propolis Extract, Royal Jelly Extract, Polyhydroxystearic Acid, Caprylic/Capric Triglyceride, Rhus Succedanea Fruit Wax, Rhus Verniciflua Peel Wax, Echinacea Purpurea Root Extract, Hydrogenated Castor Oil, Euphorbia Cerifera (Candelilla) Wax, Helianthus Annuus (Sunflower) Seed Wax, Tocopherol, Ascorbyl Palmitate, Beeswax, Copernicia Cerifera (Carnauba) Wax, Honey, Flavor.",1,1,1,0,1
Moisturizer,PHILOSOPHY,Ultimate Miracle Worker Multi-Rejuvenating Cream SPF 30,75,4.0,"Water, C12-15 Alkyl Benzoate, Carthamus Tinctorius (Safflower) Oleosomes, Glycerin, Cyclopentasiloxane, Butylene Glycol, Methyl Gluceth-20, Gluconolactone, Polyacrylamide, Hydrogenated Lecithin, Cyclohexasiloxane, Cetyl Alcohol, Bifida Ferment Lysate, Phenoxyethanol, Ammonium Acryloyldimethyltaurate/Vp Copolymer, C13-14 Isoparaffin, Polysorbate 80, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Benzoate, Sodium Hydroxide, Laureth-7, Glycine Soja (Soybean) Oil, Fragrance, Iris Pallida Root Extract, Ruby Powder, Disodium Edta, Gluconic Acid, Alcohol, Mica, Lecithin, Adenosine, Cellulose Gum, Retinol, Peg-8, Polysorbate 20, Bht, Chitosan, Ethylhexylglycerin, Glycolic Acid, Sorbitan Oleate, Calcium Gluconate, Tocopherol, Behentrimonium Chloride, Sodium Bicarbonate, Ascorbyl Palmitate, Beta-Glucan, Potassium Phosphate, Caprylyl Glycol, 1,2-Hexanediol, Camellia Sinensis Leaf Extract, Coffea Arabica (Coffee) Seed Extract, Pongamia Pinnata Seed Extract, Isopropyl Alcohol, Acetic Acid, Angelica Archangelica Root Extract, Benzoic Acid, Citrus Aurantium Amara (Bitter Orange) Peel Extract, Maltodextrin, Citric Acid, Magnesium Aluminum Silicate, Xanthan Gum, Lactic Acid, Ascorbic Acid, Sclerotium Gum, Bha, Sorbic Acid, Titanium Dioxide (Ci 77891).",1,1,1,0,0
