"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number"
"SL","2017-08-17","85.5","-2.4169","5.1913","Aaron Judge",592450,570663,"null","ball",,,,,"11","null","R","R","R","NYM","NYY","B","null","null",1,0,2017,"-0.2862","0.3061","-0.9763","3.4804","null","null","null",0,7,"Top","null","null",,,518595,,"170818_010418","3.9186","-124.2031","1.5775","-3.6417","22.4152","-29.5359","3.7903","1.7139","null","null","null","85.0550","2403","5.8670",491908,570663,518595,642086,452678,608703,642708,624424,607043,434158,"54.6330","0.000","0.000","null","null","null","null","null",53,"2"
"FT","2017-08-17","92.8","-2.1480","5.2925","Aaron Judge",592450,570663,"null","ball",,,,,"1","null","R","R","R","NYM","NYY","B","null","null",0,0,2017,"-1.4610","1.2861","-0.7695","3.9354","null","null","null",0,7,"Top","null","null",,,518595,,"170818_010356","6.6221","-134.6773","-0.4394","-19.0531","28.7055","-16.7746","3.9309","1.8545","null","null","null","92.2950","2377","6.0850",491908,570663,518595,642086,452678,608703,642708,624424,607043,434158,"54.4145","0.000","0.000","null","null","null","null","null",53,"1"
"SL","2017-08-17","86.1","1.0369","5.5040","Aaron Judge",592450,571927,"hit_by_pitch","hit_by_pitch",,,,,"11","Aaron Judge hit by pitch.  ","R","R","L","NYM","NYY","B","null","null",0,2,2017,"-0.4512","0.4141","-1.3504","4.4779","622663.00","458731.00","null",1,4,"Top","null","null",,,518595,,"170818_001639","-4.7689","-125.2243","2.9109","-3.9493","22.6485","-28.4682","3.7903","1.6201","32","71.5","-6.0248","86.7930","2159","6.5190",491908,571927,518595,642086,452678,608703,642708,493316,624424,434158,"53.9811","0.087","0.082","0.70",1,0,0,2,33,"3"
"SL","2017-08-17","88.1","1.0894","5.4621","Aaron Judge",592450,571927,"null","swinging_strike",,,,,"13","null","R","R","L","NYM","NYY","S","null","null",0,1,2017,"-0.0882","0.2622","-1.2868","2.0252","622663.00","458731.00","null",1,4,"Top","null","null",,,518595,,"170818_001613","-5.6180","-128.2033","-2.8762","0.0599","23.9129","-28.8833","3.7803","1.6201","null","null","null","88.9390","2053","6.5830",491908,571927,518595,642086,452678,608703,642708,493316,624424,434158,"53.9170","0.000","0.000","null","null","null","null","null",33,"2"
"SL","2017-08-17","86.8","1.0947","5.6736","Aaron Judge",592450,571927,"null","foul",,,,,"5","null","R","R","L","NYM","NYY","S","null","null",0,0,2017,"-0.2659","0.2278","-0.0983","2.9784","622663.00","458731.00","null",1,4,"Top","null","null",,,518595,,"170818_001550","-2.3140","-126.2874","-0.7382","-2.3778","25.3849","-29.8049","3.7803","1.6201","null","null","null","86.8550","2079","6.2980",491908,571927,518595,642086,452678,608703,642708,493316,624424,434158,"54.2020","0.000","0.000","null","null","null","null","null",33,"1"
"SL","2017-08-17","87.2","1.0397","5.4338","Aaron Judge",592450,571927,"strikeout","swinging_strike",,,,,"2","Aaron Judge strikes out swinging.  ","R","R","L","NYM","NYY","S","null","null",3,2,2017,"-0.1926","0.0572","-0.1023","3.1959","null","null","null",0,3,"Top","null","null",,,518595,,"170817_235447","-2.3530","-126.8367","0.6243","-1.6317","24.4899","-31.8788","3.7803","1.6201","null","null","null","87.4310","2045","6.3250",491908,571927,518595,642086,452678,608703,642708,493316,624424,434158,"54.1746","0.000","0.000","0.00",1,0,0,"null",20,"6"
"SI","2017-08-17","93.2","1.0199","5.6501","Aaron Judge",592450,571927,"null","ball",,,,,"11","null","R","R","L","NYM","NYY","B","null","null",2,2,2017,"1.2272","0.8640","-0.1269","4.1696","null","null","null",0,3,"Top","null","null",,,518595,,"170817_235435","-5.6691","-135.4284","0.0685","16.4598","29.7558","-21.6822","3.7903","1.6201","null","null","null","93.5460","1874","6.5760",491908,571927,518595,642086,452678,608703,642708,493316,624424,434158,"53.9232","0.000","0.000","null","null","null","null","null",20,"5"
"SI","2017-08-17","93.2","0.9842","5.7217","Aaron Judge",592450,571927,"null","foul",,,,,"1","null","R","R","L","NYM","NYY","S","null","null",2,1,2017,"1.1046","0.9303","-0.3579","3.1937","null","null","null",0,3,"Top","null","null",,,518595,,"170817_235411","-5.8496","-135.3423","-2.7168","14.8491","31.0024","-20.4002","3.7803","1.6201","212","77.0","56.9188","92.8810","2027","6.3180",491908,571927,518595,642086,452678,608703,642708,493316,624424,434158,"54.1818","0.000","0.000","null","null","null","null",3,20,"4"
"SL","2017-08-17","87.4","1.1810","5.5515","Aaron Judge",592450,571927,"null","ball",,,,,"11","null","R","R","L","NYM","NYY","B","null","null",1,1,2017,"-0.2327","0.5177","-1.5545","2.7811","null","null","null",0,3,"Top","null","null",,,518595,,"170817_235358","-6.1025","-126.8320","-1.4970","-1.0945","28.9697","-26.5352","3.7903","1.6201","null","null","null","86.8360","2120","6.3370",491908,571927,518595,642086,452678,608703,642708,493316,624424,434158,"54.1627","0.000","0.000","null","null","null","null","null",20,"3"
"SL","2017-08-17","87.1","1.1421","5.5453","Aaron Judge",592450,571927,"null","ball",,,,,"13","null","R","R","L","NYM","NYY","B","null","null",0,1,2017,"-0.3353","0.3913","-1.6270","2.1619","null","null","null",0,3,"Top","null","null",,,518595,,"170817_235342","-5.9710","-126.4433","-2.6842","-2.2390","28.5743","-27.6073","3.9309","1.6201","null","null","null","86.8810","2160","6.5170",491908,571927,518595,642086,452678,608703,642708,493316,624424,434158,"53.9831","0.000","0.000","null","null","null","null","null",20,"2"
"FF","2017-08-17","93.3","1.1739","5.5335","Aaron Judge",592450,571927,"null","foul_tip",,,,,"1","null","R","R","L","NYM","NYY","S","null","null",0,0,2017,"1.0772","1.0652","-0.4759","3.5125","null","null","null",0,3,"Top","null","null",,,518595,,"170817_235330","-6.6143","-135.5093","-1.7743","14.7650","29.3033","-18.8096","3.7803","1.6201","null","null","null","93.4750","2069","6.4650",491908,571927,518595,642086,452678,608703,642708,493316,624424,434158,"54.0351","0.000","0.000","null","null","null","null","null",20,"1"
"SI","2017-08-17","92.7","0.9368","5.6060","Aaron Judge",592450,571927,"strikeout","swinging_strike",,,,,"12","Aaron Judge strikes out swinging.  ","R","R","L","NYM","NYY","S","null","null",0,2,2017,"1.2155","0.6589","0.1172","4.0301","null","458731.00","543305.00",0,1,"Top","null","null",,,518595,,"170817_231714","-4.7823","-134.6534","0.3508","15.9693","30.1273","-24.3819","3.7801","1.6199","null","null","null","93.0140","1950","6.6330",491908,571927,518595,642086,452678,608703,642708,493316,624424,434158,"53.8667","0.000","0.000","0.00",1,0,0,"null",3,"3"
"SI","2017-08-17","93.9","1.0468","5.6385","Aaron Judge",592450,571927,"null","swinging_strike",,,,,"11","null","R","R","L","NYM","NYY","S","null","null",0,1,2017,"1.0437","0.7406","-0.2314","4.0058","null","458731.00","543305.00",0,1,"Top","null","null",,,518595,,"170817_231645","-5.6555","-136.5467","-0.1662","14.4160","29.2946","-22.9655","3.7801","1.6199","null","null","null","94.5080","2082","6.6150",491908,571927,518595,642086,452678,608703,642708,493316,624424,434158,"53.8843","0.000","0.000","null","null","null","null","null",3,"2"
"SL","2017-08-17","86.0","1.1036","5.5887","Aaron Judge",592450,571927,"null","called_strike",,,,,"11","null","R","R","L","NYM","NYY","S","null","null",0,0,2017,"-0.5325","-0.0798","-0.9850","3.4474","null","458731.00","543305.00",0,1,"Top","null","null",,,518595,,"170817_231626","-3.8857","-125.0755","1.3184","-4.8551","24.7137","-33.4807","3.7801","1.6300","null","null","null","86.3370","2052","6.4810",491908,571927,518595,642086,452678,608703,642708,493316,624424,434158,"54.0183","0.000","0.000","null","null","null","null","null",3,"1"
"CH","2017-08-16","87.3","-1.7153","5.9568","Aaron Judge",592450,592340,"strikeout","swinging_strike",,,,,"14","Aaron Judge strikes out swinging.  ","R","R","R","NYM","NYY","S","null","null",3,2,2017,"-1.3402","0.0071","0.1043","1.1025","null","null","null",1,9,"Top","null","null",,,"null",,"170817_020953","7.1385","-126.7644","-5.5413","-15.9547","25.4871","-31.1888","3.7801","1.6199","null","null","null","null","1340","6.4568",491897,"null","null","null","null","null","null","null","null","null","54.0433","0.000","0.000","0.00",1,0,0,"null",70,"6"
"CH","2017-08-16","87.7","-1.4752","5.9498","Aaron Judge",592450,592340,"null","ball",,,,,"14","null","R","R","R","NYM","NYY","B","null","null",2,2,2017,"-1.0120","0.7127","1.3373","0.9800","null","null","null",1,9,"Top","null","null",,,"null",,"170817_020926","8.8206","-127.1071","-7.3206","-12.6514","23.9034","-23.2580","4.0018","1.8317","null","null","null","null","1307","6.2347",491897,"null","null","null","null","null","null","null","null","null","54.2654","0.000","0.000","null","null","null","null","null",70,"5"
"CH","2017-08-16","86.8","-1.7231","6.0907","Aaron Judge",592450,592340,"null","swinging_strike",,,,,"7","null","R","R","R","NYM","NYY","S","null","null",2,1,2017,"-1.4488","0.5935","-0.6972","1.8613","null","null","null",1,9,"Top","null","null",,,"null",,"170817_020904","5.3353","-125.9628","-5.0756","-16.3661","25.4784","-25.1115","3.7801","1.6199","null","null","null","null","1208","6.0869",491897,"null","null","null","null","null","null","null","null","null","54.4132","0.000","0.000","null","null","null","null","null",70,"4"
"CH","2017-08-16","87.6","-1.6171","5.9476","Aaron Judge",592450,592340,"null","ball",,,,,"14","null","R","R","R","NYM","NYY","B","null","null",1,1,2017,"-1.2335","0.5398","0.1235","0.5882","null","null","null",1,9,"Top","null","null",,,"null",,"170817_020836","6.7044","-127.2382","-7.9556","-14.6740","22.6408","-25.0495","4.0488","1.9493","null","null","null","null","1286","6.2472",491897,"null","null","null","null","null","null","null","null","null","54.2529","0.000","0.000","null","null","null","null","null",70,"3"
"FF","2017-08-16","93.9","-1.7020","5.9085","Aaron Judge",592450,592340,"null","foul",,,,,"5","null","R","R","R","NYM","NYY","S","null","null",1,0,2017,"-1.1563","1.1774","0.1592","2.7663","null","null","null",1,9,"Top","null","null",,,"null",,"170817_020810","7.3344","-136.2800","-4.9701","-15.9786","29.5624","-16.6607","3.7801","1.6199","null","null","null","null","2146","6.2823",491897,"null","null","null","null","null","null","null","null","null","54.2179","0.000","0.000","null","null","null","null","null",70,"2"
"FF","2017-08-16","94.1","-1.6502","6.2400","Aaron Judge",592450,592340,"null","ball",,,,,"11","null","R","R","R","NYM","NYY","B","null","null",0,0,2017,"-1.2020","1.2482","-1.2644","3.9229","null","null","null",1,9,"Top","null","null",,,"null",,"170817_020750","3.6222","-136.6485","-3.0086","-15.7826","30.6044","-16.1774","4.1193","1.9258","null","null","null","null","2142","6.2175",491897,"null","null","null","null","null","null","null","null","null","54.2827","0.000","0.000","null","null","null","null","null",70,"1"
"FF","2017-08-16","93.6","-3.6720","4.6622","Aaron Judge",592450,623149,"field_out","hit_into_play",,,,,"11","Aaron Judge pops out to catcher Rene Rivera on the infield fly rule.  ","R","R","R","NYM","NYY","X","2","popup",2,2,2017,"-1.5816","1.3974","-0.8390","3.3400","591720.00","453056.00","543305.00",1,7,"Top","126.33","193.48",,,"null",,"170817_012307","10.8254","-135.7061","-0.7233","-22.0713","30.0955","-14.8397","3.7802","1.6199","null","80.0","69.0000","null","2430","6.5703",491897,"null","null","null","null","null","null","null","null","null","53.9298","0.000","0.001","0.00",1,0,0,3,54,"6"
"FF","2017-08-16","91.7","-3.5887","4.7011","Aaron Judge",592450,623149,"null","ball",,,,,"12","null","R","R","R","NYM","NYY","B","null","null",1,2,2017,"-1.3240","1.2026","0.4871","3.9230","591720.00","453056.00","543305.00",1,7,"Top","null","null",,,"null",,"170817_012244","13.0390","-132.7268","1.3351","-18.2815","26.9133","-18.4509","3.5852","1.5558","null","null","null","null","2375","6.2168",491897,"null","null","null","null","null","null","null","null","null","54.2833","0.000","0.000","null","null","null","null","null",54,"5"
"FF","2017-08-16","94.3","-3.7000","4.5477","Aaron Judge",592450,623149,"null","foul",,,,,"6","null","R","R","R","NYM","NYY","S","null","null",1,2,2017,"-1.6456","0.8743","0.4522","2.8719","591720.00","453056.00","543305.00",1,7,"Top","null","null",,,"null",,"170817_012208","14.4672","-136.4742","-0.5800","-23.8496","28.6272","-21.1852","3.7802","1.7124","null","null","null","null","2561","6.6002",491897,"null","null","null","null","null","null","null","null","null","53.8999","0.000","0.000","null","null","null","null","null",54,"4"
"SL","2017-08-16","85.8","-3.7798","4.5989","Aaron Judge",592450,623149,"null","blocked_ball",,,,,"14","null","R","R","R","NYM","NYY","B","null","null",0,2,2017,"0.0896","0.0821","1.7695","0.6028","591720.00","453056.00","543305.00",1,7,"Top","null","null",,,"null",,"170817_012140","12.7930","-124.1887","-3.3172","-1.3997","22.5251","-30.9424","3.9078","1.8082","null","null","null","null","2404","5.9415",491897,"null","null","null","null","null","null","null","null","null","54.5586","0.000","0.000","null","null","null","null","null",54,"3"
"FF","2017-08-16","94.1","-3.6810","4.6557","Aaron Judge",592450,623149,"null","called_strike",,,,,"5","null","R","R","R","NYM","NYY","S","null","null",0,1,2017,"-1.4922","1.0456","0.1672","3.1349","591720.00","453056.00","543305.00",1,7,"Top","null","null",,,"null",,"170817_012118","13.2138","-136.1253","-0.4993","-21.4225","28.9921","-19.2350","4.0623","1.7947","null","null","null","null","2592","6.3758",491897,"null","null","null","null","null","null","null","null","null","54.1243","0.000","0.000","null","null","null","null","null",54,"2"
"FF","2017-08-16","93.8","-3.6730","4.6588","Aaron Judge",592450,623149,"null","called_strike",,,,,"6","null","R","R","R","NYM","NYY","S","null","null",0,0,2017,"-1.4741","1.0069","0.5982","3.0693","591720.00","453056.00","543305.00",1,7,"Top","null","null",,,"null",,"170817_012057","14.2543","-135.6392","-0.5670","-21.3074","28.2238","-19.7262","4.1328","1.8417","null","null","null","null","2594","6.4750",491897,"null","null","null","null","null","null","null","null","null","54.0251","0.000","0.000","null","null","null","null","null",54,"1"
"FT","2017-08-16","92.0","-1.6523","6.2623","Aaron Judge",592450,607229,"single","hit_into_play_no_out",,,,,"11","Aaron Judge singles on a line drive to left fielder Yoenis Cespedes.  ","R","R","R","NYM","NYY","X","null","line_drive",1,1,2017,"-1.6303","1.3210","-1.1959","3.6539","null","null","null",1,6,"Top","77.62","130.43",,,"null",,"170817_004320","4.5205","-133.4235","-3.4573","-19.9889","29.9988","-16.2819","3.7802","1.6200","null","90.0","15.0000","null","2115","5.6937",491897,"null","null","null","null","null","null","null","null","null","54.8064","0.812","0.785","0.90",1,1,0,4,40,"3"
"CU","2017-08-16","82.9","-1.7064","6.0667","Aaron Judge",592450,607229,"null","ball",,,,,"13","null","R","R","R","NYM","NYY","B","null","null",0,1,2017,"0.2661","-0.3873","-0.0676","1.3131","null","null","null",1,6,"Top","null","null",,,"null",,"170817_004308","3.2012","-120.5220","-3.6251","1.9305","22.9190","-35.4229","3.7902","1.6200","null","null","null","null","2732","5.6911",491897,"null","null","null","null","null","null","null","null","null","54.8090","0.000","0.000","null","null","null","null","null",40,"2"
"FT","2017-08-16","93.7","-1.6769","5.9537","Aaron Judge",592450,607229,"null","foul",,,,,"1","null","R","R","R","NYM","NYY","S","null","null",0,0,2017,"-1.8785","0.7384","-0.6890","3.1592","null","null","null",1,6,"Top","null","null",,,"null",,"170817_004246","6.5758","-135.9355","-3.0189","-24.4620","31.0184","-22.7001","3.7802","1.6200","null","null","null","null","2095","6.0303",491897,"null","null","null","null","null","null","null","null","null","54.4698","0.000","0.000","null","null","null","null","null",40,"1"
"SL","2017-08-16","86.9","-1.7616","6.0383","Aaron Judge",592450,607229,"home_run","hit_into_play_score",,,,,"2","Aaron Judge homers (37) on a fly ball to left center field.  ","R","R","R","NYM","NYY","X","null","fly_ball",1,0,2017,"-0.2339","0.2218","-0.1275","3.1018","null","null","null",0,4,"Top","45.14","42.97",,,"null",,"170817_000853","4.3361","-126.2615","-1.3208","-3.2892","23.8744","-29.8062","3.7802","1.6200","null","103.0","30.0000","null","2158","5.8287",491897,"null","null","null","null","null","null","null","null","null","54.6714","0.783","1.508","2.00",1,0,3,6,23,"2"
"FF","2017-08-16","93.3","-1.6276","6.2589","Aaron Judge",592450,607229,"null","ball",,,,,"11","null","R","R","R","NYM","NYY","B","null","null",0,0,2017,"-0.8553","1.2247","-0.0854","4.8337","null","null","null",0,4,"Top","null","null",,,"null",,"170817_000841","5.7464","-135.4829","-0.5324","-11.6198","29.1856","-17.4275","4.0489","1.9023","null","null","null","null","2046","5.9000",491897,"null","null","null","null","null","null","null","null","null","54.6001","0.000","0.000","null","null","null","null","null",23,"1"
"SL","2017-08-16","89.9","-1.8070","6.0799","Aaron Judge",592450,607229,"field_out","hit_into_play",,,,,"9","Aaron Judge grounds out, pitcher Robert Gsellman to first baseman Dominic Smith.   Jacoby Ellsbury to 3rd.  ","R","R","R","NYM","NYY","X","1","ground_ball",1,0,2017,"-0.3540","0.6787","0.3585","1.9409","null","453056.00","null",1,1,"Top","125.83","182.30",,,425784,,"170816_231618","6.0401","-130.4151","-5.5917","-5.2853","28.3897","-23.5881","3.7802","1.6200","10","80.2","-9.5600","88.9270","2237","5.9280",491897,607229,425784,642086,452678,518595,642708,493316,501571,624424,"54.5713","0.091","0.086","0.00",1,0,0,2,3,"2"
"SL","2017-08-16","90.2","-1.7718","6.0487","Aaron Judge",592450,607229,"null","ball",,,,,"8","null","R","R","R","NYM","NYY","B","null","null",0,0,2017,"-0.5930","0.6538","0.1365","1.8143","null","null","453056.00",1,1,"Top","null","null",,,425784,,"170816_231530","5.9112","-130.8159","-5.8384","-7.9565","27.8598","-23.7861","4.0489","1.9023","null","null","null","89.2380","2137","5.8930",491897,607229,425784,642086,452678,518595,642708,493316,501571,624424,"54.6064","0.000","0.000","null","null","null","null","null",3,"1"
"FT","2017-08-15","94.7","-1.0175","5.5568","Aaron Judge",592450,594798,"double","hit_into_play_no_out",,,,,"6","Aaron Judge doubles (15) on a sharp line drive to left fielder Yoenis Cespedes.  ","R","R","R","NYY","NYM","X","null","line_drive",0,0,2017,"-1.2424","1.0883","0.7021","2.9985","null","null","null",0,8,"Bot","55.44","97.89",,,"null",,"170816_013832","7.4117","-137.6822","-3.5359","-17.8063","29.7969","-17.3917","3.8294","1.6694","null","99.0","17.0000","null","2334","7.0131",491882,"null","null","null","null","null","null","null","null","null","53.4850","0.475","0.552","1.25",1,1,1,4,61,"1"
"FF","2017-08-15","95.3","-1.0979","5.4390","Aaron Judge",592450,594798,"walk","ball",,,,,"14","Aaron Judge walks.   Ronald Torreyes to 2nd.  ","R","R","R","NYY","NYM","B","null","null",3,0,2017,"-0.7471","1.5340","1.3204","2.8958","null","null","591720.00",2,5,"Bot","null","null",,,"null",,"170816_003958","8.1544","-138.3987","-4.5879","-11.6442","30.9475","-11.1647","4.0605","1.8906","null","null","null","null","2442","7.0000",491882,"null","null","null","null","null","null","null","null","null","53.4980","0.000","0.000","0.70",1,0,0,"null",39,"4"
"SL","2017-08-15","89.8","-1.2159","5.4732","Aaron Judge",592450,594798,"null","ball",,,,,"14","null","R","R","R","NYY","NYM","B","null","null",2,0,2017,"0.4789","0.6075","1.6500","1.8143","null","null","591720.00",2,5,"Bot","null","null",,,"null",,"170816_003938","6.1407","-130.5647","-4.4433","4.3236","27.3424","-24.3058","4.1047","2.0232","null","null","null","null","2519","7.0211",491882,"null","null","null","null","null","null","null","null","null","53.4770","0.000","0.000","null","null","null","null","null",39,"3"
"SL","2017-08-15","90.5","-1.2337","5.2788","Aaron Judge",592450,594798,"null","ball",,,,,"14","null","R","R","R","NYY","NYM","B","null","null",1,0,2017,"0.0707","0.4313","1.3865","0.8711","null","null","591720.00",2,5,"Bot","null","null",,,"null",,"170816_003903","6.4844","-131.7169","-6.1844","-0.3220","23.8983","-25.9872","3.9279","1.8021","null","null","null","null","2458","7.1114",491882,"null","null","null","null","null","null","null","null","null","53.3867","0.000","0.000","null","null","null","null","null",39,"2"
"SL","2017-08-15","90.5","-1.1723","5.3320","Aaron Judge",592450,594798,"null","ball",,,,,"14","null","R","R","R","NYY","NYM","B","null","null",0,0,2017,"0.2478","0.2009","2.5500","1.5134","null","null","591720.00",2,5,"Bot","null","null",,,"null",,"170816_003838","8.8836","-131.6090","-4.1611","1.3455","24.3713","-29.1303","3.9279","1.8906","null","null","null","null","2485","7.1511",491882,"null","null","null","null","null","null","null","null","null","53.3470","0.000","0.000","null","null","null","null","null",39,"1"
"FF","2017-08-15","96.2","-0.7699","5.5127","Aaron Judge",592450,594798,"grounded_into_double_play","hit_into_play",,,,,"6","Aaron Judge grounds into a double play, shortstop Amed Rosario to second baseman Asdrubal Cabrera to first baseman Dominic Smith.   Aaron Hicks out at 2nd.  ","R","R","R","NYY","NYM","X","6","ground_ball",0,0,2017,"-0.9094","1.4574","0.7800","2.3782","null","null","543305.00",1,3,"Bot","106.43","147.52",,,518595,,"170815_235802","6.2880","-139.8311","-6.1596","-13.6230","31.7415","-11.4146","3.8294","1.6694","15","102.7","-8.0610","97.3250","2286","6.9930",491882,594798,518595,642086,452678,527038,642708,493316,501571,434158,"53.5045","0.314","0.292","0.00",1,0,0,2,22,"1"
"FF","2017-08-15","97.3","-0.9611","5.3811","Aaron Judge",592450,594798,"strikeout","foul_tip",,,,,"12","Aaron Judge strikes out on a foul tip.  ","R","R","R","NYY","NYM","S","null","null",0,2,2017,"-0.4577","1.1605","0.9027","3.7825","null","null","null",2,1,"Bot","null","null",,,518595,,"170815_231955","6.1662","-141.5786","-1.5751","-7.6197","28.4828","-15.8391","3.8294","1.6694","null","null","null","99.2590","2306","7.1060",491882,594798,518595,642086,452678,527038,642708,493316,501571,434158,"53.3911","0.000","0.000","0.00",1,0,0,"null",6,"3"
"SL","2017-08-15","91.3","-1.1920","5.3236","Aaron Judge",592450,594798,"null","swinging_strike",,,,,"14","null","R","R","R","NYY","NYM","S","null","null",0,1,2017,"-0.2313","0.1584","0.9504","1.7233","null","null","null",2,1,"Bot","null","null",,,518595,,"170815_231938","5.9764","-132.8745","-3.6645","-3.9133","23.9945","-29.7252","3.8294","1.6694","null","null","null","93.0760","2515","6.9770",491882,594798,518595,642086,452678,527038,642708,493316,501571,434158,"53.5201","0.000","0.000","null","null","null","null","null",6,"2"
"FT","2017-08-15","96.3","-1.1088","5.4205","Aaron Judge",592450,594798,"null","called_strike",,,,,"6","null","R","R","R","NYY","NYM","S","null","null",0,0,2017,"-1.3399","1.1617","0.5602","2.7785","null","null","null",2,1,"Bot","null","null",,,518595,,"170815_231925","7.6066","-140.0365","-4.2274","-19.6706","27.4779","-15.7438","4.1388","2.0333","null","null","null","97.9280","2295","6.9430",491882,594798,518595,642086,452678,527038,642708,493316,501571,434158,"53.5544","0.000","0.000","null","null","null","null","null",6,"1"
"SL","2017-08-14","85.2","-2.2662","5.0261","Aaron Judge",592450,570663,"strikeout","swinging_strike",,,,,"5","Aaron Judge strikes out swinging.  ","R","R","R","NYY","NYM","S","null","null",3,2,2017,"0.2316","0.5909","-0.0785","2.5661","null","null","null",0,8,"Bot","null","null",,,"null",,"170815_015013","4.6297","-123.7660","-0.6750","1.5193","22.1353","-26.2841","3.5423","1.5517","null","null","null","null","2327","5.7296",491869,"null","null","null","null","null","null","null","null","null","54.7684","0.000","0.000","0.00",1,0,0,"null",60,"6"
"FF","2017-08-14","94.2","-2.1457","5.2280","Aaron Judge",592450,570663,"null","ball",,,,,"11","null","R","R","R","NYY","NYM","B","null","null",2,2,2017,"-0.7229","1.3596","-0.5392","4.8864","null","null","null",0,8,"Bot","null","null",,,"null",,"170815_014947","5.6656","-136.8419","1.8158","-10.1037","27.4418","-15.8926","4.0106","1.9236","null","null","null","null","2323","5.7880",491869,"null","null","null","null","null","null","null","null","null","54.7100","0.000","0.000","null","null","null","null","null",60,"5"
"FF","2017-08-14","93.8","-2.3184","5.1413","Aaron Judge",592450,570663,"null","foul",,,,,"1","null","R","R","R","NYY","NYM","S","null","null",2,1,2017,"-0.8554","1.7979","-0.6690","2.9959","null","null","null",0,8,"Bot","null","null",,,"null",,"170815_014915","6.0674","-136.0478","-3.6405","-11.8514","31.2432","-9.6000","3.5423","1.5517","null","null","null","null","2235","5.9969",491869,"null","null","null","null","null","null","null","null","null","54.5011","0.000","0.000","null","null","null","null","null",60,"4"
"SL","2017-08-14","84.6","-2.3700","5.0366","Aaron Judge",592450,570663,"null","ball",,,,,"14","null","R","R","R","NYY","NYM","B","null","null",1,1,2017,"-0.1456","0.1682","0.6058","0.9043","null","null","null",0,8,"Bot","null","null",,,"null",,"170815_014857","7.1772","-122.8823","-3.6599","-2.7119","21.2087","-30.0412","3.8575","1.7267","null","null","null","null","2420","6.0398",491869,"null","null","null","null","null","null","null","null","null","54.4583","0.000","0.000","null","null","null","null","null",60,"3"
"SL","2017-08-14","85.8","-2.2323","5.2071","Aaron Judge",592450,570663,"null","called_strike",,,,,"8","null","R","R","R","NYY","NYM","S","null","null",1,0,2017,"-0.1629","0.1971","0.0003","2.3962","null","null","null",0,8,"Bot","null","null",,,"null",,"170815_014843","5.5399","-124.7735","-0.8707","-2.6204","21.0390","-30.1914","3.9687","1.7796","null","null","null","null","2367","5.7566",491869,"null","null","null","null","null","null","null","null","null","54.7415","0.000","0.000","null","null","null","null","null",60,"2"
"SL","2017-08-14","86.9","-2.3338","5.1502","Aaron Judge",592450,570663,"null","ball",,,,,"11","null","R","R","R","NYY","NYM","B","null","null",0,0,2017,"0.0389","0.6584","-0.9498","3.1837","null","null","null",0,8,"Bot","null","null",,,"null",,"170815_014829","3.2070","-126.2159","0.1272","-0.2068","24.2975","-25.4691","4.0324","1.8142","null","null","null","null","2354","5.8895",491869,"null","null","null","null","null","null","null","null","null","54.6086","0.000","0.000","null","null","null","null","null",60,"1"
"FF","2017-08-14","94.0","-1.1934","5.2319","Aaron Judge",592450,606160,"home_run","hit_into_play_score",,,,,"6","Aaron Judge homers (36) on a fly ball to right center field.  ","R","R","R","NYY","NYM","X","null","fly_ball",1,0,2017,"-1.0054","0.9744","0.6937","2.2538","null","null","null",0,6,"Bot","186.60","44.76",,,"null",,"170815_010409","7.0555","-136.6218","-4.2045","-13.9427","24.7207","-19.3235","3.5424","1.5518","null","103.0","30.0000","null","2292","6.1436",491869,"null","null","null","null","null","null","null","null","null","54.3545","0.783","1.508","2.00",1,0,3,6,44,"2"
"FF","2017-08-14","94.0","-1.2334","5.2820","Aaron Judge",592450,606160,"null","ball",,,,,"14","null","R","R","R","NYY","NYM","B","null","null",0,0,2017,"-0.9822","1.3025","1.2242","2.2646","null","null","null",0,6,"Bot","null","null",,,"null",,"170815_010342","8.4885","-136.4739","-4.9957","-13.9637","26.0242","-15.0414","3.8358","1.7159","null","null","null","null","2336","6.2323",491869,"null","null","null","null","null","null","null","null","null","54.2657","0.000","0.000","null","null","null","null","null",44,"1"
