"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","pos2_person_id","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pos1_person_id","pos2_person_id","pos3_person_id","pos4_person_id","pos5_person_id","pos6_person_id","pos7_person_id","pos8_person_id","pos9_person_id","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number"
"SL","2017-06-18","85.1","-2.0067","5.5441","Giancarlo Stanton",519317,592314,"strikeout","swinging_strike",,,,,"12","Giancarlo Stanton strikes out swinging.  ","R","R","R","ATL","MIA","S","null","null",3,2,2017,"0.2238","0.4731","0.9835","2.5964","null","null","543829.00",0,6,"Top","null","null",,,435559,,"170618_185507","6.5260","-123.6010","-1.5817","1.1361","21.7739","-27.2686","3.5986","1.5688","null","null","null","84.9040","2307","6.0020",491137,592314,435559,571431,408252,547004,621020,461314,542255,455976,"54.4994","0.000","0.000","0.00",1,0,0,"null",39,"6"
"FT","2017-06-18","96.3","-2.0934","5.4165","Giancarlo Stanton",519317,592314,"null","ball",,,,,"11","null","R","R","R","ATL","MIA","B","null","null",2,2,2017,"-1.7014","0.9698","-0.6443","3.7332","null","null","543829.00",0,6,"Top","null","null",,,435559,,"170618_185448","7.6080","-139.8945","-1.0955","-23.8703","28.5060","-19.4333","3.5986","1.5688","null","null","null","96.2280","2188","6.1210",491137,592314,435559,571431,408252,547004,621020,461314,542255,455976,"54.3798","0.000","0.000","null","null","null","null","null",39,"5"
"FT","2017-06-18","96.1","-1.8923","5.6208","Giancarlo Stanton",519317,592314,"null","ball",,,,,"12","null","R","R","R","ATL","MIA","B","null","null",1,2,2017,"-1.0883","1.2552","0.9257","3.8840","null","null","543829.00",0,6,"Top","null","null",,,435559,,"170618_185430","9.8965","-139.5192","-1.8780","-16.2929","27.5795","-15.4558","3.5343","1.7135","null","null","null","96.4540","2397","6.3430",491137,592314,435559,571431,408252,547004,621020,461314,542255,455976,"54.1586","0.000","0.000","null","null","null","null","null",39,"4"
"SL","2017-06-18","84.3","-2.0835","5.6823","Giancarlo Stanton",519317,592314,"null","ball",,,,,"12","null","R","R","R","ATL","MIA","B","null","null",0,2,2017,"-0.0566","0.7651","1.1353","3.0236","null","null","543829.00",0,6,"Top","null","null",,,435559,,"170618_185410","7.5231","-122.4566","-1.3450","-1.8751","21.3157","-24.4984","3.5964","1.5669","null","null","null","84.0060","2205","5.9230",491137,592314,435559,571431,408252,547004,621020,461314,542255,455976,"54.5787","0.000","0.000","null","null","null","null","null",39,"3"
"FT","2017-06-18","93.3","-2.0859","5.2981","Giancarlo Stanton",519317,592314,"null","foul",,,,,"5","null","R","R","R","ATL","MIA","S","null","null",0,1,2017,"-1.7837","0.3169","-0.1755","2.3706","null","null","543829.00",0,6,"Top","null","null",,,435559,,"170618_185343","8.8243","-135.5289","-2.5299","-23.9250","25.5843","-27.9235","3.5942","1.5650","null","null","null","93.8860","2182","6.4250",491137,592314,435559,571431,408252,547004,621020,461314,542255,455976,"54.0767","0.000","0.000","null","null","null","null","null",39,"2"
"FT","2017-06-18","92.7","-2.2616","5.6446","Giancarlo Stanton",519317,592314,"null","called_strike",,,,,"6","null","R","R","R","ATL","MIA","S","null","null",0,0,2017,"-1.4931","0.9343","0.7661","2.3374","null","null","543829.00",0,6,"Top","null","null",,,435559,,"170618_185325","10.9464","-134.2636","-4.6579","-20.3941","27.5430","-20.0635","3.6629","1.6974","null","null","null","92.6320","2163","6.3830",491137,592314,435559,571431,408252,547004,621020,461314,542255,455976,"54.1179","0.000","0.000","null","null","null","null","null",39,"1"
"FT","2017-06-18","95.9","-2.0957","5.5135","Giancarlo Stanton",519317,592314,"strikeout_double_play","swinging_strike",,,,,"7","Giancarlo Stanton strikes out swinging and JT Riddle caught stealing home, catcher Kurt Suzuki to second baseman Brandon Phillips to catcher Kurt Suzuki to third baseman Rio Ruiz.  ","R","R","R","ATL","MIA","S","null","null",3,2,2017,"-1.6092","0.6758","-0.5839","1.7519","595375.00","null","543829.00",1,3,"Top","null","null",,,435559,,"170618_181303","7.5140","-139.3020","-5.8818","-22.3894","26.1669","-22.4523","3.5986","1.5688","null","null","null","95.9430","2276","6.0460",491137,592314,435559,571431,408252,547004,621020,461314,542255,455976,"54.4556","0.000","0.000","0.00",1,0,0,"null",20,"7"
"SL","2017-06-18","86.7","-1.9669","5.4387","Giancarlo Stanton",519317,592314,"null","ball",,,,,"14","null","R","R","R","ATL","MIA","B","null","null",2,2,2017,"0.0752","0.1721","0.8618","1.0919","595375.00","null","543829.00",1,3,"Top","null","null",,,435559,,"170618_181223","6.6068","-126.2496","-4.7683","-0.0182","16.0816","-29.8210","3.5986","1.6652","null","null","null","87.9900","2282","6.2440",491137,592314,435559,571431,408252,547004,621020,461314,542255,455976,"54.2570","0.000","0.000","null","null","null","null","null",20,"6"
"FF","2017-06-18","96.3","-2.0544","5.7581","Giancarlo Stanton",519317,592314,"null","foul",,,,,"3","null","R","R","R","ATL","MIA","S","null","null",2,2,2017,"-0.7582","1.4648","0.5297","2.9776","595375.00","null","543829.00",1,3,"Top","null","null",,,435559,,"170618_181202","8.4571","-139.7120","-5.0063","-11.6413","30.1734","-12.3583","3.5986","1.5688","200","79.2","20.8554","95.5540","2386","5.9260",491137,592314,435559,571431,408252,547004,621020,461314,542255,455976,"54.5753","0.000","0.000","null","null","null","null",4,20,"5"
"SL","2017-06-18","87.1","-2.1353","5.5372","Giancarlo Stanton",519317,592314,"null","ball",,,,,"14","null","R","R","R","ATL","MIA","B","null","null",1,2,2017,"0.1827","0.4581","2.1357","2.2627","595375.00","null","543829.00",1,3,"Top","null","null",,,435559,,"170618_181132","9.8151","-126.4113","-2.6841","0.3259","21.1054","-26.9887","3.5986","1.6492","null","null","null","87.1350","2309","6.0510",491137,592314,435559,571431,408252,547004,621020,461314,542255,455976,"54.4498","0.000","0.000","null","null","null","null","null",20,"4"
"SL","2017-06-18","86.9","-2.1429","5.4217","Giancarlo Stanton",519317,592314,"null","swinging_strike",,,,,"14","null","R","R","R","ATL","MIA","S","null","null",1,1,2017,"0.0091","0.2520","0.9906","1.1114","595375.00","null","543829.00",1,3,"Top","null","null",,,435559,,"170618_181112","7.4491","-126.3538","-4.7694","-1.0468","19.4280","-28.8937","3.5986","1.5688","null","null","null","87.3330","2303","6.0630",491137,592314,435559,571431,408252,547004,621020,461314,542255,455976,"54.4382","0.000","0.000","null","null","null","null","null",20,"3"
"SL","2017-06-18","83.2","-2.0821","5.7599","Giancarlo Stanton",519317,592314,"null","blocked_ball",,,,,"14","null","R","R","R","ATL","MIA","B","null","null",0,1,2017,"0.0274","0.8635","2.4510","-0.0122","595375.00","null","543829.00",1,3,"Top","null","null",,,435559,,"170618_181052","10.2074","-120.3884","-8.3154","-1.5629","21.5401","-22.5953","3.5986","1.6652","null","null","null","82.4040","2232","5.8890",491137,592314,435559,571431,408252,547004,621020,461314,542255,455976,"54.6123","0.000","0.000","null","null","null","null","null",20,"2"
"SL","2017-06-18","83.3","-2.2100","5.5561","Giancarlo Stanton",519317,592314,"null","called_strike",,,,,"14","null","R","R","R","ATL","MIA","S","null","null",0,0,2017,"0.3722","-0.2878","1.1476","1.7629","595375.00","null","543829.00",1,3,"Top","null","null",,,435559,,"170618_181004","6.9699","-121.2257","-1.8358","2.6081","18.9092","-34.9255","3.6429","1.7260","null","null","null","83.7480","2372","6.1300",491137,592314,435559,571431,408252,547004,621020,461314,542255,455976,"54.3708","0.000","0.000","null","null","null","null","null",20,"1"
"FF","2017-06-18","95.2","-1.7311","5.9645","Giancarlo Stanton",519317,592314,"field_out","hit_into_play",,,,,"5","Giancarlo Stanton pops out to first baseman Matt Adams in foul territory.  ","R","R","R","ATL","MIA","X","3","popup",0,1,2017,"-0.5323","1.4965","0.2422","2.4578","null","null","null",1,1,"Top","179.11","169.58",,,435559,,"170618_173711","6.2633","-138.1071","-6.7775","-7.9910","27.7205","-12.1020","3.5974","1.5675","null","80.0","69.0000","94.4730","2159","5.8090",491137,592314,435559,571431,408252,547004,621020,461314,542255,455976,"54.6920","0.000","0.001","0.00",1,0,0,3,2,"2"
"FF","2017-06-18","95.2","-2.2269","5.6643","Giancarlo Stanton",519317,592314,"null","called_strike",,,,,"5","null","R","R","R","ATL","MIA","S","null","null",0,0,2017,"-0.7803","1.3044","-0.1411","2.5776","null","null","null",1,1,"Top","null","null",,,435559,,"170618_173700","7.0951","-138.1999","-5.2905","-11.3067","27.5142","-14.7978","3.6409","1.6918","null","null","null","94.5860","2154","5.8200",491137,592314,435559,571431,408252,547004,621020,461314,542255,455976,"54.6814","0.000","0.000","null","null","null","null","null",2,"1"
"FT","2017-06-17","94.5","-0.8833","6.8373","Giancarlo Stanton",519317,462382,"field_out","hit_into_play",,,,,"7","Giancarlo Stanton grounds out, third baseman Johan Camargo to first baseman Matt Adams.  ","R","R","R","ATL","MIA","X","5","ground_ball",3,2,2017,"-1.3088","1.0145","-0.6682","2.3202","null","null","null",0,9,"Top","97.05","165.12",,,452095,,"170617_231923","3.3494","-137.1910","-8.2183","-16.9770","27.2745","-18.1162","4.1989","1.8436","null","82.9","-20.6990","93.7700","2298","5.7600",491122,462382,452095,571431,408252,622666,621020,542454,542255,455976,"54.7418","0.075","0.069","0.00",1,0,0,2,75,"7"
"CU","2017-06-17","80.4","-1.0796","6.6147","Giancarlo Stanton",519317,462382,"null","foul",,,,,"6","null","R","R","R","ATL","MIA","S","null","null",3,2,2017,"0.3758","-0.9105","0.4293","3.0050","null","null","null",0,9,"Top","null","null",,,452095,,"170617_231908","2.6097","-116.8582","0.2548","2.8733","20.3065","-40.5315","4.2010","1.8459","162","68.3","65.3054","78.9910","2129","5.1940",491122,462382,452095,571431,408252,622666,621020,542454,542255,455976,"55.3069","0.000","0.000","null","null","null","null",3,75,"6"
"FT","2017-06-17","94.8","-0.8496","6.8028","Giancarlo Stanton",519317,462382,"null","foul",,,,,"4","null","R","R","R","ATL","MIA","S","null","null",3,1,2017,"-1.4693","0.7385","-0.3286","2.5925","null","null","null",0,9,"Top","null","null",,,452095,,"170617_231848","4.4756","-137.6882","-6.9015","-19.2847","26.5908","-21.7998","4.2010","1.8459","171","68.1","62.1729","94.0520","2216","5.6630",491122,462382,452095,571431,408252,622666,621020,542454,542255,455976,"54.8382","0.000","0.000","null","null","null","null",3,75,"5"
"FT","2017-06-17","94.0","-0.9255","6.6707","Giancarlo Stanton",519317,462382,"null","called_strike",,,,,"9","null","R","R","R","ATL","MIA","S","null","null",3,0,2017,"-1.4511","0.6190","0.4684","1.1654","null","null","null",0,9,"Top","null","null",,,452095,,"170617_231827","6.6494","-136.3383","-9.8313","-19.1844","24.6984","-22.9238","3.4734","1.1773","null","null","null","93.5250","2193","5.7970",491122,462382,452095,571431,408252,622666,621020,542454,542255,455976,"54.7041","0.000","0.000","null","null","null","null","null",75,"4"
"FT","2017-06-17","92.8","-0.5431","7.0116","Giancarlo Stanton",519317,462382,"null","ball",,,,,"14","null","R","R","R","ATL","MIA","B","null","null",2,0,2017,"-0.5459","1.2782","1.2255","1.6363","null","null","null",0,9,"Top","null","null",,,452095,,"170617_231812","5.5957","-134.5432","-10.5542","-7.6039","25.5485","-15.0714","3.5760","1.6733","null","null","null","91.9470","2211","5.6980",491122,462382,452095,571431,408252,622666,621020,542454,542255,455976,"54.8035","0.000","0.000","null","null","null","null","null",75,"3"
"FT","2017-06-17","92.9","-1.0214","6.7880","Giancarlo Stanton",519317,462382,"null","ball",,,,,"11","null","R","R","R","ATL","MIA","B","null","null",1,0,2017,"-1.3822","0.8751","-1.7713","2.9434","null","null","null",0,9,"Top","null","null",,,452095,,"170617_231757","0.9951","-135.0206","-5.9158","-16.8648","25.7077","-20.7068","3.5382","1.5978","null","null","null","92.2630","2190","5.6920",491122,462382,452095,571431,408252,622666,621020,542454,542255,455976,"54.8097","0.000","0.000","null","null","null","null","null",75,"2"
"FT","2017-06-17","92.5","-0.9633","6.9050","Giancarlo Stanton",519317,462382,"null","ball",,,,,"13","null","R","R","R","ATL","MIA","B","null","null",0,0,2017,"-1.5508","1.0167","-1.2756","2.5505","null","null","null",0,9,"Top","null","null",,,452095,,"170617_231742","2.4310","-134.3224","-7.3855","-18.9260","25.7189","-18.8797","3.5571","1.6544","null","null","null","91.6400","2167","5.6240",491122,462382,452095,571431,408252,622666,621020,542454,542255,455976,"54.8770","0.000","0.000","null","null","null","null","null",75,"1"
"SL","2017-06-17","88.8","2.2747","5.6656","Giancarlo Stanton",519317,571871,"field_out","hit_into_play",,,,,"7","Giancarlo Stanton flies out sharply to center fielder Ender Inciarte.  ","R","R","L","ATL","MIA","X","8","fly_ball",1,0,2017,"-0.2028","0.4376","-0.3962","2.1832","null","571506.00","543829.00",2,6,"Top","120.58","88.93",,,452095,,"170617_221634","-6.0154","-128.9828","-3.3652","-1.1322","23.1251","-27.0302","4.1513","1.7962","263","100.3","54.5650","87.6750","2197","5.3720",491122,571871,452095,571431,408252,622666,621020,542454,542255,455976,"55.1293","0.006","0.007","0.00",1,0,0,3,50,"2"
"FF","2017-06-17","93.0","1.8763","5.6239","Giancarlo Stanton",519317,571871,"null","ball",,,,,"11","null","R","R","L","ATL","MIA","B","null","null",0,0,2017,"0.1295","1.2309","-1.9801","4.1866","null","571506.00","543829.00",2,6,"Top","null","null",,,452095,,"170617_221615","-10.0409","-134.8075","-0.5423","3.5885","27.2267","-17.4540","3.5479","1.6641","null","null","null","92.2030","2402","5.8610",491122,571871,452095,571431,408252,622666,621020,542454,542255,455976,"54.6405","0.000","0.000","null","null","null","null","null",50,"1"
"null","2017-06-17","null","null","null","Giancarlo Stanton",519317,448802,"intent_walk","automatic_ball",,,,,"null","Jaime Garcia intentionally walks Giancarlo Stanton.  ","R","R","L","ATL","MIA","B","null","null",3,0,2017,"null","null","null","null","null","400085.00","null",2,5,"Top","null","null",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",491122,"null","null","null","null","null","null","null","null","null","null","0.000","0.000","0.70",1,0,0,"null",38,"4"
"null","2017-06-17","null","null","null","Giancarlo Stanton",519317,448802,"null","automatic_ball",,,,,"null","null","R","R","L","ATL","MIA","B","null","null",2,0,2017,"null","null","null","null","null","400085.00","null",2,5,"Top","null","null",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",491122,"null","null","null","null","null","null","null","null","null","null","0.000","0.000","null","null","null","null","null",38,"3"
"null","2017-06-17","null","null","null","Giancarlo Stanton",519317,448802,"null","automatic_ball",,,,,"null","null","R","R","L","ATL","MIA","B","null","null",1,0,2017,"null","null","null","null","null","400085.00","null",2,5,"Top","null","null",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",491122,"null","null","null","null","null","null","null","null","null","null","0.000","0.000","null","null","null","null","null",38,"2"
"null","2017-06-17","null","null","null","Giancarlo Stanton",519317,448802,"null","automatic_ball",,,,,"null","null","R","R","L","ATL","MIA","B","null","null",0,0,2017,"null","null","null","null","null","400085.00","null",2,5,"Top","null","null",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",491122,"null","null","null","null","null","null","null","null","null","null","0.000","0.000","null","null","null","null","null",38,"1"
"CU","2017-06-17","76.9","0.8633","6.1607","Giancarlo Stanton",519317,448802,"strikeout","swinging_strike",,,,,"14","Giancarlo Stanton strikes out swinging.  ","R","R","L","ATL","MIA","S","null","null",2,2,2017,"-0.9147","-0.6277","0.2528","1.2727","null","null","543829.00",0,4,"Top","null","null",,,452095,,"170617_211206","0.3328","-111.8575","-2.2487","-7.6492","20.5073","-37.2025","4.1816","1.8265","null","null","null","76.4890","2803","6.0480",491122,448802,452095,571431,408252,622666,621020,542454,542255,455976,"54.4530","0.000","0.000","0.00",1,0,0,"null",26,"5"
"FF","2017-06-17","90.4","1.3760","5.7130","Giancarlo Stanton",519317,448802,"null","swinging_strike",,,,,"5","null","R","R","L","ATL","MIA","S","null","null",2,1,2017,"0.2073","0.8323","-0.2264","3.3459","null","null","543829.00",0,4,"Top","null","null",,,452095,,"170617_211036","-4.3885","-131.6749","-1.8488","3.0852","20.0363","-22.3584","4.1816","1.8265","null","null","null","90.7760","2416","5.8390",491122,448802,452095,571431,408252,622666,621020,542454,542255,455976,"54.6627","0.000","0.000","null","null","null","null","null",26,"4"
"CH","2017-06-17","83.6","1.4455","5.8241","Giancarlo Stanton",519317,448802,"null","ball",,,,,"12","null","R","R","L","ATL","MIA","B","null","null",1,1,2017,"1.3856","0.6469","1.4623","3.6031","null","null","543829.00",0,4,"Top","null","null",,,452095,,"170617_211010","-2.6155","-121.5891","0.0100","14.1086","22.3184","-26.0320","3.4839","1.6755","null","null","null","83.3030","2021","5.9720",491122,448802,452095,571431,408252,622666,621020,542454,542255,455976,"54.5288","0.000","0.000","null","null","null","null","null",26,"3"
"CH","2017-06-17","83.7","1.3938","6.1306","Giancarlo Stanton",519317,448802,"null","called_strike",,,,,"7","null","R","R","L","ATL","MIA","S","null","null",1,0,2017,"0.8333","1.1693","-0.6499","2.0289","null","null","543829.00",0,4,"Top","null","null",,,452095,,"170617_210916","-6.2632","-121.3699","-5.2236","9.3542","23.8339","-19.9831","3.5216","1.6378","null","null","null","82.9160","2001","5.9620",491122,448802,452095,571431,408252,622666,621020,542454,542255,455976,"54.5388","0.000","0.000","null","null","null","null","null",26,"2"
"FF","2017-06-17","92.7","1.3782","5.7615","Giancarlo Stanton",519317,448802,"null","ball",,,,,"13","null","R","R","L","ATL","MIA","B","null","null",0,0,2017,"0.1578","1.0623","-0.6150","0.7544","null","null","543829.00",0,4,"Top","null","null",,,452095,,"170617_210851","-5.3662","-134.5846","-9.2307","2.8734","24.3000","-17.8855","3.5027","1.5812","null","null","null","92.3130","2319","5.8070",491122,448802,452095,571431,408252,622666,621020,542454,542255,455976,"54.6939","0.000","0.000","null","null","null","null","null",26,"1"
"FF","2017-06-17","92.1","1.5319","5.7355","Giancarlo Stanton",519317,448802,"field_out","hit_into_play",,,,,"7","Giancarlo Stanton pops out to second baseman Brandon Phillips.  ","R","R","L","ATL","MIA","X","4","popup",2,1,2017,"0.1350","1.0262","-0.6806","2.4223","null","null","null",1,1,"Top","123.85","124.33",,,452095,,"170617_201256","-5.8637","-133.9409","-4.8259","2.6720","23.9530","-19.1629","4.1721","1.8170","181","91.1","62.0220","92.1510","2451","5.9670",491122,448802,452095,571431,408252,622666,621020,542454,542255,455976,"54.5344","0.017","0.020","0.00",1,0,0,3,2,"4"
"FF","2017-06-17","92.8","1.4459","5.9138","Giancarlo Stanton",519317,448802,"null","ball",,,,,"11","null","R","R","L","ATL","MIA","B","null","null",1,1,2017,"0.0146","1.4567","-0.4300","4.5951","null","null","null",1,1,"Top","null","null",,,452095,,"170617_201239","-4.7786","-134.8893","-0.7268","1.1207","26.6675","-14.6932","3.4349","1.6641","null","null","null","92.2170","2512","5.7900",491122,448802,452095,571431,408252,622666,621020,542454,542255,455976,"54.7109","0.000","0.000","null","null","null","null","null",2,"3"
"FC","2017-06-17","92.7","1.4216","5.7327","Giancarlo Stanton",519317,448802,"null","called_strike",,,,,"7","null","R","R","L","ATL","MIA","S","null","null",1,0,2017,"-0.2804","1.1043","-0.7161","1.6971","null","null","null",1,1,"Top","null","null",,,452095,,"170617_201222","-4.8141","-134.7466","-6.8882","-2.5488","23.6373","-17.8007","3.4899","1.5870","null","null","null","92.4290","2470","5.7560",491122,448802,452095,571431,408252,622666,621020,542454,542255,455976,"54.7449","0.000","0.000","null","null","null","null","null",2,"2"
"FF","2017-06-17","92.3","1.3879","5.7406","Giancarlo Stanton",519317,448802,"null","ball",,,,,"11","null","R","R","L","ATL","MIA","B","null","null",0,0,2017,"-0.0123","0.9022","-1.3537","2.8642","null","null","null",1,1,"Top","null","null",,,452095,,"170617_201208","-6.8782","-134.2745","-3.5082","0.9845","22.1197","-20.9034","3.5208","1.6419","null","null","null","92.2820","2440","5.7620",491122,448802,452095,571431,408252,622666,621020,542454,542255,455976,"54.7392","0.000","0.000","null","null","null","null","null",2,"1"
"CU","2017-06-16","81.5","-2.1416","6.2166","Giancarlo Stanton",519317,592426,"field_out","hit_into_play",,,,,"11","Giancarlo Stanton pops out to first baseman Matt Adams.  ","R","R","R","ATL","MIA","X","3","popup",2,1,2017,"-1.3689","-0.8191","-0.8422","2.7907","595375.00","543829.00","null",1,9,"Top","155.77","161.96",,,452095,,"170617_021036","5.4237","-118.6330","0.3035","-13.6939","19.2105","-40.0973","3.5981","1.5682","131","58.3","57.8270","81.2880","2161","5.7870",491107,592426,452095,571431,408252,622666,621020,542454,542255,455976,"54.7137","0.004","0.004","0.00",1,0,0,1,65,"4"
"SL","2017-06-16","86.3","-2.3227","6.3138","Giancarlo Stanton",519317,592426,"null","foul",,,,,"5","null","R","R","R","ATL","MIA","S","null","null",2,0,2017,"-1.4911","0.0927","0.1029","2.7668","595375.00","543829.00","null",1,9,"Top","null","null",,,452095,,"170617_021016","8.7628","-125.3612","-2.4785","-17.3711","21.3004","-30.9483","3.5981","1.5682","367","98.7","32.2163","86.7370","2032","6.3070",491107,592426,452095,571431,408252,622666,621020,542454,542255,455976,"54.1938","0.000","0.000","null","null","null","null",5,65,"3"
"CH","2017-06-16","86.1","-2.4721","6.1026","Giancarlo Stanton",519317,592426,"null","blocked_ball",,,,,"14","null","R","R","R","ATL","MIA","B","null","null",1,0,2017,"-1.9221","-0.1966","1.1425","-0.6370","595375.00","543829.00","null",1,9,"Top","null","null",,,452095,,"170617_020939","12.2474","-124.4991","-9.2591","-22.0518","21.7811","-32.7942","3.6696","1.7561","null","null","null","85.5060","2211","5.9700",491107,592426,452095,571431,408252,622666,621020,542454,542255,455976,"54.5308","0.000","0.000","null","null","null","null","null",65,"2"
"CH","2017-06-16","86.4","-2.5872","6.2690","Giancarlo Stanton",519317,592426,"null","ball",,,,,"14","null","R","R","R","ATL","MIA","B","null","null",0,0,2017,"-2.2764","0.1219","1.2942","1.0777","595375.00","null","543829.00",1,9,"Top","null","null",,,452095,,"170617_020917","13.7409","-124.8372","-6.3076","-26.4652","23.6773","-29.9041","3.7220","1.7043","null","null","null","86.0120","2101","6.3000",491107,592426,452095,571431,408252,622666,621020,542454,542255,455976,"54.2004","0.000","0.000","null","null","null","null","null",65,"1"
"FT","2017-06-16","91.5","-3.2581","5.3668","Giancarlo Stanton",519317,435400,"field_out","hit_into_play",,,,,"4","Giancarlo Stanton flies out to right fielder Nick Markakis.  ","R","R","R","ATL","MIA","X","9","fly_ball",1,2,2017,"-3.2702","1.0064","-0.3450","2.5566","null","null","543829.00",1,7,"Top","180.13","96.87",,,452095,,"170617_013234","13.8306","-132.3506","-3.2654","-40.2321","24.0990","-20.1934","3.5980","1.5682","4","56.9","-34.1940","90.2020","2261","5.5050",491107,435400,452095,571431,408252,622666,621020,542454,542255,455976,"54.9955","0.087","0.081","0.00",1,0,0,1,49,"4"
"CH","2017-06-16","85.4","-2.8944","5.6695","Giancarlo Stanton",519317,435400,"null","ball",,,,,"14","null","R","R","R","ATL","MIA","B","null","null",0,2,2017,"-1.3680","0.6246","2.0257","2.1414","null","null","543829.00",1,7,"Top","null","null",,,452095,,"170617_013210","13.9061","-123.3530","-3.1625","-16.0752","21.1709","-25.6048","3.7501","1.6219","null","null","null","84.0170","2129","5.4850",491107,435400,452095,571431,408252,622666,621020,542454,542255,455976,"55.0156","0.000","0.000","null","null","null","null","null",49,"3"
"CH","2017-06-16","85.0","-3.5063","5.1963","Giancarlo Stanton",519317,435400,"null","foul",,,,,"5","null","R","R","R","ATL","MIA","S","null","null",0,1,2017,"-1.6641","-0.1745","0.0760","2.6491","null","null","543829.00",1,7,"Top","null","null",,,452095,,"170617_013042","11.5395","-123.4084","0.5338","-18.7440","17.5521","-34.2120","3.5980","1.5682","198","71.2","46.7918","85.2210","2288","5.9310",491107,435400,452095,571431,408252,622666,621020,542454,542255,455976,"54.5694","0.000","0.000","null","null","null","null",3,49,"2"
"CH","2017-06-16","87.8","-3.4262","5.1853","Giancarlo Stanton",519317,435400,"null","called_strike",,,,,"5","null","R","R","R","ATL","MIA","S","null","null",0,0,2017,"-1.7243","0.4584","0.2408","2.6690","null","null","543829.00",1,7,"Top","null","null",,,452095,,"170617_013019","12.1683","-127.2536","-0.9791","-20.5987","20.1405","-27.2435","3.8306","1.7024","null","null","null","87.4520","2165","5.7840",491107,435400,452095,571431,408252,622666,621020,542454,542255,455976,"54.7170","0.000","0.000","null","null","null","null","null",49,"1"
"FF","2017-06-16","91.8","2.8106","6.2703","Giancarlo Stanton",519317,656794,"single","hit_into_play_no_out",,,,,"1","Giancarlo Stanton singles on a line drive to center fielder Ender Inciarte.  ","R","R","L","ATL","MIA","X","null","line_drive",0,0,2017,"-0.7244","1.6798","-0.4117","2.9663","null","null","null",0,6,"Top","117.87","112.78",,,452095,,"170617_005912","-6.5158","-133.2379","-5.8976","-7.1463","25.1988","-11.8681","3.5975","1.5676","210","76.3","17.0960","90.3090","2182","5.2510",491107,656794,452095,571431,408252,622666,621020,542454,542255,455976,"55.2503","0.912","0.843","0.90",1,1,0,4,37,"1"
"CU","2017-06-16","78.0","2.8692","6.3375","Giancarlo Stanton",519317,656794,"field_out","hit_into_play",,,,,"14","Giancarlo Stanton grounds out, third baseman Johan Camargo to first baseman Matt Adams.  ","R","R","L","ATL","MIA","X","5","ground_ball",2,2,2017,"-1.2190","-0.8125","1.0434","2.3063","null","null","null",1,3,"Top","111.73","168.41",,,452095,,"170617_001524","-1.7539","-113.1564","-0.2532","-9.5543","23.4813","-39.0521","3.5975","1.5677","4","85.6","-34.2360","75.6510","2699","5.0550",491107,656794,452095,571431,408252,622666,621020,542454,542255,455976,"55.4460","0.057","0.054","0.00",1,0,0,2,18,"5"
"CU","2017-06-16","77.9","3.0322","6.5253","Giancarlo Stanton",519317,656794,"null","ball",,,,,"14","null","R","R","L","ATL","MIA","B","null","null",1,2,2017,"-0.5838","-0.9992","2.7874","2.4224","null","null","null",1,3,"Top","null","null",,,452095,,"170617_001505","0.4636","-112.8483","-0.0746","-4.7773","23.4301","-40.5069","3.6333","1.5677","null","null","null","75.0790","2670","4.7840",491107,656794,452095,571431,408252,622666,621020,542454,542255,455976,"55.7165","0.000","0.000","null","null","null","null","null",18,"4"
"SL","2017-06-16","78.6","2.8772","6.4521","Giancarlo Stanton",519317,656794,"null","swinging_strike",,,,,"13","null","R","R","L","ATL","MIA","S","null","null",1,1,2017,"-1.8352","-0.3843","-1.3321","-0.5668","null","null","null",1,3,"Top","null","null",,,452095,,"170617_001441","-5.7107","-113.6759","-7.2461","-13.6606","26.7112","-33.9609","3.7621","1.6431","null","null","null","75.7950","2801","5.2400",491107,656794,452095,571431,408252,622666,621020,542454,542255,455976,"55.2604","0.000","0.000","null","null","null","null","null",18,"3"
