Date,Activity Id,Type,Route Name,Distance (km),Duration,Average Pace,Average Speed (km/h),Calories Burned,Climb (m),Average Heart Rate (bpm),Friend's Tagged,Notes,GPX File
2015-06-24 18:27:23,f27bbf5b-e534-4328-b053-70a1f7fd3195,Running,,11.14,1:03:45,5:43,10.49,766.0,162,133.0,,,2015-06-24-182723.gpx
2015-06-22 18:19:53,2b3bb63b-e5b7-419e-9b53-744ce195fa83,Running,,18.84,1:41:17,5:22,11.16,1294.0,156,141.0,,,2015-06-22-181953.gpx
2015-06-21 17:53:46,ee566558-df2c-4874-8470-4c96bc16e11b,Cycling,,34.49,1:35:39,2:46,21.63,751.0,318,,,,2015-06-21-175346.gpx
2015-06-17 18:39:44,744827f5-674f-4ec6-9ffe-82866f2b021e,Running,,12.61,1:07:45,5:22,11.17,859.0,109,137.0,,,2015-06-17-183944.gpx
2015-06-15 18:27:00,c089d063-ac9b-4931-af17-3b6329f5954a,Running,,12.64,1:02:17,4:56,12.18,926.0,107,158.0,,,2015-06-15-182700.gpx
2015-06-14 17:03:23,bf89325d-987a-4421-903f-eba2022ec226,Cycling,,28.49,1:20:47,2:50,21.16,621.0,294,,,,2015-06-14-170323.gpx
2015-06-12 18:27:52,92d68e43-b394-4a2e-be6a-49074f30a793,Running,,12.63,1:02:18,4:56,12.16,855.0,107,154.0,,,2015-06-12-182752.gpx
2015-06-10 18:14:03,791454fb-a749-47c1-9913-f72aeb7fe000,Running,,14.35,1:21:05,5:39,10.62,986.0,226,136.0,,,2015-06-10-181403.gpx
2015-06-08 18:18:18,d77c5897-a8f2-41a0-82d4-210315a0b17c,Running,,9.6,44:45,4:40,12.88,626.0,85,161.0,,,2015-06-08-181818.gpx
2015-06-07 16:51:14,4ca793f5-809f-4659-98a4-01bbd63f8d07,Running,,13.01,1:13:07,5:37,10.68,876.0,193,147.0,,,2015-06-07-165114.gpx
2015-06-06 18:30:39,04538557-0367-48ee-bcfd-e6c0a16568a8,Cycling,,18.96,1:19:02,4:10,14.39,510.0,123,,,,2015-06-06-183039.gpx
2015-06-04 18:15:45,5fe00119-e51b-48c6-a3e3-f6d75374df67,Running,,15.97,1:23:18,5:13,11.5,1097.0,135,141.0,,,2015-06-04-181545.gpx
2015-06-01 17:40:42,d2ec6e32-2140-4860-ac6b-3eb7b5923e44,Running,,11.85,1:04:46,5:28,10.98,810.0,180,145.0,,,2015-06-01-174042.gpx
2015-05-31 04:02:00,3ea58a0a-a2c8-4e8f-8e27-ac86ccbd2eb2,Cycling,,29.4,2:35:00,5:16,11.38,710.0,58,,,,2015-05-31-040200.gpx
2015-05-29 18:45:22,748d5149-2314-4bd0-8528-59d7e7ffee1d,Running,,9.73,46:22,4:46,12.59,636.0,84,150.0,,,2015-05-29-184522.gpx
2015-05-27 18:19:22,9ef5388f-c3af-4bd0-8c4c-437f1255eb99,Running,,12.8,1:03:46,4:59,12.05,859.0,108,150.0,,,2015-05-27-181922.gpx
2015-05-23 19:07:40,b685d6f3-056b-49a7-9599-8aa7a4a0248e,Cycling,,13.65,43:06,3:09,19.0,332.0,144,124.0,,,2015-05-23-190740.gpx
2015-05-21 18:45:51,98e685ee-8f60-49ef-93e5-028ce01520ba,Running,,9.54,45:19,4:45,12.64,624.0,82,147.0,,,2015-05-21-184551.gpx
2015-05-19 18:48:36,21c55ade-208e-4525-893f-07b152dd7799,Running,,12.73,1:02:30,4:55,12.22,859.0,109,134.0,,,2015-05-19-184836.gpx
2015-05-17 17:33:15,396f0254-c9ca-4ac5-bf6d-e176f6e5a2a1,Running,,9.64,48:27,5:02,11.94,642.0,85,150.0,,,2015-05-17-173315.gpx
2015-05-13 18:39:34,edd6a664-91fa-4978-9a3d-a9a9e97da0cb,Running,,12.71,1:09:15,5:27,11.01,875.0,108,158.0,,,2015-05-13-183934.gpx
2015-05-11 18:39:02,54793068-82e4-4c34-9be0-c50c8067d195,Running,,9.61,48:38,5:04,11.86,653.0,91,158.0,,,2015-05-11-183902.gpx
2015-05-06 18:18:49,295df484-190b-4ca4-a39f-99d3793cbcff,Running,,12.83,1:07:10,5:14,11.46,880.0,107,142.0,,,2015-05-06-181849.gpx
2015-05-02 18:48:03,993ca426-7e01-48eb-9b50-1bc32ee4a239,Running,,7.39,43:11,5:50,10.27,509.0,162,165.0,,,2015-05-02-184803.gpx
2015-05-01 18:05:38,7bd07c52-14d5-4c06-98aa-1b84e0a14127,Cycling,,11.41,42:39,3:44,16.06,282.0,132,125.0,,,2015-05-01-180538.gpx
2015-04-26 09:03:15,570f915e-613f-40eb-b537-219bbeab5ab1,Running,,21.12,1:38:42,4:40,12.84,1381.0,982,170.0,,,2015-04-26-090315.gpx
2015-04-23 18:48:37,9a7a2e67-0935-444c-967f-da900632f1d5,Running,,6.87,37:32,5:28,10.97,493.0,81,,,,2015-04-23-184837.gpx
2015-04-15 18:38:43,bb763b6b-6395-4684-b53f-5e671822f748,Running,,12.68,1:05:47,5:11,11.56,869.0,110,141.0,,,2015-04-15-183843.gpx
2015-04-13 16:57:26,f1b5dd21-9053-4340-b265-a074659a5dfe,Running,,18.06,1:53:38,6:17,9.54,1240.0,228,140.0,,,2015-04-13-165726.gpx
2015-04-07 18:33:21,32025da2-62c6-48d4-8ae7-3b2c72170928,Running,,15.79,1:22:37,5:14,11.46,1090.0,135,152.0,,,2015-04-07-183321.gpx
2015-04-02 18:50:23,e25f6a16-dad0-46b0-9bfb-1f1dcaa2b329,Running,,12.83,1:06:28,5:11,11.58,873.0,106,146.0,,,2015-04-02-185023.gpx
2015-03-30 18:10:03,d6b9e271-eaaa-4d22-ad7d-518fee325c62,Running,,5.73,30:12,5:17,11.37,395.0,50,123.0,,,2015-03-30-181003.gpx
2015-03-25 18:40:19,ba09e7d3-8123-4307-b3d9-17f9d93d95ee,Running,,9.73,55:12,5:40,10.58,660.0,84,131.0,,,2015-03-25-184019.gpx
2015-03-16 18:23:38,760c4a61-d435-47ca-a787-005202a803df,Running,,16.15,1:26:37,5:22,11.19,1118.0,133,131.0,,,2015-03-16-182338.gpx
2015-03-11 18:21:26,b40900ba-56b7-45cf-b8cf-73f70f43fa19,Running,,15.91,1:28:23,5:33,10.8,1082.0,136,140.0,,,2015-03-11-182126.gpx
2015-03-06 18:44:58,b7397558-85ae-4da5-9405-e36ccf729442,Running,,12.81,1:06:04,5:09,11.63,868.0,106,172.0,,,2015-03-06-184458.gpx
2015-03-04 19:00:17,029102b9-7b7d-40f9-a78d-4f42b9c618e2,Running,,10.25,58:27,5:42,10.52,691.0,90,125.0,,,2015-03-04-190017.gpx
2015-03-02 18:15:36,c5cf3852-76aa-44f0-bd03-eacb5ecd20e9,Running,,15.99,1:31:46,5:44,10.46,1079.0,128,154.0,,,2015-03-02-181536.gpx
2015-02-28 09:11:09,85adaf46-27e4-4ec3-a86f-1129e21e5f38,Running,,3.5,20:19,5:48,10.34,238.0,33,116.0,,,2015-02-28-091109.gpx
2015-02-25 18:18:41,bc2a7d16-5d71-4f3f-8534-7ac87e0010a6,Running,,9.78,54:08,5:32,10.84,661.0,87,144.0,,,2015-02-25-181841.gpx
2015-02-23 18:14:09,3f3231db-0394-4c84-811e-116c9d12a6c6,Running,,12.84,1:10:50,5:31,10.88,883.0,105,141.0,,,2015-02-23-181409.gpx
2015-02-17 18:34:53,c8ac7ae5-1a85-4057-813b-29d1bf7a2c54,Running,,9.86,55:53,5:40,10.58,707.0,60,,,,2015-02-17-183453.gpx
2015-02-12 18:22:44,2c5f4777-b55a-43b2-82f3-d633c19bbdc8,Running,,6.75,36:25,5:24,11.12,485.0,42,,,,2015-02-12-182244.gpx
2015-02-09 18:40:18,b76fc1f0-9f7d-49d0-a99f-d7305ba859c2,Running,,9.94,55:22,5:34,10.77,723.208399932435,61,,,,2015-02-09-184018.gpx
2015-02-04 18:31:10,40d23e37-2a9f-4956-900c-23bb1f721ce5,Running,,10.23,55:10,5:24,11.12,652.0,59,,,,2015-02-04-183110.gpx
2015-02-02 18:31:00,9cb617f8-0380-47c0-8c73-08f699684c24,Running,,9.91,58:57,5:57,10.08,725.2215765028999,259,,,,2015-02-02-183100.gpx
2015-01-31 09:30:04,cdd5299e-788a-4eba-afb0-99eb7ee1a2d0,Running,,6.55,40:01,6:06,9.83,436.0,37,,,,2015-01-31-093004.gpx
2015-01-28 18:43:29,22b8c0e9-c1f2-49ac-8fa2-aaa44e183d54,Running,,10.02,55:13,5:31,10.89,726.17670389112,61,,,,2015-01-28-184329.gpx
2015-01-26 18:30:18,ae5b3a84-3ea6-455c-a941-d010153f9a4e,Running,,13.11,1:14:30,5:41,10.55,960.696640142744,76,,,,2015-01-26-183018.gpx
2015-01-14 17:50:00,52dc197c-1cb1-4cb2-b1a5-d514b42a206e,Running,,9.78,52:45,5:24,11.12,654.0,51,,,,2015-01-14-175000.gpx
2015-01-12 18:20:00,27a1e74e-531f-42b5-90fc-a0b12de12031,Running,,9.78,51:45,5:18,11.34,655.0,51,,,,2015-01-12-182000.gpx
2015-01-03 17:20:00,51b58a2c-c40f-4eaa-9e10-dd600b4fba4f,Running,,9.78,52:45,5:24,11.12,654.0,51,,,,2015-01-03-172000.gpx
2014-12-26 17:50:00,14766461-48ab-47cc-8039-0930953e02f6,Running,,9.78,49:45,5:05,11.79,655.0,51,,,,2014-12-26-175000.gpx
2014-12-24 18:18:00,41b6ea5b-d428-4cc1-a27d-e0de92b2ec9c,Running,,6.59,32:00,4:51,12.35,461.0,33,,,,2014-12-24-181800.gpx
2014-12-08 16:18:00,48eebce4-1d5f-4700-856d-754f24292b2e,Running,,6.63,32:00,4:49,12.44,431.0,33,,,,2014-12-08-161800.gpx
2014-12-03 18:18:00,c61a98ea-d68f-4604-a35b-d5d42235250b,Running,,6.63,32:00,4:49,12.44,431.0,33,,,,2014-12-03-181800.gpx
2014-12-01 18:18:00,6a6d8b25-79d0-4ceb-8f89-8ed7688f80dd,Running,,6.63,32:00,4:49,12.44,429.0,33,,,,2014-12-01-181800.gpx
2014-11-25 17:50:00,d6574cc9-2e03-4d1c-a0f8-e3fe8090e8c5,Running,,9.78,51:45,5:18,11.34,655.0,51,,,,2014-11-25-175000.gpx
2014-11-19 18:18:00,04dd1189-d5cb-4ce2-ba31-0189ad5f673a,Running,,6.22,31:00,4:59,12.03,446.0,33,,,,2014-11-19-181800.gpx
2014-11-11 15:50:00,5dd88a5b-a923-4d7b-81fc-ffcb94473cc6,Running,,9.78,49:45,5:05,11.79,655.0,51,,,,2014-11-11-155000.gpx
2014-11-04 18:18:00,5a5804c3-ea87-4b47-92bb-c0f8e9f67419,Running,,6.22,32:00,5:09,11.66,445.0,33,,,,2014-11-04-181800.gpx
2014-10-30 17:50:00,99a90af9-50d0-46e0-aa9d-98d57fac335b,Running,,9.78,49:45,5:05,11.79,658.0,51,,,,2014-10-30-175000.gpx
2014-10-27 18:30:00,1e0bd31f-8aa0-4c22-9192-2bf32089855e,Running,,12.98,1:05:45,5:04,11.85,888.0,67,,,,2014-10-27-183000.gpx
2014-10-22 17:50:00,628b90a0-6cae-4dfe-9981-416e85fa5477,Running,,9.61,49:45,5:10,11.59,670.0,54,,,,2014-10-22-175000.gpx
2014-10-20 18:10:00,bc53fc84-3a38-4dca-bfb9-0fa3548ec398,Running,,9.61,51:17,5:20,11.25,672.0,54,,,,2014-10-20-181000.gpx
2014-10-14 18:10:00,26ce3134-3ff1-4546-9f1b-bcc3ff528e89,Running,,12.82,1:02:45,4:54,12.26,913.0,70,,,,2014-10-14-181000.gpx
2014-10-09 18:10:00,df510a68-0447-4ca6-ade8-d558cd700e76,Running,,9.61,52:17,5:26,11.03,677.0,54,,,,2014-10-09-181000.gpx
2014-10-07 19:10:00,85a66cf6-c96c-49dd-b8a0-23b56b771ff7,Running,,9.61,49:17,5:08,11.7,679.0,54,,,,2014-10-07-191000.gpx
2014-09-28 10:01:30,8e3e4cb5-9044-4948-a95b-8dec52112fc6,Running,,21.32,1:45:27,4:57,12.13,1633.0,447,,,,2014-09-28-100130.gpx
2014-09-23 18:10:00,37280fb2-6f9d-434b-a96e-7a55bc762680,Running,,12.82,1:02:45,4:54,12.26,921.0,70,,,,2014-09-23-181000.gpx
2014-09-18 18:12:00,560f5bd3-956a-44b3-961f-cf243d71286b,Running,,19.19,1:42:03,5:19,11.29,1353.0,111,,,,2014-09-18-181200.gpx
2014-09-15 18:30:00,a2306eac-c313-4abd-a653-e62bb74f9e3b,Running,,9.55,48:54,5:07,11.72,684.0,51,,,,2014-09-15-183000.gpx
2014-09-11 19:10:00,46be3354-011e-4fc3-8b54-3b78e4f9ea2c,Running,,9.61,48:22,5:02,11.93,682.0,54,,,,2014-09-11-191000.gpx
2014-09-08 18:00:00,8fdbb114-946e-4760-b7bc-ebc94c7a2bb4,Running,,19.19,1:42:03,5:19,11.29,1356.0,111,,,,2014-09-08-180000.gpx
2014-09-04 18:55:54,1c1779d8-5020-4bb9-b0ad-1e1f886afd46,Running,,9.61,50:22,5:14,11.45,690.0,54,,,,2014-09-04-185554.gpx
2014-09-01 18:46:00,4e983ab7-2e8d-4c1f-8e08-268304b395e6,Running,,15.59,1:23:41,5:22,11.18,1125.0,110,,,,2014-09-01-184600.gpx
2014-08-29 18:56:02,800c94a1-551e-408e-8282-ae9bb8d3ddd3,Cycling,,20.7,1:00:37,2:56,20.49,519.0,113,,,,2014-08-29-185602.gpx
2014-08-28 18:10:00,9642232e-00a5-4e7d-8a92-a8766a7b5b01,Running,,12.82,1:05:45,5:08,11.7,920.0,70,,,,2014-08-28-181000.gpx
2014-08-26 18:16:03,1cdfd12b-09c4-4b95-a0da-45b53b8129ac,Running,,16.06,1:21:39,5:05,11.8,1151.0,89,,,,2014-08-26-181603.gpx
2014-08-21 18:49:00,8f3de547-78e3-4d6c-a467-1705d536129b,Running,,9.55,53:54,5:39,10.63,684.0,51,,,,2014-08-21-184900.gpx
2014-08-18 18:37:00,5284fd7d-9fde-46b7-9f63-c0645dfa07ef,Running,,12.82,1:05:44,5:08,11.7,920.0,70,,,,2014-08-18-183700.gpx
2014-08-12 18:50:00,b4f32f79-e995-4610-b584-932134dac4c4,Running,,9.55,53:54,5:39,10.63,684.0,51,,,HOT!,2014-08-12-185000.gpx
2014-08-08 08:00:16,f9fe4f45-6f49-4b73-8336-c98413b25ac5,Running,,9.82,50:20,5:08,11.7,703.0,62,,,,2014-08-08-080016.gpx
2014-07-25 18:35:00,779e140d-38cb-49e5-b340-ee0db1b9a3eb,Running,,13.17,1:05:08,4:57,12.13,925.0,83,,,,2014-07-25-183500.gpx
2014-07-22 18:08:00,3faa84dd-552a-46b5-a2c8-b0a87123be2a,Running,,12.75,59:41,4:41,12.81,889.0,71,,,,2014-07-22-180800.gpx
2014-07-17 18:30:00,e89d7bfb-2e0d-4274-987f-eaa56f06e1e2,Running,,9.55,53:54,5:39,10.63,684.0,51,,,"It was not easy, as it was +29 Celcius",2014-07-17-183000.gpx
2014-07-10 18:45:00,47833e3a-1049-4fc9-97f1-e3a41cf1a722,Running,,12.75,1:00:41,4:46,12.6,884.0,71,,,"It was raining heavily, which was absolute fun to run that distance",2014-07-10-184500.gpx
2014-07-02 18:31:00,0fcef878-d446-45cf-aec2-61bd86740501,Running,,12.75,1:02:41,4:55,12.2,888.0,71,,,,2014-07-02-183100.gpx
2014-06-24 18:12:00,93c308f7-14b5-4f27-b030-7d44e223cd54,Running,,16.21,1:21:46,5:03,11.89,1145.0,85,,,,2014-06-24-181200.gpx
2014-06-18 18:29:00,1da0fc26-5121-4528-a25d-be8e6897b047,Running,,16.21,1:21:46,5:03,11.89,1145.0,85,,,,2014-06-18-182900.gpx
2014-06-11 18:08:00,8a7f85e2-f89f-4fed-93c3-a5c50779d32f,Running,,12.75,1:02:41,4:55,12.2,895.0,71,,,,2014-06-11-180800.gpx
2014-06-04 18:07:39,0f94765c-b3ea-4400-9dbf-3f6aa534b94b,Running,,16.17,1:20:57,5:00,11.98,1146.0,93,,,,2014-06-04-180739.gpx
2014-05-26 18:30:00,094db0ab-834e-41e2-89c5-162f88297e35,Running,,9.55,53:54,5:39,10.63,684.0,51,,,,2014-05-26-183000.gpx
2014-05-21 18:45:00,3ed219e7-77f6-4981-920b-b19d3246e26b,Running,,12.75,1:01:41,4:50,12.4,893.0,71,,,,2014-05-21-184500.gpx
2014-05-19 18:15:00,0a3dbdc0-61ef-48f2-9493-f1bd09a77ca4,Running,,12.75,1:03:01,4:57,12.14,895.0,71,,,,2014-05-19-181500.gpx
2014-05-17 07:50:00,faf85ff4-89f1-4f2d-bd73-0194b745deba,Running,,6.56,35:23,5:24,11.12,470.0,36,,,,2014-05-17-075000.gpx
2014-05-14 18:09:11,a9560e7b-7e4a-453c-a2ae-04752f26076b,Running,,13.17,1:05:08,4:57,12.13,930.0,84,,,,2014-05-14-180911.gpx
2014-05-12 18:06:22,07034064-71cd-449e-9e4e-04320cc46555,Running,,12.63,1:01:22,4:51,12.35,906.0,69,,,,2014-05-12-180622.gpx
2014-05-06 18:32:00,cbe17784-1222-446e-9101-86212817b116,Running,,12.85,1:05:41,5:07,11.74,903.0,71,,,,2014-05-06-183200.gpx
2014-05-02 18:47:02,18a3a5a6-69e6-435f-8d5b-1e80640fa7b3,Running,,7.08,37:56,5:21,11.2,537.0,127,,,,2014-05-02-184702.gpx
2014-04-27 10:00:00,a0c970d4-cfa5-4db9-8532-8e6d5b43d06f,Running,,21.73,1:46:38,4:54,12.23,1543.0,22,,,,2014-04-27-100000.gpx
2014-04-21 19:08:29,03b72419-2aeb-40ce-afb5-70f5ca298984,Running,,12.75,59:41,4:41,12.81,908.0,71,,,,2014-04-21-190829.gpx
2014-04-16 18:22:23,ae983e43-fdbe-499c-bc11-67fa63fdc1fe,Running,,19.08,1:35:03,4:59,12.04,1361.0,111,,,,2014-04-16-182223.gpx
2014-04-14 18:19:40,f32f311f-1a02-44c3-8bc8-efbcd2f33aef,Running,,12.83,1:04:32,5:02,11.92,891.0,71,,,,2014-04-14-181940.gpx
2014-04-09 18:29:04,dd153376-3f4d-4b58-83d8-5e2a50773288,Running,,16.21,1:21:45,5:03,11.9,1145.0,85,,,,2014-04-09-182904.gpx
2014-04-07 18:28:42,9e71740b-bdeb-44d0-987f-12bf6d5a43b9,Running,,12.57,1:04:09,5:06,11.75,901.0,73,,,,2014-04-07-182842.gpx
2014-04-02 18:30:00,a189ac9e-f156-4e0a-9227-6c3c5907ae87,Running,,12.47,1:04:33,5:11,11.59,895.0,69,,,,2014-04-02-183000.gpx
2014-04-02 18:18:43,2a58f421-94a3-4e02-a4af-cf5e1fc25c9c,Running,,6.22,32:00,5:09,11.65,446.0,33,,,,2014-04-02-181843.gpx
2014-03-24 18:56:12,1f2a8c46-872a-4edd-9055-95fcc0457be5,Running,,6.32,36:30,5:47,10.39,455.0,36,,,,2014-03-24-185612.gpx
2014-03-20 18:49:11,54b15891-50ae-4885-a415-3924557d5e21,Running,,9.55,53:54,5:39,10.63,684.0,51,,,,2014-03-20-184911.gpx
2014-03-18 18:49:39,920faab9-c2bf-46c0-8180-8a7039d43e9d,Running,,9.71,57:20,5:55,10.15,672.0,53,,,,2014-03-18-184939.gpx
2014-03-13 18:41:49,f9aa0165-eb95-414e-bde5-9b26aa006347,Running,,8.62,51:36,5:59,10.02,613.0,48,,,,2014-03-13-184149.gpx
2014-03-11 19:14:15,05a608e9-0ca9-4250-9a3c-2c8b3d8965d6,Running,,6.35,36:54,5:49,10.33,455.0,34,,,,2014-03-11-191415.gpx
2014-03-04 18:45:09,7e0966e7-e843-4a6f-a0a7-4b323a69b526,Running,,9.45,53:34,5:40,10.58,677.0,52,,,,2014-03-04-184509.gpx
2014-02-28 18:34:12,031d04da-435b-4b17-a27f-233242290f13,Running,,6.34,36:02,5:41,10.56,454.0,32,,,,2014-02-28-183412.gpx
2014-02-25 18:23:39,271e28ad-4f6f-4710-9973-07fb70ac4d42,Running,,6.33,36:09,5:43,10.51,454.0,35,,,,2014-02-25-182339.gpx
2014-02-19 18:40:00,16aafe53-0259-43f3-a5b6-7c7ffea90e52,Running,,6.38,36:10,5:40,10.58,458.0,34,,,,2014-02-19-184000.gpx
2014-02-15 08:55:15,9d8d9396-b49a-439d-a31d-c300bcd7b621,Running,,6.29,34:34,5:30,10.91,449.0,35,,,,2014-02-15-085515.gpx
2014-02-13 18:08:01,e8c1276e-5ecd-4b6f-bc06-72bab7efcc29,Running,,6.38,38:00,5:57,10.08,458.0,34,,,,2014-02-13-180801.gpx
2014-02-06 06:32:00,d2db35ca-1373-45d5-a1ef-a88d5aba63ad,Running,,6.56,42:23,6:28,9.29,474.0,36,,,,2014-02-06-063200.gpx
2014-01-07 18:13:04,0bb7d5c0-9f1e-4c7c-9842-29ae605e3204,Running,,10.81,1:01:31,5:42,10.54,774.0,56,,,,2014-01-07-181304.gpx
2014-01-02 09:45:05,e721a5b1-59ab-4e99-851c-cbc9eee2009f,Running,,3.38,18:10,5:23,11.16,241.0,16,,,,2014-01-02-094505.gpx
2013-12-31 08:32:35,e42c97c6-742c-4065-aad3-1c82477af7d0,Running,,6.57,36:02,5:29,10.93,471.0,36,,,,2013-12-31-083235.gpx
2013-12-23 18:59:00,806866ca-023b-4c68-98ff-17af1d765e2f,Running,,9.5,54:08,5:42,10.53,676.0,52,,,,2013-12-23-185900.gpx
2013-12-21 07:39:48,40fa8105-04cd-491a-a4f6-e32ed2849436,Running,,6.34,36:02,5:41,10.56,454.0,33,,,,2013-12-21-073948.gpx
2013-12-19 18:58:42,9627ce3e-458a-4cb8-b3f0-64d6b71dee2e,Running,,9.5,53:06,5:35,10.73,679.0,52,,,,2013-12-19-185842.gpx
2013-12-07 09:15:00,cb9e2c89-18ae-49b3-a028-d17748326a8c,Running,,6.3,34:59,5:33,10.8,452.0,35,,,,2013-12-07-091500.gpx
2013-12-04 18:36:22,0a1d041d-9ea5-438a-a2df-dcac74a33116,Running,,12.48,1:10:42,5:40,10.59,896.0,69,,,,2013-12-04-183622.gpx
2013-11-30 09:06:01,07f223e5-b7d2-49b6-b6b1-94b816cef1ac,Running,,6.33,34:24,5:26,11.03,451.0,35,,,,2013-11-30-090601.gpx
2013-11-20 18:18:12,40dd6d44-18d2-4f89-bc34-e1360590b89e,Running,,11.73,1:06:41,5:41,10.55,840.0,63,,,,2013-11-20-181812.gpx
2013-11-16 09:00:24,14e9f43f-6868-41dc-9c87-48b4206330fd,Running,,6.15,32:46,5:20,11.26,424.0,21,,,,
2013-11-07 19:00:59,0bf65ae6-1658-4bc2-9971-5dc20ac44eb0,Running,,9.47,50:07,5:18,11.33,679.0,53,,,,2013-11-07-190059.gpx
2013-11-02 09:15:18,36627858-ea69-40e5-9ed5-689e38e980cd,Running,,3.14,18:23,5:51,10.25,226.0,18,,,,2013-11-02-091518.gpx
2013-10-30 18:42:16,4d8f1e78-73bb-4cac-9ce7-6167fbca9da9,Running,,5.81,33:12,5:43,10.49,413.0,32,,,,2013-10-30-184216.gpx
2013-10-23 18:51:35,929e7c6a-ef2f-44d1-b4a9-d0159e5aa618,Running,,6.3,35:41,5:40,10.59,453.0,35,,,,2013-10-23-185135.gpx
2013-10-18 18:07:56,eb690f23-7d74-4d07-853f-58a8a3872f19,Running,,12.53,1:09:46,5:34,10.77,897.0,74,,,,2013-10-18-180756.gpx
2013-10-15 18:28:14,9aef5085-2cab-4872-8797-85794667ba23,Running,,8.57,49:35,5:47,10.37,616.0,45,,,,2013-10-15-182814.gpx
2013-10-12 09:36:00,2c71d785-7846-47f1-81f0-55ea80e6e22c,Running,,6.36,34:21,5:24,11.11,455.0,35,,,,2013-10-12-093600.gpx
2013-10-10 18:08:08,178f39db-9acd-4833-b57c-851fb430e5d4,Running,,9.34,50:21,5:24,11.12,669.0,52,,,,2013-10-10-180808.gpx
2013-10-05 07:36:47,981fe91d-aa68-4bb8-8009-71e62dbe5d34,Running,,6.36,34:21,5:24,11.1,455.0,35,,,,2013-10-05-073647.gpx
2013-09-30 18:50:38,f50f24f1-b79e-4bf3-8dfc-6b43d46f385f,Running,,6.45,32:41,5:04,11.84,462.0,34,,,,2013-09-30-185038.gpx
2013-09-10 18:13:42,f696092e-4359-44fb-9544-da83ddbfc1c4,Running,,12.72,1:01:54,4:52,12.33,1018.0,398,,,,2013-09-10-181342.gpx
2013-09-02 19:10:44,42adb02c-8d84-43fc-9612-0a7e0b4256a5,Running,,6.41,32:23,5:03,11.88,458.0,34,,,,2013-09-02-191044.gpx
2013-08-17 08:09:12,7f7de28d-ae25-47e7-b018-bb2e903d98b2,Running,,6.45,31:22,4:52,12.32,449.0,30,,,,2013-08-17-080912.gpx
2013-08-15 18:49:50,666cbe78-b3d5-4bbb-8a22-2717507d32c2,Walking,,2.48,2:23:46,57:56,1.04,306.0,67,,,,2013-08-15-184950.gpx
2013-08-14 18:17:00,fcd7295f-2a3d-4d55-bcf3-6916c9ecf699,Running,,15.61,1:25:55,5:30,10.9,1121.0,88,,,,2013-08-14-181700.gpx
2013-08-08 18:30:36,00f40213-297d-44f0-8311-a6254ac6fa4f,Running,,12.47,1:06:33,5:20,11.24,891.0,61,,,,2013-08-08-183036.gpx
2013-08-08 07:56:08,9ea3ec6e-48fa-417f-8bdf-2b197e19f5d4,Walking,,1.51,15:24,10:11,5.89,85.0,6,,,,2013-08-08-075608.gpx
2013-08-04 08:27:54,7ed0a8cb-0253-4ee4-aa39-3e2c444121ce,Running,,12.49,1:06:24,5:19,11.29,896.0,68,,,,2013-08-04-082754.gpx
2013-07-30 18:49:22,e62b5ac5-e900-4c30-9f93-5f6a11da04f8,Running,,12.47,1:05:43,5:16,11.39,893.0,67,,,,2013-07-30-184922.gpx
2013-07-21 07:57:30,924ee968-8f2c-47d9-a005-dbc732966fab,Running,,11.87,1:00:37,5:07,11.74,845.0,64,,,,2013-07-21-075730.gpx
2013-07-19 18:40:13,0547ce8b-c7c8-40b6-bb71-feff6298c5be,Running,,1.72,8:33,4:58,12.07,40.0,6,,,,2013-07-19-184013.gpx
2013-07-18 07:47:00,1eb83982-20b9-494a-954c-ed4152f01273,Running,,6.15,32:36,5:18,11.33,416.0,30,,,,2013-07-18-074700.gpx
2013-07-07 08:43:13,f85d8da1-0d59-4b30-bc5a-fce86874b167,Running,,3.75,21:36,5:46,10.41,281.0,56,,,,2013-07-07-084313.gpx
2013-07-06 07:15:00,8de39009-9e2e-44ce-ad83-eb129f896e61,Running,,3.75,21:12,5:39,10.61,280.0,55,,,,2013-07-06-071500.gpx
2013-07-05 08:01:00,a1f6c8f6-f85f-454e-8c2a-6946404f9d2a,Running,,3.75,21:10,5:39,10.63,280.0,55,,,,2013-07-05-080100.gpx
2013-07-03 07:20:00,e4d4f094-e32e-4518-8119-742667e662c4,Running,,3.75,21:55,5:51,10.26,281.0,55,,,,2013-07-03-072000.gpx
2013-07-02 07:43:00,0e41b390-7317-4d7f-9e0e-b1db01825f31,Running,,3.75,21:40,5:47,10.38,281.0,55,,,,2013-07-02-074300.gpx
2013-07-01 07:09:00,fbd264b0-ca3a-4af0-97a8-36ef4fd84db7,Running,,3.75,21:10,5:39,10.63,262.0,0,,,,
2013-06-26 18:19:00,64178ec8-556d-4d95-a2b3-249441e33199,Running,,16.0,1:06:49,4:11,14.37,1101.0,0,,,,
2013-06-22 08:05:20,3dbd78e7-44eb-4dd9-9bc6-f2c94ff1acc9,Running,,6.23,32:25,5:12,11.52,446.0,35,,,,2013-06-22-080520.gpx
2013-06-15 08:44:27,6ada32e6-e73f-44a2-a4d5-bf6fd194986e,Running,,6.37,29:53,4:41,12.79,417.0,36,,,,2013-06-15-084427.gpx
2013-06-12 18:21:40,d5ce4d6e-3607-4eab-bae6-35beb7c2f4da,Running,,16.59,1:09:29,4:11,14.32,963.0,77,,,,2013-06-12-182140.gpx
